Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130212-brickn679-300sec-7"
Duration Time,300
Ambient Temperature,"103.5"
Detector Temperature,"-38.5"
Valid Accumulated Counts,"389090"
Raw Accumulated Counts,"442341"
Valid Count Last Packet,"1242"
Raw Count Last Packet,"1409"
Live Time,286.301910
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,778
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"2"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"1"
19,"0"
20,"1"
21,"2"
22,"3"
23,"5"
24,"13"
25,"19"
26,"33"
27,"38"
28,"53"
29,"70"
30,"101"
31,"104"
32,"115"
33,"134"
34,"151"
35,"154"
36,"140"
37,"168"
38,"182"
39,"185"
40,"158"
41,"182"
42,"162"
43,"157"
44,"152"
45,"168"
46,"170"
47,"185"
48,"172"
49,"154"
50,"207"
51,"198"
52,"164"
53,"188"
54,"201"
55,"200"
56,"204"
57,"193"
58,"206"
59,"229"
60,"229"
61,"206"
62,"209"
63,"215"
64,"206"
65,"196"
66,"202"
67,"194"
68,"209"
69,"190"
70,"197"
71,"219"
72,"201"
73,"170"
74,"204"
75,"184"
76,"205"
77,"183"
78,"182"
79,"188"
80,"160"
81,"199"
82,"172"
83,"180"
84,"170"
85,"188"
86,"170"
87,"170"
88,"172"
89,"165"
90,"170"
91,"163"
92,"175"
93,"169"
94,"156"
95,"156"
96,"161"
97,"163"
98,"153"
99,"159"
100,"131"
101,"140"
102,"157"
103,"150"
104,"142"
105,"121"
106,"139"
107,"140"
108,"149"
109,"155"
110,"157"
111,"114"
112,"154"
113,"139"
114,"122"
115,"125"
116,"130"
117,"137"
118,"139"
119,"104"
120,"124"
121,"130"
122,"132"
123,"116"
124,"99"
125,"132"
126,"111"
127,"126"
128,"110"
129,"125"
130,"119"
131,"118"
132,"123"
133,"124"
134,"125"
135,"105"
136,"110"
137,"124"
138,"105"
139,"113"
140,"107"
141,"112"
142,"97"
143,"119"
144,"116"
145,"110"
146,"101"
147,"114"
148,"119"
149,"112"
150,"104"
151,"99"
152,"93"
153,"112"
154,"95"
155,"93"
156,"100"
157,"96"
158,"102"
159,"116"
160,"101"
161,"124"
162,"145"
163,"140"
164,"142"
165,"142"
166,"131"
167,"150"
168,"151"
169,"106"
170,"93"
171,"96"
