Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130304-KKH3.01-300sec-5"
Duration Time,300
Ambient Temperature,"93.2"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"436810"
Raw Accumulated Counts,"486707"
Valid Count Last Packet,"1540"
Raw Count Last Packet,"1720"
Live Time,284.830994
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,772
Channel#,Intensity
0,"1"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"3"
20,"1"
21,"0"
22,"3"
23,"7"
24,"9"
25,"18"
26,"18"
27,"22"
28,"43"
29,"62"
30,"67"
31,"86"
32,"84"
33,"96"
34,"105"
35,"107"
36,"110"
37,"138"
38,"126"
39,"134"
40,"118"
41,"111"
42,"149"
43,"126"
44,"130"
45,"123"
46,"136"
47,"149"
48,"149"
49,"137"
50,"125"
51,"134"
52,"149"
53,"152"
54,"150"
55,"154"
56,"144"
57,"167"
58,"189"
59,"171"
60,"187"
61,"167"
62,"191"
63,"174"
64,"169"
65,"177"
66,"167"
67,"156"
68,"163"
69,"169"
70,"158"
71,"156"
72,"183"
73,"173"
74,"150"
75,"144"
76,"146"
77,"148"
78,"143"
79,"139"
80,"131"
81,"137"
82,"140"
83,"152"
84,"150"
85,"146"
86,"152"
87,"143"
88,"132"
89,"137"
90,"115"
91,"121"
92,"142"
93,"124"
94,"111"
95,"107"
96,"113"
97,"115"
98,"117"
99,"123"
100,"106"
101,"110"
102,"100"
103,"107"
104,"104"
105,"93"
106,"115"
107,"107"
108,"100"
109,"124"
110,"117"
111,"116"
112,"107"
113,"103"
114,"87"
115,"95"
116,"99"
117,"116"
118,"106"
119,"113"
120,"109"
121,"101"
122,"91"
123,"98"
124,"99"
125,"76"
126,"95"
127,"91"
128,"92"
129,"94"
130,"94"
131,"85"
132,"82"
133,"116"
134,"82"
135,"107"
136,"99"
137,"91"
138,"76"
139,"96"
140,"81"
141,"104"
142,"91"
143,"83"
144,"96"
145,"81"
146,"81"
147,"78"
148,"74"
149,"81"
150,"91"
151,"88"
152,"84"
153,"101"
154,"79"
155,"84"
156,"66"
157,"101"
158,"69"
159,"85"
160,"71"
161,"87"
162,"90"
163,"93"
164,"88"
165,"92"
166,"98"
167,"93"
168,"99"
169,"58"
170,"76"
171,"87"
172,"79"
173,"73"
174,"51"
175,"61"
176,"62"
177,"69"
178,"78"
179,"69"
180,"75"
181,"56"
182,"75"
183,"67"
184,"70"
185,"67"
186,"77"
187,"68"
188,"49"
189,"60"
190,"46"
191,"43"
192,"46"
193,"59"
194,"65"
195,"61"
196,"75"
197,"59"
198,"51"
199,"48"
200,"52"
201,"66"
202,"63"
203,"62"
204,"50"
205,"53"
206,"52"
207,"53"
208,"50"
209,"43"
210,"38"
211,"39"
212,"36"
213,"44"
214,"26"
215,"41"
216,"42"
217,"54"
218,"49"
219,"52"
220,"75"
221,"107"
222,"95"
223,"104"
224,"122"
225,"117"
226,"125"
227,"148"
228,"133"
229,"125"
230,"137"
231,"117"
232,"127"
233,"126"
234,"108"
235,"102"
236,"91"
237,"72"
238,"70"
239,"59"
240,"52"
241,"53"
242,"45"
243,"51"
244,"59"
245,"63"
246,"52"
247,"52"
248,"62"
249,"66"
250,"42"
251,"48"
252,"34"
253,"42"
254,"24"
255,"40"
256,"35"
257,"32"
258,"25"
259,"31"
260,"31"
261,"32"
262,"53"
263,"50"
264,"39"
265,"35"
266,"46"
267,"35"
268,"48"
269,"51"
270,"49"
271,"41"
272,"46"
273,"43"
274,"38"
275,"36"
276,"45"
277,"42"
278,"25"
279,"36"
280,"28"
281,"19"
282,"29"
283,"40"
284,"34"
285,"29"
286,"27"
287,"30"
288,"30"
289,"43"
290,"38"
291,"36"
292,"38"
293,"43"
294,"49"
295,"44"
296,"51"
297,"50"
298,"55"
299,"61"
300,"56"
301,"60"
302,"54"
303,"72"
304,"82"
305,"109"
306,"153"
307,"262"
308,"411"
309,"699"
310,"1189"
311,"1925"
312,"3068"
313,"4481"
314,"6457"
315,"8799"
316,"11067"
317,"13398"
318,"15644"
319,"17013"
320,"17514"
321,"17059"
322,"15807"
323,"13930"
324,"11703"
325,"9160"
326,"7200"
327,"5137"
328,"3647"
329,"2587"
330,"1738"
331,"1220"
332,"847"
333,"601"
334,"464"
335,"357"
336,"293"
337,"277"
338,"271"
339,"266"
340,"311"
341,"320"
342,"395"
343,"525"
344,"662"
345,"868"
346,"1218"
347,"1522"
348,"1889"
349,"2317"
350,"2763"
351,"2919"
352,"3193"
353,"3157"
354,"3056"
355,"2854"
356,"2483"
357,"2041"
358,"1583"
359,"1274"
360,"863"
361,"657"
362,"448"
363,"320"
364,"221"
365,"163"
366,"108"
367,"120"
368,"98"
369,"73"
370,"72"
371,"65"
372,"77"
373,"72"
374,"67"
375,"75"
376,"74"
377,"54"
378,"50"
379,"53"
380,"53"
381,"48"
382,"41"
383,"40"
384,"44"
385,"35"
386,"28"
387,"46"
388,"20"
389,"34"
390,"20"
391,"23"
392,"21"
393,"22"
394,"9"
395,"23"
396,"13"
397,"17"
398,"8"
399,"11"
400,"14"
401,"18"
402,"14"
403,"18"
404,"13"
405,"13"
406,"17"
407,"22"
408,"16"
409,"14"
410,"11"
411,"12"
412,"14"
413,"18"
414,"16"
415,"11"
416,"13"
417,"26"
418,"22"
419,"19"
420,"14"
421,"14"
422,"15"
423,"12"
424,"17"
425,"18"
426,"17"
427,"13"
428,"15"
429,"13"
430,"14"
431,"22"
432,"25"
433,"16"
434,"11"
435,"10"
436,"12"
437,"6"
438,"11"
439,"2"
440,"7"
441,"4"
442,"9"
443,"4"
444,"7"
445,"6"
446,"6"
447,"9"
448,"9"
449,"10"
450,"11"
451,"11"
452,"2"
453,"4"
454,"3"
455,"3"
456,"8"
457,"11"
458,"7"
459,"6"
460,"9"
461,"2"
462,"8"
463,"9"
464,"15"
465,"14"
466,"9"
467,"7"
468,"3"
469,"10"
470,"4"
471,"7"
472,"8"
473,"7"
474,"7"
475,"6"
476,"6"
477,"10"
478,"11"
479,"11"
480,"11"
481,"11"
482,"12"
483,"13"
484,"12"
485,"14"
486,"19"
487,"10"
488,"9"
489,"18"
490,"10"
491,"11"
492,"14"
493,"10"
494,"9"
495,"7"
496,"7"
497,"10"
498,"9"
499,"8"
500,"4"
501,"10"
502,"9"
503,"6"
504,"4"
505,"2"
506,"10"
507,"3"
508,"7"
509,"5"
510,"6"
511,"5"
512,"8"
513,"6"
514,"7"
515,"6"
516,"4"
517,"6"
518,"8"
519,"6"
520,"11"
521,"13"
522,"8"
523,"9"
524,"11"
525,"15"
526,"15"
527,"14"
528,"14"
529,"11"
530,"11"
531,"15"
532,"10"
533,"12"
534,"4"
535,"9"
536,"8"
537,"8"
538,"6"
539,"8"
540,"2"
541,"6"
542,"3"
543,"2"
544,"5"
545,"5"
546,"8"
547,"4"
548,"7"
549,"3"
550,"3"
551,"5"
552,"3"
553,"4"
554,"5"
555,"9"
556,"1"
557,"4"
558,"5"
559,"4"
560,"8"
561,"5"
562,"4"
563,"4"
564,"3"
565,"7"
566,"8"
567,"5"
568,"4"
569,"7"
570,"6"
571,"5"
572,"1"
573,"6"
574,"3"
575,"6"
576,"3"
577,"11"
578,"4"
579,"6"
580,"7"
581,"6"
582,"10"
583,"4"
584,"4"
585,"7"
586,"11"
587,"6"
588,"4"
589,"4"
590,"4"
591,"3"
592,"6"
593,"9"
594,"6"
595,"7"
596,"5"
597,"3"
598,"6"
599,"5"
600,"7"
601,"3"
602,"6"
603,"8"
604,"2"
605,"5"
606,"3"
607,"7"
608,"4"
609,"11"
610,"3"
611,"6"
612,"4"
613,"2"
614,"4"
615,"7"
616,"6"
617,"6"
618,"4"
619,"7"
620,"2"
621,"6"
622,"6"
623,"5"
624,"6"
625,"14"
626,"7"
627,"7"
628,"7"
629,"12"
630,"10"
631,"11"
632,"8"
633,"11"
634,"10"
635,"17"
636,"13"
637,"17"
638,"16"
639,"14"
640,"18"
641,"18"
642,"18"
643,"19"
644,"25"
645,"18"
646,"21"
647,"12"
648,"17"
649,"15"
650,"17"
651,"17"
652,"15"
653,"15"
654,"10"
655,"9"
656,"8"
657,"5"
658,"15"
659,"9"
660,"7"
661,"13"
662,"12"
663,"13"
664,"17"
665,"15"
666,"17"
667,"30"
668,"24"
669,"21"
670,"25"
671,"26"
672,"22"
673,"19"
674,"19"
675,"12"
676,"17"
677,"18"
678,"9"
679,"11"
680,"7"
681,"6"
682,"12"
683,"11"
684,"9"
685,"2"
686,"7"
687,"12"
688,"4"
689,"3"
690,"5"
691,"8"
692,"3"
693,"10"
694,"12"
695,"13"
696,"7"
697,"13"
698,"17"
699,"33"
700,"23"
701,"22"
702,"42"
703,"29"
704,"53"
705,"58"
706,"49"
707,"55"
708,"53"
709,"60"
710,"41"
711,"40"
712,"34"
713,"31"
714,"34"
715,"27"
716,"17"
717,"13"
718,"12"
719,"6"
720,"7"
721,"7"
722,"5"
723,"7"
724,"8"
725,"6"
726,"2"
727,"4"
728,"9"
729,"6"
730,"11"
731,"3"
732,"7"
733,"4"
734,"10"
735,"7"
736,"9"
737,"5"
738,"12"
739,"16"
740,"14"
741,"12"
742,"15"
743,"23"
744,"16"
745,"19"
746,"16"
747,"26"
748,"14"
749,"16"
750,"14"
751,"19"
752,"18"
753,"13"
754,"13"
755,"13"
756,"12"
757,"13"
758,"15"
759,"10"
760,"4"
761,"8"
762,"5"
763,"5"
764,"5"
765,"7"
766,"8"
767,"9"
768,"11"
769,"6"
770,"9"
771,"15"
772,"10"
773,"14"
774,"15"
775,"23"
776,"27"
777,"42"
778,"42"
779,"55"
780,"73"
781,"95"
782,"90"
783,"106"
784,"170"
785,"123"
786,"140"
787,"160"
