Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130304-brickn679-300sec-10"
Duration Time,300
Ambient Temperature,"104.7"
Detector Temperature,"-37.5"
Valid Accumulated Counts,"387813"
Raw Accumulated Counts,"440985"
Valid Count Last Packet,"1296"
Raw Count Last Packet,"1472"
Live Time,286.333801
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,771
Channel#,Intensity
0,"0"
1,"0"
2,"1"
3,"0"
4,"1"
5,"1"
6,"1"
7,"1"
8,"0"
9,"1"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"1"
20,"2"
21,"6"
22,"8"
23,"6"
24,"6"
25,"12"
26,"18"
27,"28"
28,"42"
29,"66"
30,"91"
31,"106"
32,"116"
33,"138"
34,"135"
35,"177"
36,"146"
37,"138"
38,"175"
39,"170"
40,"151"
41,"160"
42,"158"
43,"141"
44,"200"
45,"146"
46,"191"
47,"159"
48,"170"
49,"177"
50,"182"
51,"158"
52,"214"
53,"153"
54,"207"
55,"170"
56,"197"
57,"213"
58,"176"
59,"198"
60,"222"
61,"175"
62,"213"
63,"196"
64,"245"
65,"193"
66,"197"
67,"233"
68,"177"
69,"199"
70,"200"
71,"180"
72,"203"
73,"180"
74,"198"
75,"201"
76,"186"
77,"181"
78,"237"
79,"176"
80,"180"
81,"180"
82,"165"
83,"165"
84,"186"
85,"186"
86,"176"
87,"172"
88,"180"
89,"179"
90,"164"
91,"169"
92,"174"
93,"187"
94,"130"
95,"161"
96,"133"
97,"131"
98,"161"
99,"174"
100,"154"
101,"160"
102,"136"
103,"150"
104,"156"
105,"136"
106,"146"
107,"145"
108,"157"
109,"130"
110,"150"
111,"140"
112,"121"
113,"146"
114,"135"
115,"132"
116,"141"
117,"149"
118,"123"
119,"138"
120,"118"
121,"158"
122,"121"
123,"119"
124,"135"
125,"121"
126,"133"
127,"122"
128,"160"
129,"125"
130,"122"
131,"127"
132,"120"
133,"119"
134,"118"
135,"127"
136,"109"
137,"132"
138,"125"
139,"115"
140,"119"
141,"95"
142,"111"
143,"132"
144,"115"
145,"116"
146,"87"
147,"112"
148,"111"
149,"120"
150,"96"
151,"99"
152,"100"
153,"93"
154,"101"
155,"95"
156,"90"
157,"93"
158,"92"
159,"108"
160,"112"
161,"105"
162,"124"
163,"121"
164,"134"
165,"141"
166,"155"
167,"135"
168,"130"
169,"109"
170,"123"
171,"114"
172,"84"
173,"85"
174,"79"
175,"81"
176,"83"
177,"68"
178,"80"
179,"99"
180,"80"
181,"88"
182,"87"
183,"84"
184,"82"
185,"93"
186,"77"
187,"83"
188,"73"
189,"65"
190,"57"
191,"67"
192,"57"
193,"68"
194,"52"
195,"43"
196,"49"
197,"52"
198,"55"
199,"55"
200,"54"
201,"60"
202,"62"
203,"51"
204,"62"
205,"44"
206,"53"
207,"57"
208,"39"
209,"29"
210,"40"
211,"40"
212,"53"
213,"45"
214,"41"
215,"43"
216,"43"
217,"40"
218,"52"
219,"51"
220,"65"
221,"89"
222,"105"
223,"107"
224,"112"
225,"110"
226,"130"
227,"108"
228,"101"
229,"97"
230,"114"
231,"80"
232,"91"
233,"90"
234,"83"
235,"67"
236,"54"
237,"51"
238,"57"
239,"45"
240,"47"
241,"36"
242,"40"
243,"38"
244,"37"
245,"46"
246,"38"
247,"40"
248,"32"
249,"35"
250,"32"
251,"42"
252,"28"
253,"31"
254,"23"
255,"27"
256,"35"
257,"31"
258,"27"
259,"27"
260,"24"
261,"33"
262,"27"
263,"32"
264,"23"
265,"26"
266,"26"
267,"23"
268,"31"
269,"26"
270,"36"
271,"33"
272,"21"
273,"24"
274,"26"
275,"31"
276,"23"
277,"30"
278,"18"
279,"27"
280,"20"
281,"18"
282,"22"
283,"30"
284,"20"
285,"18"
286,"33"
287,"43"
288,"48"
289,"53"
290,"65"
291,"84"
292,"97"
293,"113"
294,"90"
295,"123"
296,"119"
297,"102"
298,"100"
299,"88"
300,"85"
301,"74"
302,"56"
303,"52"
304,"51"
305,"36"
306,"78"
307,"122"
308,"174"
309,"319"
310,"499"
311,"833"
312,"1228"
313,"1796"
314,"2679"
315,"3675"
316,"4514"
317,"5626"
318,"6342"
319,"7051"
320,"7130"
321,"7033"
322,"6381"
323,"5714"
324,"4773"
325,"4018"
326,"2983"
327,"2141"
328,"1471"
329,"1101"
330,"708"
331,"469"
332,"283"
333,"226"
334,"151"
335,"97"
336,"71"
337,"69"
338,"67"
339,"54"
340,"78"
341,"84"
342,"127"
343,"150"
344,"221"
345,"291"
346,"419"
347,"485"
348,"666"
349,"827"
350,"991"
351,"1106"
352,"1162"
353,"1206"
354,"1212"
355,"1157"
356,"928"
357,"805"
358,"683"
359,"494"
360,"403"
361,"280"
362,"187"
363,"135"
364,"84"
365,"53"
366,"50"
367,"56"
368,"39"
369,"40"
370,"38"
371,"46"
372,"57"
373,"65"
374,"52"
375,"48"
376,"42"
377,"44"
378,"23"
379,"36"
380,"19"
381,"14"
382,"12"
383,"16"
384,"11"
385,"18"
386,"13"
387,"7"
388,"15"
389,"6"
390,"8"
391,"13"
392,"10"
393,"12"
394,"15"
395,"12"
396,"12"
397,"18"
398,"14"
399,"22"
400,"15"
401,"21"
402,"21"
403,"21"
404,"24"
405,"18"
406,"17"
407,"23"
408,"25"
409,"18"
410,"19"
411,"17"
412,"22"
413,"23"
414,"25"
415,"24"
416,"20"
417,"18"
418,"20"
419,"25"
420,"27"
421,"19"
422,"21"
423,"24"
424,"25"
