Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130311-KKH3.15-300sec-10"
Duration Time,300
Ambient Temperature,"99.4"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"657910"
Raw Accumulated Counts,"734326"
Valid Count Last Packet,"2172"
Raw Count Last Packet,"2499"
Live Time,277.248016
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,778
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"1"
8,"0"
9,"1"
10,"0"
11,"1"
12,"0"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"2"
19,"1"
20,"1"
21,"4"
22,"2"
23,"9"
24,"9"
25,"14"
26,"24"
27,"31"
28,"25"
29,"32"
30,"53"
31,"62"
32,"71"
33,"76"
34,"87"
35,"99"
36,"92"
37,"109"
38,"105"
39,"118"
40,"111"
41,"110"
42,"99"
43,"131"
44,"123"
45,"120"
46,"126"
47,"124"
48,"139"
49,"128"
50,"119"
51,"124"
52,"112"
53,"140"
54,"99"
55,"142"
56,"159"
57,"151"
58,"155"
59,"133"
60,"154"
61,"140"
62,"158"
63,"144"
64,"176"
65,"160"
66,"179"
67,"142"
68,"147"
69,"158"
70,"166"
71,"142"
72,"170"
73,"136"
74,"151"
75,"134"
76,"170"
77,"147"
78,"116"
79,"138"
80,"145"
81,"141"
82,"131"
83,"137"
84,"137"
85,"149"
86,"150"
87,"133"
88,"138"
89,"121"
90,"134"
91,"111"
92,"119"
93,"121"
94,"129"
95,"99"
96,"112"
97,"110"
98,"98"
99,"94"
100,"109"
101,"103"
102,"96"
103,"94"
104,"119"
105,"108"
106,"86"
107,"104"
108,"99"
109,"81"
110,"82"
111,"93"
112,"83"
113,"110"
114,"80"
115,"79"
116,"84"
117,"79"
118,"87"
119,"87"
120,"75"
121,"96"
122,"84"
123,"72"
124,"83"
125,"97"
126,"83"
127,"79"
128,"67"
129,"83"
130,"91"
131,"73"
132,"77"
133,"67"
134,"71"
135,"83"
136,"76"
137,"74"
138,"79"
139,"88"
140,"69"
141,"79"
142,"83"
143,"64"
144,"78"
145,"67"
146,"93"
147,"90"
148,"81"
149,"81"
150,"61"
151,"78"
152,"68"
153,"73"
154,"62"
155,"70"
156,"68"
157,"80"
158,"92"
159,"85"
160,"107"
161,"86"
162,"79"
163,"71"
164,"103"
165,"101"
166,"109"
167,"105"
168,"90"
169,"99"
170,"101"
171,"84"
172,"82"
173,"70"
174,"70"
175,"57"
176,"69"
