Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130311-KKH3.16-300sec-5"
Duration Time,300
Ambient Temperature,"102.8"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"470841"
Raw Accumulated Counts,"547938"
Valid Count Last Packet,"1511"
Raw Count Last Packet,"1796"
Live Time,283.224121
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,779
Channel#,Intensity
0,"2"
1,"0"
2,"0"
3,"0"
4,"1"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"1"
12,"0"
13,"0"
14,"1"
15,"1"
16,"0"
17,"2"
18,"1"
19,"7"
20,"2"
21,"6"
22,"13"
23,"18"
24,"21"
25,"32"
26,"41"
27,"56"
28,"81"
29,"82"
30,"133"
31,"163"
32,"189"
33,"185"
34,"213"
35,"215"
36,"235"
37,"228"
38,"247"
39,"237"
40,"225"
41,"227"
42,"266"
43,"242"
44,"249"
45,"265"
46,"249"
47,"246"
48,"268"
49,"253"
50,"239"
51,"276"
52,"292"
53,"256"
54,"263"
55,"275"
56,"249"
57,"264"
58,"257"
59,"312"
60,"270"
61,"270"
62,"287"
63,"288"
64,"256"
65,"306"
66,"292"
67,"291"
68,"281"
69,"263"
70,"270"
71,"276"
72,"286"
73,"281"
74,"252"
75,"252"
76,"229"
77,"252"
78,"248"
79,"244"
80,"256"
81,"232"
82,"241"
83,"267"
84,"270"
85,"241"
86,"250"
87,"201"
88,"256"
89,"234"
90,"247"
91,"242"
92,"244"
93,"249"
94,"220"
95,"235"
96,"224"
97,"215"
98,"218"
99,"223"
100,"219"
101,"200"
102,"209"
103,"213"
104,"205"
105,"202"
106,"213"
107,"206"
108,"216"
109,"190"
110,"193"
111,"215"
112,"199"
113,"189"
114,"180"
115,"169"
116,"197"
117,"184"
118,"182"
119,"191"
120,"172"
121,"195"
122,"184"
123,"177"
124,"166"
125,"169"
126,"207"
127,"174"
128,"156"
129,"200"
130,"192"
131,"168"
132,"177"
133,"164"
134,"154"
135,"163"
136,"167"
137,"141"
138,"207"
139,"149"
140,"178"
141,"176"
142,"162"
143,"157"
144,"156"
145,"164"
146,"136"
147,"131"
148,"156"
149,"124"
150,"141"
151,"163"
152,"131"
153,"130"
154,"144"
155,"156"
156,"138"
157,"148"
158,"135"
159,"160"
160,"153"
161,"138"
162,"140"
163,"166"
164,"136"
165,"155"
166,"153"
167,"136"
168,"136"
169,"147"
170,"124"
171,"121"
172,"93"
173,"110"
174,"115"
175,"118"
176,"130"
177,"116"
178,"115"
179,"158"
180,"128"
181,"174"
182,"180"
183,"226"
184,"222"
185,"191"
186,"192"
187,"208"
188,"167"
189,"172"
190,"141"
191,"104"
192,"96"
193,"97"
194,"117"
195,"88"
196,"79"
197,"88"
198,"75"
199,"87"
200,"78"
201,"93"
202,"74"
203,"81"
204,"70"
205,"76"
206,"76"
207,"74"
208,"62"
209,"44"
210,"48"
211,"56"
212,"47"
213,"64"
214,"48"
215,"55"
216,"46"
217,"46"
218,"79"
219,"62"
220,"92"
221,"85"
222,"89"
223,"104"
224,"139"
225,"123"
226,"129"
227,"91"
228,"101"
229,"103"
230,"76"
231,"86"
232,"74"
233,"54"
234,"51"
235,"58"
236,"49"
237,"41"
238,"38"
239,"40"
240,"36"
241,"42"
242,"32"
243,"51"
244,"36"
245,"50"
246,"45"
247,"40"
248,"48"
249,"38"
250,"29"
251,"40"
252,"25"
253,"44"
254,"24"
255,"18"
256,"21"
257,"26"
258,"19"
259,"26"
260,"31"
261,"25"
262,"25"
263,"29"
264,"30"
265,"20"
266,"25"
267,"22"
268,"22"
269,"19"
270,"26"
271,"23"
272,"28"
273,"25"
274,"20"
275,"21"
276,"14"
277,"23"
278,"18"
279,"20"
280,"21"
281,"18"
282,"8"
283,"20"
284,"20"
285,"20"
286,"19"
287,"39"
288,"37"
289,"46"
290,"74"
291,"69"
292,"91"
293,"85"
294,"107"
295,"94"
296,"94"
297,"87"
298,"94"
299,"58"
300,"53"
301,"30"
302,"47"
303,"37"
304,"29"
305,"37"
306,"23"
307,"30"
308,"59"
309,"74"
310,"83"
311,"125"
312,"215"
313,"338"
314,"464"
315,"657"
316,"734"
317,"905"
318,"1039"
319,"1157"
320,"1182"
321,"1150"
322,"1079"
323,"909"
324,"782"
325,"628"
326,"492"
327,"379"
328,"282"
329,"195"
330,"137"
331,"80"
332,"47"
333,"43"
334,"49"
335,"32"
336,"21"
337,"20"
338,"19"
339,"18"
340,"13"
341,"23"
342,"29"
343,"37"
344,"39"
345,"54"
346,"85"
347,"95"
348,"112"
349,"162"
350,"178"
351,"203"
352,"224"
353,"210"
354,"187"
355,"163"
356,"157"
357,"140"
358,"109"
359,"87"
360,"72"
361,"47"
362,"41"
363,"37"
364,"33"
365,"36"
366,"29"
367,"30"
368,"41"
369,"47"
370,"48"
371,"52"
372,"58"
373,"57"
374,"70"
375,"54"
376,"72"
377,"41"
378,"36"
379,"30"
380,"32"
381,"18"
382,"19"
383,"18"
384,"10"
385,"17"
386,"8"
387,"12"
388,"11"
389,"6"
390,"15"
391,"21"
392,"16"
393,"11"
394,"16"
395,"19"
396,"11"
397,"10"
398,"21"
399,"8"
400,"20"
401,"19"
402,"14"
403,"24"
404,"31"
405,"16"
406,"27"
407,"16"
408,"19"
409,"22"
410,"21"
411,"18"
412,"14"
413,"17"
414,"15"
415,"24"
416,"26"
417,"28"
418,"20"
419,"23"
420,"21"
421,"16"
422,"18"
423,"22"
424,"24"
425,"30"
426,"17"
427,"26"
428,"28"
