Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130208-KransvleiCH009-300sec-8"
Duration Time,300
Ambient Temperature,"102.4"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"522060"
Raw Accumulated Counts,"593640"
Valid Count Last Packet,"1743"
Raw Count Last Packet,"1996"
Live Time,281.690094
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,777
Channel#,Intensity
0,"1"
1,"1"
2,"0"
3,"1"
4,"1"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"1"
21,"4"
22,"4"
23,"5"
24,"11"
25,"21"
26,"34"
27,"49"
28,"54"
29,"80"
30,"83"
31,"126"
32,"121"
33,"134"
34,"161"
35,"194"
36,"196"
37,"172"
38,"192"
39,"193"
40,"223"
41,"190"
42,"165"
43,"169"
44,"186"
45,"172"
46,"227"
47,"201"
48,"161"
49,"195"
50,"215"
51,"183"
52,"225"
53,"203"
54,"205"
55,"234"
56,"207"
57,"213"
58,"242"
59,"212"
60,"220"
61,"221"
62,"224"
63,"237"
64,"228"
65,"235"
66,"229"
67,"275"
68,"218"
69,"229"
70,"221"
71,"217"
72,"253"
73,"187"
74,"215"
75,"218"
76,"198"
77,"198"
78,"184"
79,"231"
80,"203"
81,"197"
82,"180"
83,"210"
84,"202"
85,"193"
86,"197"
87,"189"
88,"215"
89,"185"
90,"217"
91,"211"
92,"190"
93,"185"
94,"188"
95,"189"
96,"174"
97,"159"
98,"174"
99,"162"
100,"164"
101,"159"
102,"181"
103,"170"
104,"157"
105,"178"
106,"164"
107,"156"
108,"176"
109,"185"
110,"154"
111,"189"
112,"156"
113,"177"
114,"146"
115,"122"
116,"130"
117,"166"
118,"142"
119,"171"
120,"143"
121,"154"
122,"124"
123,"139"
124,"129"
125,"144"
126,"139"
127,"147"
128,"169"
129,"133"
130,"150"
131,"110"
132,"136"
133,"133"
134,"122"
135,"126"
136,"139"
137,"145"
138,"134"
139,"117"
140,"102"
141,"128"
142,"130"
143,"123"
144,"118"
145,"139"
146,"131"
147,"139"
148,"152"
149,"136"
150,"153"
151,"121"
152,"135"
153,"128"
154,"116"
155,"129"
156,"118"
157,"98"
158,"109"
159,"105"
160,"131"
161,"125"
162,"119"
163,"122"
164,"126"
165,"107"
166,"120"
167,"114"
168,"138"
169,"98"
170,"114"
171,"101"
172,"84"
173,"101"
174,"93"
175,"98"
176,"98"
177,"83"
178,"102"
179,"93"
180,"82"
181,"99"
182,"106"
183,"84"
184,"107"
185,"81"
186,"89"
187,"79"
188,"78"
189,"77"
190,"66"
191,"74"
192,"80"
193,"66"
194,"59"
195,"59"
196,"80"
197,"51"
198,"69"
199,"67"
200,"68"
201,"60"
202,"68"
203,"46"
204,"65"
205,"63"
206,"59"
207,"61"
208,"48"
209,"57"
210,"45"
211,"52"
212,"49"
213,"67"
214,"59"
215,"62"
216,"61"
217,"46"
218,"73"
219,"59"
220,"76"
221,"89"
222,"90"
223,"94"
224,"123"
225,"116"
226,"133"
227,"110"
228,"130"
229,"147"
230,"108"
231,"125"
232,"138"
233,"110"
234,"118"
235,"104"
236,"90"
237,"68"
238,"69"
239,"62"
240,"64"
241,"44"
242,"46"
243,"54"
244,"44"
245,"53"
246,"52"
247,"65"
248,"47"
249,"58"
250,"53"
251,"51"
252,"39"
253,"29"
254,"38"
255,"37"
256,"30"
257,"37"
258,"35"
259,"30"
260,"41"
261,"37"
262,"42"
263,"39"
264,"50"
265,"41"
266,"45"
267,"49"
268,"50"
269,"38"
270,"43"
271,"39"
272,"42"
273,"43"
274,"43"
275,"37"
276,"25"
277,"42"
278,"38"
279,"40"
280,"30"
281,"34"
282,"32"
283,"49"
284,"20"
285,"22"
286,"28"
287,"29"
288,"29"
289,"26"
290,"31"
291,"34"
292,"31"
293,"27"
294,"36"
295,"41"
296,"29"
297,"28"
298,"53"
299,"47"
300,"57"
301,"49"
302,"62"
303,"66"
304,"70"
305,"107"
306,"143"
307,"231"
308,"338"
309,"638"
310,"1015"
311,"1685"
312,"2628"
313,"3938"
314,"5558"
315,"7493"
316,"9610"
317,"11713"
318,"13139"
319,"14695"
320,"14944"
321,"14644"
322,"13552"
323,"12056"
324,"10028"
325,"8199"
326,"6122"
327,"4617"
328,"3309"
329,"2246"
330,"1555"
331,"1050"
332,"704"
333,"478"
334,"366"
335,"258"
336,"224"
337,"186"
338,"158"
339,"177"
340,"186"
341,"216"
342,"309"
343,"367"
344,"463"
345,"694"
346,"893"
347,"1187"
348,"1479"
349,"1840"
350,"2086"
351,"2340"
352,"2579"
353,"2516"
354,"2378"
355,"2257"
356,"2022"
357,"1595"
358,"1306"
359,"1069"
360,"821"
361,"550"
362,"369"
363,"265"
364,"197"
365,"139"
366,"96"
367,"75"
368,"68"
369,"56"
370,"51"
371,"49"
372,"72"
373,"64"
374,"52"
375,"61"
376,"64"
377,"53"
378,"44"
379,"33"
380,"41"
381,"51"
382,"29"
383,"31"
384,"23"
385,"22"
386,"34"
387,"34"
388,"22"
389,"21"
390,"17"
391,"18"
392,"21"
393,"8"
394,"13"
395,"25"
396,"19"
397,"11"
398,"19"
399,"11"
400,"18"
401,"18"
402,"15"
403,"20"
404,"19"
405,"13"
406,"12"
407,"21"
408,"14"
409,"20"
410,"13"
411,"32"
412,"15"
413,"30"
414,"12"
415,"31"
416,"20"
417,"20"
418,"24"
419,"26"
420,"15"
421,"24"
422,"16"
423,"16"
424,"11"
425,"13"
426,"11"
427,"12"
428,"24"
429,"13"
430,"11"
431,"15"
432,"16"
433,"13"
434,"11"
435,"16"
436,"11"
437,"9"
438,"14"
439,"11"
440,"12"
441,"11"
442,"5"
443,"6"
444,"8"
445,"9"
446,"8"
447,"6"
448,"7"
449,"4"
450,"11"
451,"9"
452,"4"
453,"5"
454,"8"
455,"5"
456,"8"
457,"4"
458,"9"
459,"13"
460,"7"
461,"9"
462,"7"
463,"10"
464,"19"
465,"8"
466,"12"
467,"14"
468,"7"
469,"10"
470,"14"
471,"13"
472,"7"
473,"4"
474,"6"
475,"10"
476,"12"
477,"11"
478,"18"
479,"19"
480,"12"
481,"14"
482,"19"
483,"16"
484,"16"
485,"15"
486,"11"
487,"17"
488,"19"
489,"11"
490,"12"
491,"12"
492,"5"
493,"11"
494,"11"
495,"4"
496,"11"
497,"16"
498,"6"
499,"17"
500,"10"
501,"6"
