Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130208-brickn679-300sec-9"
Duration Time,300
Ambient Temperature,"102.2"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"398340"
Raw Accumulated Counts,"452821"
Valid Count Last Packet,"1368"
Raw Count Last Packet,"1547"
Live Time,285.977051
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"1"
4,"1"
5,"1"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"2"
22,"5"
23,"11"
24,"9"
25,"18"
26,"27"
27,"47"
28,"65"
29,"67"
30,"110"
31,"101"
32,"128"
33,"145"
34,"144"
35,"135"
36,"174"
37,"152"
38,"167"
39,"174"
40,"179"
41,"164"
42,"173"
43,"163"
44,"159"
45,"180"
46,"174"
47,"186"
48,"181"
49,"169"
50,"190"
51,"171"
52,"181"
53,"189"
54,"182"
55,"214"
56,"218"
57,"222"
58,"214"
59,"223"
60,"195"
61,"220"
62,"227"
63,"201"
64,"221"
65,"214"
66,"198"
67,"231"
68,"213"
69,"215"
70,"179"
71,"213"
72,"206"
73,"201"
74,"198"
75,"194"
76,"214"
77,"195"
78,"187"
79,"197"
80,"189"
81,"164"
82,"170"
83,"174"
84,"194"
85,"179"
86,"177"
87,"186"
88,"173"
89,"162"
90,"164"
91,"169"
92,"138"
93,"169"
94,"155"
95,"161"
96,"147"
97,"172"
98,"154"
99,"171"
100,"147"
101,"153"
102,"152"
103,"147"
104,"145"
105,"156"
106,"168"
107,"115"
108,"137"
109,"164"
110,"139"
111,"138"
112,"145"
113,"152"
114,"112"
115,"140"
116,"133"
117,"151"
118,"141"
119,"112"
120,"123"
121,"123"
122,"116"
123,"134"
124,"126"
125,"114"
126,"139"
127,"123"
128,"130"
129,"109"
130,"130"
131,"127"
132,"115"
133,"155"
134,"118"
135,"130"
136,"138"
137,"108"
138,"119"
139,"121"
140,"97"
141,"112"
142,"116"
143,"99"
144,"112"
145,"100"
146,"127"
147,"106"
148,"106"
149,"111"
150,"110"
151,"110"
152,"92"
153,"90"
154,"112"
155,"96"
156,"101"
157,"106"
158,"95"
159,"117"
160,"127"
161,"122"
162,"138"
163,"135"
164,"157"
165,"145"
166,"152"
167,"131"
168,"140"
169,"129"
170,"121"
171,"105"
172,"99"
173,"96"
174,"93"
175,"88"
176,"69"
177,"88"
178,"78"
179,"83"
180,"90"
181,"93"
182,"85"
183,"88"
184,"93"
185,"84"
186,"81"
187,"78"
188,"59"
189,"69"
190,"58"
191,"53"
192,"59"
193,"61"
194,"73"
195,"75"
196,"65"
197,"66"
198,"69"
199,"60"
200,"64"
201,"59"
202,"52"
203,"52"
204,"51"
205,"46"
206,"53"
207,"53"
208,"42"
209,"55"
210,"48"
211,"46"
212,"41"
213,"36"
214,"37"
215,"39"
216,"51"
217,"34"
218,"62"
219,"57"
220,"93"
221,"91"
222,"98"
223,"122"
224,"114"
225,"128"
226,"122"
227,"119"
228,"127"
229,"94"
230,"118"
231,"99"
232,"103"
233,"95"
234,"70"
235,"61"
236,"57"
237,"50"
238,"55"
239,"45"
240,"53"
241,"36"
242,"52"
243,"49"
244,"33"
245,"53"
246,"40"
247,"59"
248,"52"
249,"45"
250,"41"
251,"47"
252,"29"
253,"32"
254,"31"
