Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130208-KransvleiCH007-300sec-8"
Duration Time,300
Ambient Temperature,"96.2"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"503132"
Raw Accumulated Counts,"558410"
Valid Count Last Packet,"1740"
Raw Count Last Packet,"1897"
Live Time,282.594788
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,775
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"1"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"0"
19,"2"
20,"2"
21,"4"
22,"6"
23,"4"
24,"8"
25,"11"
26,"9"
27,"26"
28,"55"
29,"51"
30,"63"
31,"76"
32,"97"
33,"95"
34,"88"
35,"101"
36,"103"
37,"120"
38,"119"
39,"125"
40,"96"
41,"128"
42,"135"
43,"142"
44,"115"
45,"139"
46,"131"
47,"123"
48,"134"
49,"127"
50,"124"
51,"151"
52,"136"
53,"168"
54,"139"
55,"148"
56,"125"
57,"162"
58,"140"
59,"168"
60,"171"
61,"143"
62,"167"
63,"166"
64,"158"
65,"143"
66,"157"
67,"153"
68,"146"
69,"136"
70,"145"
71,"149"
72,"164"
73,"153"
74,"167"
75,"161"
76,"144"
77,"131"
78,"148"
79,"160"
80,"145"
81,"120"
82,"142"
83,"143"
84,"110"
85,"137"
86,"148"
87,"153"
88,"127"
89,"114"
90,"124"
91,"115"
92,"114"
93,"127"
94,"98"
95,"124"
96,"101"
97,"105"
98,"108"
99,"107"
100,"137"
101,"114"
102,"123"
103,"108"
104,"98"
105,"89"
106,"119"
107,"96"
108,"107"
109,"102"
110,"100"
111,"79"
112,"92"
113,"117"
114,"99"
115,"93"
116,"99"
117,"97"
118,"99"
119,"92"
120,"112"
121,"96"
122,"95"
123,"101"
124,"87"
125,"79"
126,"79"
127,"94"
128,"73"
129,"84"
130,"99"
131,"83"
132,"89"
133,"89"
134,"69"
135,"76"
136,"101"
137,"112"
138,"78"
139,"82"
140,"77"
141,"90"
142,"90"
143,"97"
144,"86"
145,"108"
146,"83"
147,"78"
148,"95"
149,"83"
150,"87"
151,"90"
152,"91"
153,"66"
154,"74"
155,"86"
156,"72"
157,"81"
158,"64"
159,"74"
160,"72"
161,"79"
162,"75"
163,"73"
164,"51"
165,"95"
166,"73"
167,"78"
168,"65"
169,"57"
170,"60"
171,"72"
172,"66"
173,"74"
174,"60"
175,"75"
176,"58"
177,"76"
178,"71"
179,"73"
180,"62"
181,"56"
182,"73"
183,"59"
184,"63"
185,"68"
186,"53"
187,"61"
188,"65"
189,"54"
190,"59"
191,"56"
192,"59"
193,"58"
194,"54"
195,"47"
196,"44"
197,"58"
198,"56"
199,"69"
200,"68"
201,"56"
202,"49"
203,"62"
204,"49"
205,"50"
206,"36"
207,"39"
208,"49"
209,"41"
210,"48"
211,"41"
212,"49"
213,"40"
214,"48"
215,"39"
216,"50"
217,"45"
218,"79"
219,"67"
220,"86"
221,"123"
222,"106"
223,"134"
224,"181"
225,"153"
226,"193"
227,"173"
228,"186"
229,"193"
230,"182"
231,"148"
232,"153"
233,"156"
234,"117"
235,"129"
236,"101"
237,"105"
238,"74"
239,"60"
240,"54"
241,"59"
242,"51"
243,"57"
244,"62"
245,"73"
246,"57"
247,"81"
248,"65"
249,"74"
250,"66"
251,"50"
252,"36"
253,"50"
254,"53"
255,"43"
256,"36"
257,"45"
258,"42"
259,"44"
260,"41"
261,"52"
262,"44"
263,"46"
264,"53"
265,"60"
266,"63"
267,"46"
268,"60"
269,"58"
270,"53"
271,"58"
272,"49"
273,"44"
274,"39"
275,"44"
276,"60"
277,"59"
278,"33"
279,"34"
280,"36"
281,"36"
282,"35"
283,"31"
284,"32"
285,"48"
286,"31"
287,"35"
288,"38"
289,"41"
290,"41"
291,"38"
292,"42"
293,"38"
294,"50"
295,"53"
296,"53"
297,"53"
298,"61"
299,"62"
300,"67"
301,"55"
302,"73"
303,"87"
304,"138"
305,"153"
306,"216"
307,"342"
308,"567"
309,"932"
310,"1568"
311,"2556"
312,"4105"
313,"6109"
314,"8434"
315,"11792"
316,"15010"
317,"18181"
318,"21021"
319,"22764"
320,"23662"
321,"23021"
322,"21225"
323,"18541"
324,"15684"
325,"12622"
326,"9539"
327,"6955"
328,"4999"
329,"3442"
330,"2211"
331,"1571"
332,"1072"
333,"745"
334,"570"
335,"470"
336,"407"
337,"377"
338,"387"
339,"369"
340,"396"
341,"457"
342,"483"
343,"700"
344,"916"
345,"1137"
346,"1566"
347,"2036"
348,"2501"
349,"3041"
350,"3575"
351,"4018"
352,"4221"
353,"4200"
354,"4027"
355,"3695"
356,"3313"
357,"2665"
358,"2149"
359,"1666"
360,"1251"
361,"868"
362,"627"
363,"409"
364,"262"
365,"162"
366,"144"
367,"106"
368,"96"
369,"97"
370,"84"
371,"79"
372,"96"
373,"90"
374,"73"
375,"90"
376,"77"
377,"86"
378,"72"
379,"71"
380,"59"
381,"60"
382,"68"
383,"51"
384,"53"
385,"32"
386,"54"
387,"40"
388,"37"
389,"22"
390,"34"
391,"25"
392,"17"
393,"27"
394,"23"
395,"15"
396,"19"
397,"12"
398,"12"
399,"12"
400,"15"
401,"9"
402,"13"
403,"14"
404,"13"
405,"12"
406,"18"
407,"9"
408,"11"
409,"13"
410,"18"
411,"17"
412,"22"
413,"26"
414,"19"
415,"20"
416,"22"
417,"17"
418,"20"
419,"22"
420,"25"
421,"19"
422,"16"
423,"17"
424,"15"
425,"14"
426,"21"
427,"13"
428,"15"
429,"21"
430,"19"
431,"25"
432,"13"
433,"16"
434,"25"
435,"22"
436,"12"
437,"12"
438,"14"
439,"9"
440,"10"
441,"10"
442,"7"
443,"7"
444,"4"
445,"5"
446,"5"
447,"9"
448,"7"
449,"3"
450,"5"
451,"6"
452,"4"
453,"12"
454,"11"
455,"7"
456,"7"
457,"10"
458,"7"
459,"6"
460,"9"
461,"8"
462,"8"
463,"5"
464,"9"
465,"9"
466,"6"
467,"11"
468,"9"
469,"10"
470,"4"
471,"5"
472,"7"
473,"12"
474,"11"
475,"6"
476,"9"
