Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130215-KKH1.05-300sec-3"
Duration Time,300
Ambient Temperature,"97.1"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"505146"
Raw Accumulated Counts,"567760"
Valid Count Last Packet,"1597"
Raw Count Last Packet,"1800"
Live Time,282.392853
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,778
Channel#,Intensity
0,"0"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"1"
7,"1"
8,"2"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"3"
22,"4"
23,"4"
24,"11"
25,"14"
26,"32"
27,"32"
28,"44"
29,"55"
30,"94"
31,"88"
32,"122"
33,"128"
34,"154"
35,"137"
36,"161"
37,"146"
38,"151"
39,"163"
40,"151"
41,"157"
42,"151"
43,"165"
44,"155"
45,"143"
46,"170"
47,"149"
48,"165"
49,"177"
50,"182"
51,"165"
52,"174"
53,"190"
54,"176"
55,"194"
56,"178"
57,"186"
58,"176"
59,"219"
60,"174"
61,"194"
62,"195"
63,"168"
64,"210"
65,"193"
66,"201"
67,"216"
68,"218"
69,"188"
70,"190"
71,"186"
72,"197"
73,"209"
74,"207"
75,"214"
76,"175"
77,"188"
78,"166"
79,"159"
80,"180"
81,"183"
82,"155"
83,"149"
84,"157"
85,"152"
86,"150"
87,"155"
88,"149"
89,"186"
90,"156"
91,"145"
92,"168"
93,"171"
94,"160"
95,"148"
96,"146"
97,"155"
98,"149"
99,"143"
100,"154"
101,"148"
102,"149"
103,"144"
104,"146"
105,"148"
106,"115"
107,"133"
108,"111"
109,"119"
110,"124"
111,"121"
112,"119"
113,"127"
114,"134"
115,"129"
116,"131"
117,"115"
118,"104"
119,"125"
120,"123"
121,"106"
122,"114"
123,"122"
124,"118"
125,"122"
126,"127"
127,"128"
128,"112"
129,"107"
130,"135"
131,"100"
132,"114"
133,"134"
134,"110"
135,"112"
136,"98"
137,"111"
138,"106"
139,"117"
140,"105"
141,"111"
142,"111"
143,"108"
144,"113"
145,"118"
146,"97"
147,"109"
148,"104"
149,"108"
150,"91"
151,"94"
152,"104"
153,"100"
154,"86"
155,"95"
156,"98"
157,"116"
158,"109"
159,"112"
160,"119"
161,"115"
162,"125"
163,"152"
164,"169"
165,"163"
166,"176"
167,"174"
168,"173"
169,"147"
170,"122"
171,"134"
172,"119"
173,"109"
174,"86"
175,"106"
176,"106"
177,"84"
178,"91"
179,"77"
180,"89"
181,"82"
182,"101"
183,"103"
184,"80"
185,"85"
186,"74"
187,"79"
188,"67"
189,"71"
190,"75"
191,"64"
192,"65"
193,"72"
194,"47"
195,"77"
196,"86"
197,"58"
198,"59"
199,"67"
200,"74"
201,"54"
202,"77"
203,"54"
204,"65"
205,"53"
206,"71"
207,"41"
208,"53"
209,"53"
210,"44"
211,"60"
212,"33"
213,"60"
214,"53"
215,"56"
216,"58"
217,"62"
218,"50"
219,"71"
220,"76"
221,"74"
222,"82"
223,"68"
224,"100"
225,"108"
226,"86"
227,"119"
228,"93"
229,"111"
230,"123"
231,"106"
232,"133"
233,"120"
234,"94"
235,"108"
236,"95"
237,"96"
238,"83"
239,"70"
240,"49"
241,"58"
242,"65"
243,"73"
244,"53"
245,"48"
246,"45"
247,"43"
248,"64"
249,"56"
250,"48"
251,"51"
252,"39"
253,"43"
254,"41"
255,"41"
256,"36"
257,"36"
258,"50"
259,"40"
260,"38"
261,"40"
262,"47"
263,"40"
264,"51"
265,"43"
266,"39"
267,"37"
268,"50"
269,"37"
270,"53"
271,"39"
272,"39"
273,"37"
274,"30"
275,"34"
276,"50"
277,"38"
278,"38"
279,"26"
280,"32"
281,"38"
282,"38"
283,"38"
284,"42"
285,"35"
286,"33"
287,"38"
288,"58"
289,"51"
290,"57"
291,"72"
292,"77"
293,"80"
294,"86"
295,"85"
296,"99"
297,"97"
298,"95"
299,"93"
300,"76"
301,"88"
302,"89"
303,"73"
304,"110"
305,"126"
306,"181"
307,"291"
308,"453"
309,"777"
310,"1222"
311,"2120"
312,"3333"
313,"4897"
314,"7146"
315,"9393"
316,"12053"
317,"14663"
318,"16667"
319,"18088"
320,"18628"
321,"18082"
322,"16797"
323,"14925"
324,"12612"
325,"10126"
326,"7793"
327,"5689"
328,"4011"
329,"2785"
330,"1948"
331,"1342"
332,"871"
333,"632"
334,"462"
335,"338"
336,"338"
337,"286"
338,"303"
339,"306"
340,"326"
341,"332"
342,"416"
343,"517"
344,"745"
345,"916"
346,"1169"
347,"1596"
348,"1839"
349,"2417"
350,"2703"
351,"2929"
352,"3089"
353,"3147"
354,"3076"
355,"2853"
356,"2508"
357,"2012"
358,"1662"
359,"1275"
360,"918"
361,"712"
362,"466"
363,"346"
364,"240"
365,"174"
366,"100"
367,"92"
368,"81"
369,"69"
370,"84"
371,"79"
372,"70"
373,"81"
374,"61"
375,"77"
376,"66"
377,"65"
378,"61"
379,"59"
380,"52"
381,"46"
382,"45"
383,"57"
384,"47"
385,"25"
386,"36"
387,"23"
388,"27"
389,"24"
390,"28"
391,"24"
392,"16"
393,"21"
394,"18"
395,"18"
396,"17"
397,"13"
398,"24"
399,"15"
400,"12"
401,"15"
402,"12"
403,"21"
404,"18"
405,"19"
406,"18"
407,"17"
408,"18"
409,"8"
410,"9"
411,"14"
412,"12"
413,"16"
414,"18"
415,"17"
416,"29"
417,"17"
418,"17"
419,"19"
420,"15"
421,"24"
422,"11"
423,"15"
424,"11"
425,"15"
426,"21"
427,"13"
428,"30"
429,"21"
430,"25"
431,"28"
432,"29"
433,"25"
434,"24"
435,"19"
436,"26"
437,"18"
438,"17"
439,"8"
440,"18"
441,"10"
442,"9"
443,"7"
444,"13"
445,"6"
446,"3"
447,"6"
448,"9"
449,"5"
450,"6"
451,"3"
452,"3"
453,"9"
454,"7"
455,"11"
456,"4"
457,"6"
458,"11"
459,"4"
460,"10"
461,"9"
462,"13"
463,"9"
464,"4"
465,"10"
466,"10"
467,"7"
468,"12"
469,"4"
470,"7"
471,"7"
472,"7"
473,"8"
474,"18"
475,"11"
476,"7"
477,"18"
478,"14"
479,"15"
480,"21"
481,"10"
482,"19"
483,"12"
484,"20"
485,"16"
486,"13"
487,"18"
488,"10"
489,"14"
490,"16"
491,"10"
492,"17"
493,"8"
494,"10"
495,"11"
496,"10"
497,"13"
498,"13"
499,"8"
500,"8"
501,"8"
502,"12"
503,"7"
504,"8"
505,"10"
506,"3"
507,"8"
508,"5"
509,"6"
510,"7"
511,"8"
512,"5"
513,"8"
514,"8"
515,"13"
516,"8"
517,"8"
518,"9"
519,"10"
520,"9"
521,"11"
522,"9"
523,"20"
524,"16"
525,"16"
526,"27"
527,"22"
528,"16"
529,"25"
530,"14"
531,"8"
532,"13"
533,"8"
534,"8"
535,"4"
536,"1"
537,"11"
538,"8"
539,"11"
540,"8"
541,"10"
542,"6"
543,"8"
544,"3"
545,"5"
546,"5"
547,"4"
548,"6"
549,"5"
550,"6"
551,"9"
552,"4"
553,"7"
554,"5"
555,"4"
556,"8"
557,"8"
558,"9"
559,"6"
560,"7"
561,"8"
562,"9"
563,"7"
564,"10"
565,"9"
566,"9"
567,"7"
568,"11"
569,"2"
570,"11"
571,"13"
572,"5"
573,"9"
574,"7"
575,"7"
576,"9"
577,"5"
578,"6"
579,"5"
580,"10"
581,"8"
582,"6"
583,"10"
584,"8"
585,"9"
586,"12"
587,"6"
588,"8"
589,"10"
590,"11"
591,"15"
592,"19"
593,"16"
594,"17"
595,"18"
596,"15"
597,"12"
598,"17"
599,"17"
600,"12"
601,"8"
