Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130215-KKH1.06-300sec-8"
Duration Time,300
Ambient Temperature,"102.6"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"751147"
Raw Accumulated Counts,"840153"
Valid Count Last Packet,"2518"
Raw Count Last Packet,"2850"
Live Time,274.021881
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,776
Channel#,Intensity
0,"3"
1,"0"
2,"1"
3,"1"
4,"0"
5,"1"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"1"
22,"2"
23,"8"
24,"8"
25,"11"
26,"9"
27,"14"
28,"23"
29,"37"
30,"51"
31,"63"
32,"62"
33,"72"
34,"89"
35,"86"
36,"84"
37,"83"
38,"83"
39,"86"
40,"97"
41,"93"
42,"98"
43,"96"
44,"97"
45,"103"
46,"108"
47,"97"
48,"109"
49,"120"
50,"100"
51,"121"
52,"123"
53,"121"
54,"114"
55,"123"
56,"148"
57,"142"
58,"132"
59,"146"
60,"146"
61,"129"
62,"146"
63,"141"
64,"135"
65,"147"
66,"151"
67,"138"
68,"138"
69,"143"
70,"151"
71,"144"
72,"129"
73,"130"
74,"155"
75,"144"
76,"123"
77,"149"
78,"131"
79,"127"
80,"110"
81,"111"
82,"115"
83,"112"
84,"110"
85,"116"
86,"119"
87,"99"
88,"107"
89,"104"
90,"107"
91,"75"
92,"88"
93,"108"
94,"85"
95,"96"
96,"101"
97,"97"
98,"87"
99,"99"
100,"75"
101,"102"
102,"107"
103,"84"
104,"91"
105,"95"
106,"91"
107,"77"
108,"80"
109,"81"
110,"82"
111,"73"
112,"87"
113,"90"
114,"78"
115,"77"
116,"70"
117,"82"
118,"63"
119,"86"
120,"80"
121,"79"
122,"78"
123,"72"
124,"84"
125,"72"
126,"83"
127,"78"
128,"83"
129,"69"
130,"72"
131,"79"
132,"81"
133,"70"
134,"91"
135,"69"
136,"63"
137,"77"
138,"69"
139,"64"
140,"80"
141,"60"
142,"76"
143,"74"
144,"77"
145,"74"
146,"70"
147,"64"
148,"75"
149,"70"
150,"73"
151,"67"
152,"73"
153,"82"
154,"59"
155,"58"
156,"63"
157,"82"
158,"67"
159,"68"
160,"58"
161,"72"
162,"74"
163,"77"
164,"76"
165,"83"
166,"98"
167,"82"
168,"86"
169,"84"
170,"63"
171,"68"
172,"63"
173,"59"
174,"87"
175,"73"
176,"70"
177,"54"
178,"70"
179,"60"
180,"59"
181,"65"
182,"52"
183,"81"
184,"71"
185,"70"
186,"56"
187,"66"
188,"70"
189,"69"
190,"47"
191,"53"
192,"57"
193,"65"
194,"82"
195,"59"
196,"71"
197,"90"
198,"99"
199,"97"
200,"87"
201,"97"
202,"75"
203,"74"
204,"83"
205,"62"
206,"58"
207,"54"
208,"49"
209,"48"
210,"46"
211,"40"
212,"56"
213,"64"
214,"52"
215,"49"
216,"53"
217,"62"
218,"92"
219,"112"
220,"102"
221,"132"
222,"149"
223,"171"
224,"180"
225,"195"
226,"215"
227,"217"
228,"242"
229,"253"
230,"266"
231,"273"
232,"268"
233,"240"
234,"216"
235,"208"
236,"195"
237,"181"
238,"125"
239,"115"
240,"84"
241,"103"
242,"84"
243,"90"
244,"75"
245,"76"
246,"91"
247,"82"
248,"77"
249,"97"
250,"68"
251,"74"
252,"50"
253,"61"
254,"57"
255,"62"
256,"50"
257,"69"
258,"53"
259,"57"
260,"66"
261,"68"
262,"82"
263,"78"
264,"81"
265,"67"
266,"76"
267,"90"
268,"81"
269,"72"
270,"88"
271,"81"
272,"78"
273,"76"
274,"76"
275,"68"
276,"68"
277,"74"
278,"59"
279,"61"
280,"58"
281,"62"
282,"58"
283,"64"
284,"36"
285,"60"
286,"60"
287,"54"
288,"84"
289,"92"
290,"87"
291,"94"
292,"101"
293,"109"
294,"147"
295,"111"
296,"121"
297,"117"
298,"116"
299,"121"
300,"127"
301,"123"
302,"166"
303,"158"
304,"214"
305,"291"
306,"356"
307,"648"
308,"1118"
309,"1917"
310,"2946"
311,"5087"
312,"7767"
313,"11679"
314,"16670"
315,"22958"
316,"29182"
317,"35372"
318,"40882"
319,"44116"
320,"45878"
321,"45175"
322,"42346"
323,"37004"
324,"31158"
325,"24631"
326,"18782"
327,"13657"
328,"9579"
329,"6445"
330,"4392"
331,"2696"
332,"1725"
333,"1231"
334,"789"
335,"600"
336,"511"
337,"455"
338,"406"
339,"421"
340,"501"
341,"596"
342,"729"
343,"1034"
344,"1399"
345,"2030"
346,"2661"
347,"3481"
348,"4567"
349,"5651"
350,"6561"
351,"7257"
352,"7943"
353,"8013"
354,"7619"
355,"7077"
356,"6183"
357,"5226"
358,"4118"
359,"3150"
360,"2348"
361,"1582"
362,"1071"
363,"714"
364,"452"
365,"301"
366,"187"
367,"131"
368,"87"
369,"80"
370,"82"
371,"85"
372,"73"
373,"61"
374,"65"
375,"53"
376,"63"
377,"67"
378,"55"
379,"49"
380,"31"
381,"35"
382,"38"
383,"62"
384,"32"
385,"34"
386,"38"
387,"25"
388,"25"
389,"20"
390,"26"
391,"31"
392,"27"
393,"25"
394,"20"
395,"28"
396,"17"
397,"18"
398,"14"
399,"18"
400,"12"
401,"15"
402,"13"
403,"23"
404,"24"
405,"7"
406,"10"
407,"13"
408,"8"
409,"14"
410,"6"
411,"15"
412,"10"
413,"21"
414,"13"
415,"28"
416,"11"
417,"20"
418,"16"
419,"17"
420,"15"
421,"19"
422,"17"
423,"9"
424,"14"
425,"14"
426,"20"
427,"7"
428,"17"
429,"17"
430,"12"
431,"11"
432,"14"
433,"18"
434,"6"
435,"19"
436,"10"
437,"11"
438,"9"
