Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130215-brick679-300sec-4"
757,"22"
758,"34"
759,"30"
760,"18"
761,"19"
762,"19"
763,"19"
764,"19"
765,"16"
766,"17"
767,"15"
768,"19"
769,"11"
770,"16"
771,"15"
772,"21"
773,"25"
774,"27"
775,"50"
776,"55"
777,"67"
778,"76"
779,"112"
780,"152"
781,"155"
782,"187"
783,"195"
784,"226"
785,"259"
786,"269"
787,"243"
788,"259"
789,"301"
790,"241"
791,"246"
792,"219"
793,"179"
794,"150"
795,"144"
796,"118"
797,"95"
798,"69"
799,"60"
800,"47"
801,"43"
802,"34"
803,"29"
804,"39"
805,"31"
806,"20"
807,"27"
808,"23"
809,"21"
810,"23"
811,"23"
812,"22"
813,"16"
814,"22"
815,"21"
816,"28"
817,"26"
818,"19"
819,"20"
820,"19"
821,"38"
822,"28"
823,"44"
824,"43"
825,"40"
826,"39"
827,"57"
828,"53"
829,"48"
830,"48"
831,"52"
832,"55"
833,"35"
834,"55"
835,"53"
836,"39"
837,"38"
838,"41"
839,"35"
840,"30"
841,"31"
842,"29"
843,"29"
844,"17"
845,"28"
846,"17"
847,"25"
848,"17"
849,"20"
850,"18"
851,"21"
852,"27"
853,"28"
854,"35"
855,"22"
856,"27"
857,"29"
858,"34"
859,"32"
860,"26"
861,"23"
862,"33"
863,"46"
864,"29"
865,"30"
866,"43"
867,"42"
868,"48"
869,"43"
870,"44"
871,"43"
872,"53"
873,"61"
874,"54"
875,"61"
876,"60"
877,"69"
878,"64"
879,"76"
880,"64"
881,"95"
882,"67"
883,"81"
884,"70"
885,"75"
886,"76"
887,"77"
888,"65"
889,"67"
890,"54"
891,"61"
892,"42"
893,"44"
894,"48"
895,"40"
896,"43"
897,"46"
898,"47"
899,"50"
900,"53"
901,"54"
902,"47"
903,"50"
904,"45"
905,"56"
906,"41"
907,"56"
908,"41"
909,"56"
910,"49"
911,"58"
912,"54"
913,"36"
914,"45"
915,"56"
916,"66"
917,"62"
918,"47"
919,"46"
920,"50"
921,"54"
922,"66"
923,"70"
924,"76"
925,"66"
926,"65"
927,"86"
928,"92"
929,"90"
930,"91"
931,"104"
932,"99"
933,"89"
934,"139"
935,"121"
936,"115"
937,"125"
938,"138"
939,"135"
940,"124"
941,"144"
942,"161"
943,"156"
944,"157"
945,"164"
946,"170"
947,"186"
948,"143"
949,"176"
950,"169"
951,"169"
952,"173"
953,"175"
954,"207"
955,"176"
956,"204"
957,"173"
958,"179"
959,"159"
960,"179"
961,"152"
962,"180"
963,"145"
964,"147"
965,"136"
966,"144"
967,"154"
968,"126"
969,"144"
970,"136"
971,"138"
972,"126"
973,"109"
974,"105"
975,"125"
976,"98"
977,"121"
978,"108"
979,"110"
980,"113"
981,"85"
982,"103"
983,"96"
984,"86"
985,"116"
986,"111"
987,"116"
988,"110"
989,"101"
990,"104"
991,"116"
992,"99"
993,"105"
994,"114"
995,"110"
996,"110"
997,"122"
998,"143"
999,"145"
1000,"141"
1001,"160"
1002,"163"
1003,"210"
1004,"200"
1005,"185"
1006,"209"
1007,"214"
1008,"179"
1009,"185"
1010,"209"
1011,"238"
1012,"211"
1013,"215"
1014,"205"
1015,"172"
1016,"150"
1017,"152"
1018,"142"
1019,"143"
1020,"121"
1021,"129"
1022,"119"
1023,"114"
1024,"123"
1025,"114"
1026,"115"
1027,"119"
1028,"100"
1029,"126"
1030,"104"
1031,"115"
1032,"120"
1033,"119"
1034,"97"
1035,"107"
1036,"125"
1037,"113"
1038,"121"
1039,"134"
1040,"144"
1041,"143"
1042,"127"
1043,"147"
1044,"120"
1045,"136"
1046,"154"
1047,"138"
1048,"144"
1049,"147"
1050,"152"
1051,"176"
1052,"167"
1053,"180"
1054,"176"
1055,"190"
1056,"215"
1057,"180"
1058,"172"
1059,"178"
1060,"175"
1061,"183"
1062,"196"
1063,"217"
1064,"195"
1065,"189"
1066,"176"
1067,"200"
1068,"165"
1069,"198"
1070,"201"
1071,"196"
1072,"201"
1073,"201"
1074,"214"
1075,"185"
1076,"180"
1077,"197"
1078,"173"
1079,"173"
1080,"197"
1081,"161"
1082,"163"
1083,"190"
1084,"182"
1085,"179"
1086,"173"
1087,"185"
1088,"181"
1089,"172"
1090,"202"
1091,"170"
1092,"148"
1093,"170"
1094,"151"
1095,"176"
1096,"137"
1097,"185"
1098,"175"
1099,"173"
1100,"164"
1101,"169"
1102,"172"
1103,"149"
1104,"158"
1105,"172"
1106,"172"
1107,"168"
1108,"214"
1109,"171"
1110,"163"
1111,"178"
1112,"207"
1113,"198"
1114,"163"
1115,"182"
1116,"176"
1117,"172"
1118,"164"
1119,"180"
1120,"151"
1121,"169"
1122,"165"
1123,"178"
1124,"169"
1125,"218"
1126,"168"
1127,"171"
1128,"220"
1129,"224"
1130,"227"
1131,"210"
1132,"216"
1133,"220"
1134,"240"
1135,"239"
1136,"227"
1137,"240"
1138,"261"
1139,"236"
1140,"235"
1141,"233"
1142,"196"
1143,"200"
1144,"208"
1145,"201"
1146,"181"
1147,"205"
1148,"206"
1149,"187"
1150,"201"
1151,"193"
1152,"194"
1153,"215"
1154,"195"
1155,"194"
1156,"222"
1157,"214"
1158,"213"
1159,"207"
1160,"188"
1161,"173"
1162,"203"
1163,"199"
1164,"173"
1165,"221"
1166,"198"
1167,"206"
1168,"207"
1169,"199"
1170,"201"
1171,"203"
1172,"202"
1173,"216"
1174,"199"
1175,"211"
1176,"217"
1177,"240"
1178,"212"
1179,"220"
1180,"228"
1181,"198"
1182,"189"
1183,"179"
1184,"185"
1185,"202"
1186,"199"
1187,"222"
1188,"234"
1189,"205"
1190,"207"
1191,"230"
1192,"225"
1193,"234"
1194,"213"
1195,"239"
1196,"227"
1197,"224"
1198,"213"
1199,"221"
1200,"214"
1201,"246"
1202,"231"
1203,"221"
1204,"215"
1205,"231"
1206,"239"
1207,"236"
1208,"224"
1209,"250"
1210,"245"
1211,"218"
1212,"245"
1213,"240"
1214,"239"
1215,"234"
1216,"236"
1217,"244"
1218,"246"
1219,"258"
1220,"259"
1221,"277"
1222,"243"
1223,"263"
1224,"240"
1225,"231"
1226,"246"
1227,"261"
1228,"258"
1229,"267"
1230,"283"
1231,"253"
1232,"262"
1233,"236"
1234,"245"
1235,"269"
1236,"254"
1237,"267"
1238,"260"
1239,"289"
1240,"276"
1241,"254"
1242,"288"
1243,"255"
1244,"270"
1245,"265"
1246,"278"
1247,"313"
1248,"270"
1249,"290"
1250,"344"
1251,"323"
1252,"304"
1253,"338"
1254,"303"
1255,"321"
1256,"318"
1257,"314"
1258,"307"
1259,"290"
1260,"312"
1261,"346"
1262,"267"
1263,"338"
1264,"336"
1265,"326"
1266,"375"
1267,"296"
1268,"308"
1269,"303"
1270,"324"
1271,"273"
1272,"321"
1273,"298"
1274,"323"
1275,"334"
1276,"277"
1277,"288"
1278,"294"
1279,"300"
1280,"270"
1281,"284"
1282,"311"
1283,"287"
1284,"284"
1285,"304"
1286,"297"
1287,"278"
1288,"320"
1289,"295"
1290,"301"
1291,"311"
1292,"321"
1293,"334"
1294,"297"
1295,"282"
1296,"308"
1297,"317"
1298,"312"
1299,"317"
1300,"320"
1301,"296"
1302,"299"
1303,"321"
1304,"299"
1305,"309"
1306,"293"
1307,"283"
1308,"329"
1309,"320"
1310,"323"
1311,"317"
1312,"343"
1313,"336"
1314,"349"
1315,"342"
1316,"332"
1317,"326"
1318,"331"
1319,"301"
1320,"332"
1321,"321"
1322,"330"
1323,"327"
1324,"339"
1325,"325"
1326,"327"
1327,"336"
1328,"367"
1329,"336"
1330,"313"
1331,"352"
1332,"334"
1333,"337"
1334,"356"
1335,"341"
1336,"318"
1337,"356"
1338,"318"
1339,"354"
1340,"320"
1341,"319"
1342,"345"
1343,"337"
1344,"359"
1345,"332"
1346,"341"
1347,"353"
1348,"341"
1349,"376"
1350,"366"
1351,"360"
1352,"368"
1353,"347"
1354,"336"
1355,"346"
1356,"330"
1357,"349"
1358,"384"
1359,"348"
1360,"346"
1361,"384"
1362,"393"
1363,"360"
1364,"357"
1365,"330"
1366,"339"
1367,"361"
1368,"359"
1369,"388"
1370,"360"
1371,"390"
1372,"394"
1373,"395"
1374,"352"
1375,"388"
1376,"378"
1377,"398"
1378,"361"
1379,"324"
1380,"370"
1381,"376"
1382,"349"
1383,"326"
1384,"403"
1385,"339"
1386,"344"
1387,"372"
1388,"364"
1389,"359"
1390,"364"
1391,"376"
1392,"378"
1393,"388"
1394,"373"
1395,"360"
1396,"369"
1397,"365"
1398,"396"
1399,"394"
1400,"368"
1401,"363"
1402,"379"
1403,"377"
1404,"361"
1405,"373"
1406,"381"
1407,"370"
1408,"342"
1409,"349"
1410,"396"
1411,"412"
1412,"418"
1413,"383"
1414,"374"
1415,"364"
1416,"379"
1417,"389"
1418,"364"
1419,"365"
1420,"411"
1421,"383"
1422,"399"
1423,"403"
1424,"400"
1425,"388"
1426,"384"
1427,"366"
1428,"383"
1429,"398"
1430,"396"
1431,"413"
1432,"370"
1433,"392"
1434,"395"
1435,"387"
1436,"393"
1437,"399"
1438,"363"
1439,"385"
1440,"393"
1441,"397"
1442,"364"
1443,"370"
1444,"409"
1445,"365"
1446,"386"
1447,"405"
1448,"413"
1449,"414"
1450,"386"
1451,"391"
1452,"374"
1453,"384"
1454,"379"
1455,"367"
1456,"371"
1457,"389"
1458,"399"
1459,"399"
1460,"383"
1461,"389"
1462,"381"
1463,"403"
1464,"396"
1465,"408"
1466,"391"
1467,"361"
1468,"362"
1469,"397"
1470,"386"
1471,"390"
1472,"391"
1473,"405"
1474,"428"
1475,"407"
1476,"387"
1477,"405"
1478,"380"
1479,"433"
1480,"403"
1481,"394"
1482,"420"
1483,"396"
1484,"374"
1485,"380"
1486,"375"
1487,"427"
1488,"387"
1489,"390"
1490,"358"
1491,"389"
1492,"391"
1493,"397"
1494,"370"
1495,"405"
1496,"403"
1497,"390"
1498,"403"
1499,"388"
1500,"331"
1501,"383"
1502,"364"
1503,"402"
1504,"420"
1505,"426"
1506,"358"
1507,"409"
1508,"402"
1509,"421"
1510,"380"
1511,"404"
1512,"406"
1513,"405"
1514,"410"
1515,"386"
1516,"410"
1517,"384"
1518,"425"
1519,"383"
1520,"399"
1521,"443"
1522,"415"
1523,"376"
1524,"357"
1525,"381"
1526,"423"
1527,"391"
1528,"387"
1529,"414"
1530,"365"
1531,"372"
1532,"333"
1533,"356"
1534,"375"
1535,"426"
1536,"380"
1537,"363"
1538,"400"
1539,"410"
1540,"375"
1541,"381"
1542,"396"
1543,"399"
1544,"402"
1545,"346"
1546,"398"
1547,"360"
1548,"377"
1549,"384"
1550,"403"
1551,"342"
1552,"377"
1553,"382"
1554,"382"
1555,"378"
1556,"390"
1557,"410"
1558,"359"
1559,"389"
1560,"374"
1561,"359"
1562,"398"
1563,"370"
1564,"392"
1565,"386"
1566,"356"
1567,"392"
1568,"356"
1569,"381"
1570,"358"
1571,"367"
1572,"376"
1573,"384"
1574,"379"
1575,"395"
1576,"364"
1577,"371"
1578,"348"
1579,"379"
1580,"376"
1581,"371"
1582,"362"
1583,"394"
1584,"335"
1585,"398"
1586,"334"
1587,"391"
1588,"382"
1589,"391"
1590,"348"
1591,"364"
1592,"370"
1593,"392"
1594,"383"
1595,"380"
1596,"398"
1597,"342"
1598,"376"
1599,"354"
1600,"348"
1601,"365"
1602,"379"
1603,"409"
1604,"359"
1605,"391"
1606,"392"
1607,"336"
1608,"341"
1609,"387"
1610,"360"
1611,"376"
1612,"393"
1613,"380"
1614,"410"
1615,"393"
1616,"359"
1617,"344"
1618,"349"
1619,"373"
1620,"310"
1621,"374"
1622,"352"
1623,"331"
1624,"379"
1625,"337"
1626,"328"
1627,"318"
1628,"334"
1629,"326"
1630,"377"
1631,"338"
1632,"324"
1633,"331"
1634,"346"
1635,"326"
1636,"347"
1637,"319"
1638,"319"
1639,"332"
1640,"330"
1641,"307"
1642,"316"
1643,"311"
1644,"325"
1645,"336"
1646,"315"
1647,"317"
1648,"310"
1649,"309"
1650,"317"
1651,"309"
1652,"315"
1653,"323"
1654,"305"
1655,"311"
1656,"302"
1657,"304"
1658,"317"
1659,"317"
1660,"291"
1661,"290"
1662,"330"
1663,"300"
1664,"306"
1665,"284"
1666,"310"
1667,"300"
1668,"328"
1669,"300"
1670,"297"
1671,"283"
1672,"268"
1673,"272"
1674,"282"
1675,"312"
1676,"267"
1677,"300"
1678,"285"
1679,"264"
1680,"304"
1681,"289"
1682,"289"
1683,"284"
1684,"282"
1685,"257"
1686,"268"
1687,"290"
1688,"273"
1689,"283"
1690,"257"
1691,"282"
1692,"262"
1693,"261"
1694,"228"
1695,"273"
1696,"247"
1697,"270"
1698,"265"
1699,"259"
1700,"249"
1701,"250"
1702,"269"
1703,"234"
1704,"247"
1705,"253"
1706,"247"
1707,"264"
1708,"245"
1709,"231"
1710,"225"
1711,"245"
1712,"266"
1713,"221"
1714,"268"
1715,"232"
1716,"244"
1717,"181"
1718,"229"
1719,"213"
1720,"200"
1721,"228"
1722,"231"
1723,"210"
1724,"203"
1725,"200"
1726,"206"
1727,"229"
1728,"222"
1729,"211"
1730,"186"
1731,"183"
1732,"200"
1733,"194"
1734,"213"
1735,"176"
1736,"190"
1737,"196"
1738,"179"
1739,"217"
1740,"205"
1741,"190"
1742,"178"
1743,"176"
1744,"195"
1745,"179"
1746,"193"
1747,"173"
1748,"164"
1749,"191"
1750,"173"
1751,"181"
1752,"161"
1753,"170"
1754,"155"
1755,"181"
1756,"165"
1757,"165"
1758,"164"
1759,"170"
1760,"144"
1761,"135"
1762,"129"
1763,"159"
1764,"155"
1765,"156"
1766,"140"
1767,"147"
1768,"150"
1769,"169"
1770,"144"
1771,"136"
1772,"134"
1773,"142"
1774,"141"
1775,"125"
1776,"125"
1777,"143"
1778,"123"
1779,"120"
1780,"134"
1781,"135"
1782,"103"
1783,"113"
1784,"124"
1785,"125"
1786,"123"
1787,"97"
1788,"111"
1789,"134"
1790,"128"
1791,"122"
1792,"115"
1793,"120"
1794,"124"
1795,"104"
1796,"112"
1797,"101"
1798,"121"
1799,"115"
1800,"105"
1801,"107"
1802,"102"
1803,"93"
1804,"108"
1805,"109"
1806,"126"
1807,"112"
1808,"103"
1809,"91"
1810,"97"
1811,"111"
1812,"96"
1813,"108"
1814,"93"
1815,"94"
1816,"94"
1817,"109"
1818,"98"
1819,"86"
1820,"97"
1821,"84"
1822,"89"
1823,"92"
1824,"97"
1825,"76"
1826,"76"
1827,"99"
1828,"92"
1829,"81"
1830,"69"
1831,"87"
1832,"77"
1833,"70"
1834,"99"
1835,"78"
1836,"70"
1837,"77"
1838,"80"
1839,"89"
1840,"75"
1841,"78"
1842,"68"
1843,"97"
1844,"79"
1845,"81"
1846,"65"
1847,"80"
1848,"76"
1849,"70"
1850,"75"
1851,"82"
1852,"56"
1853,"81"
1854,"63"
1855,"65"
1856,"82"
1857,"74"
1858,"66"
1859,"68"
1860,"83"
1861,"65"
1862,"73"
1863,"67"
1864,"49"
1865,"64"
1866,"59"
1867,"67"
1868,"52"
1869,"74"
1870,"75"
1871,"57"
1872,"50"
1873,"51"
1874,"66"
1875,"59"
1876,"56"
1877,"64"
1878,"59"
1879,"52"
1880,"54"
1881,"50"
1882,"38"
1883,"59"
1884,"55"
1885,"59"
1886,"55"
1887,"55"
1888,"52"
1889,"54"
1890,"43"
1891,"46"
1892,"51"
1893,"60"
1894,"49"
1895,"57"
1896,"50"
1897,"48"
1898,"55"
1899,"44"
1900,"49"
1901,"43"
1902,"43"
1903,"56"
1904,"40"
1905,"56"
1906,"50"
1907,"37"
1908,"35"
1909,"40"
1910,"47"
1911,"46"
1912,"49"
1913,"31"
1914,"46"
1915,"40"
1916,"31"
1917,"36"
1918,"36"
1919,"42"
1920,"42"
1921,"42"
1922,"41"
1923,"38"
1924,"49"
1925,"27"
1926,"41"
1927,"32"
1928,"42"
1929,"37"
1930,"31"
1931,"36"
1932,"37"
1933,"25"
1934,"28"
1935,"38"
1936,"36"
1937,"30"
1938,"29"
1939,"26"
1940,"24"
1941,"25"
1942,"17"
1943,"24"
1944,"22"
1945,"28"
1946,"25"
1947,"26"
1948,"28"
1949,"24"
1950,"19"
1951,"22"
1952,"27"
1953,"20"
1954,"19"
1955,"18"
1956,"15"
1957,"23"
1958,"32"
1959,"17"
1960,"21"
1961,"13"
1962,"19"
1963,"17"
1964,"15"
1965,"17"
1966,"9"
1967,"18"
1968,"27"
1969,"18"
1970,"13"
1971,"13"
1972,"17"
1973,"18"
1974,"18"
1975,"14"
1976,"16"
1977,"13"
1978,"12"
1979,"14"
1980,"12"
1981,"6"
1982,"16"
1983,"5"
1984,"12"
1985,"11"
1986,"12"
1987,"8"
1988,"8"
1989,"11"
1990,"9"
1991,"8"
1992,"9"
1993,"4"
1994,"6"
1995,"5"
1996,"2"
1997,"3"
1998,"9"
1999,"7"
2000,"7"
2001,"5"
2002,"7"
2003,"6"
2004,"4"
2005,"4"
2006,"6"
2007,"4"
2008,"2"
2009,"2"
2010,"3"
2011,"1"
2012,"2"
2013,"4"
2014,"2"
2015,"6"
2016,"0"
2017,"2"
2018,"0"
2019,"6"
2020,"1"
2021,"1"
2022,"0"
2023,"2"
2024,"2"
2025,"1"
2026,"1"
2027,"1"
2028,"3"
2029,"1"
2030,"1"
2031,"2"
2032,"1"
2033,"0"
2034,"0"
2035,"2"
2036,"1"
2037,"3"
2038,"2"
2039,"1"
2040,"1"
2041,"2"
2042,"0"
2043,"1"
2044,"2"
2045,"0"
2046,"0"
2047,"4"


