Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130215-brick679-300sec-9"
412,"21"
413,"29"
414,"14"
415,"22"
416,"15"
417,"31"
418,"21"
419,"24"
420,"21"
421,"20"
422,"24"
423,"28"
424,"27"
425,"29"
426,"20"
427,"41"
428,"30"
429,"44"
430,"65"
431,"61"
432,"59"
433,"46"
434,"57"
435,"50"
436,"36"
437,"23"
438,"34"
439,"23"
440,"31"
441,"12"
442,"10"
443,"15"
444,"6"
445,"15"
446,"12"
447,"10"
448,"18"
449,"13"
450,"16"
451,"13"
452,"9"
453,"11"
454,"9"
455,"13"
456,"12"
457,"17"
458,"14"
459,"11"
460,"19"
461,"13"
462,"13"
463,"13"
464,"14"
465,"20"
466,"17"
467,"19"
468,"16"
469,"12"
470,"11"
471,"13"
472,"11"
473,"14"
474,"10"
475,"21"
476,"21"
477,"16"
478,"20"
479,"19"
480,"18"
481,"24"
482,"18"
483,"24"
484,"20"
485,"31"
486,"18"
487,"15"
488,"16"
489,"15"
490,"20"
491,"18"
492,"16"
493,"6"
494,"14"
495,"13"
496,"9"
497,"10"
498,"10"
499,"10"
500,"5"
501,"9"
502,"10"
503,"8"
504,"6"
505,"5"
506,"11"
507,"4"
508,"11"
509,"3"
510,"5"
511,"7"
512,"9"
513,"15"
514,"4"
515,"5"
516,"7"
517,"3"
518,"16"
519,"7"
520,"15"
521,"23"
522,"13"
523,"15"
524,"22"
525,"13"
526,"18"
527,"28"
528,"14"
529,"19"
530,"16"
531,"18"
532,"15"
533,"12"
534,"9"
535,"2"
536,"12"
537,"14"
538,"6"
539,"1"
540,"7"
541,"10"
542,"5"
543,"5"
544,"3"
545,"9"
546,"6"
547,"3"
548,"11"
549,"3"
550,"5"
551,"7"
552,"2"
553,"7"
554,"5"
555,"6"
556,"7"
557,"8"
558,"4"
559,"9"
560,"5"
561,"5"
562,"5"
563,"7"
564,"3"
565,"3"
566,"9"
567,"6"
568,"7"
569,"11"
570,"7"
571,"8"
572,"9"
573,"9"
574,"8"
575,"6"
576,"7"
577,"7"
578,"10"
579,"7"
580,"6"
581,"9"
582,"6"
583,"7"
584,"4"
585,"9"
586,"10"
587,"9"
588,"7"
589,"5"
590,"14"
591,"6"
592,"7"
593,"3"
594,"10"
595,"7"
596,"10"
597,"4"
598,"3"
599,"10"
600,"5"
601,"8"
602,"7"
603,"5"
604,"5"
605,"5"
606,"11"
607,"8"
608,"8"
609,"6"
610,"5"
611,"6"
612,"8"
613,"5"
614,"8"
615,"11"
616,"7"
617,"11"
618,"9"
619,"7"
620,"10"
621,"9"
622,"12"
623,"18"
624,"18"
625,"12"
626,"13"
627,"14"
628,"13"
629,"15"
630,"17"
631,"9"
632,"17"
633,"15"
634,"29"
635,"13"
636,"19"
637,"11"
638,"18"
639,"21"
640,"14"
641,"20"
642,"18"
643,"18"
644,"14"
645,"14"
646,"20"
647,"25"
648,"21"
649,"14"
650,"25"
651,"19"
652,"16"
653,"14"
654,"26"
655,"18"
656,"25"
657,"25"
658,"38"
659,"47"
660,"60"
661,"77"
662,"95"
663,"107"
664,"153"
665,"187"
666,"187"
667,"216"
668,"201"
669,"226"
670,"198"
671,"174"
672,"232"
673,"178"
674,"155"
675,"128"
676,"91"
677,"82"
678,"57"
679,"56"
680,"48"
681,"34"
682,"20"
683,"19"
684,"11"
685,"15"
686,"7"
687,"7"
688,"18"
689,"12"
690,"11"
691,"9"
692,"11"
693,"9"
694,"10"
695,"16"
696,"19"
697,"19"
698,"23"
699,"37"
700,"45"
701,"49"
702,"67"
703,"81"
704,"102"
705,"108"
706,"97"
707,"102"
708,"126"
709,"115"
710,"80"
711,"92"
712,"69"
713,"73"
714,"48"
715,"47"
716,"34"
717,"27"
718,"29"
719,"15"
720,"13"
721,"13"
722,"13"
723,"11"
724,"9"
725,"6"
726,"10"
727,"11"
728,"9"
729,"16"
730,"8"
731,"17"
732,"7"
733,"12"
734,"19"
735,"21"
736,"16"
737,"20"
738,"34"
739,"38"
740,"52"
741,"51"
742,"73"
743,"77"
744,"88"
745,"78"
746,"93"
747,"101"
748,"93"
749,"98"
750,"90"
751,"90"
752,"85"
753,"69"
754,"55"
755,"42"
756,"40"
757,"39"
758,"32"
759,"17"
760,"40"
761,"26"
762,"20"
763,"20"
764,"20"
765,"9"
766,"14"
767,"20"
768,"14"
769,"13"
770,"14"
771,"12"
772,"17"
773,"30"
774,"24"
775,"33"
776,"38"
777,"67"
778,"78"
779,"105"
780,"126"
781,"153"
782,"184"
783,"213"
784,"240"
785,"260"
786,"285"
787,"306"
788,"288"
789,"292"
790,"277"
791,"252"
792,"240"
793,"186"
794,"167"
795,"136"
796,"104"
797,"94"
798,"76"
799,"46"
800,"38"
801,"47"
802,"42"
803,"23"
804,"23"
805,"27"
806,"21"
807,"22"
808,"11"
809,"15"
810,"15"
811,"24"
812,"18"
813,"15"
814,"18"
815,"23"
816,"23"
817,"25"
818,"25"
819,"24"
820,"20"
821,"20"
822,"30"
823,"45"
824,"34"
825,"37"
826,"43"
827,"52"
828,"47"
829,"60"
830,"58"
831,"52"
832,"53"
833,"37"
834,"49"
835,"43"
836,"44"
837,"39"
838,"36"
839,"35"
840,"28"
841,"36"
842,"27"
843,"31"
844,"22"
845,"24"
846,"25"
847,"24"
848,"22"
849,"21"
850,"23"
851,"28"
852,"21"
853,"19"
854,"24"
855,"19"
856,"20"
857,"26"
858,"29"
859,"21"
860,"23"
861,"36"
862,"24"
863,"27"
864,"25"
865,"27"
866,"42"
867,"30"
868,"34"
869,"38"
870,"39"
871,"44"
872,"33"
873,"57"
874,"50"
875,"55"
876,"49"
877,"59"
878,"76"
879,"60"
880,"69"
881,"70"
882,"83"
883,"86"
884,"77"
885,"83"
886,"65"
887,"80"
888,"71"
889,"69"
890,"61"
891,"54"
892,"54"
893,"53"
894,"43"
895,"46"
896,"50"
897,"45"
898,"42"
899,"59"
900,"39"
901,"32"
902,"52"
903,"46"
904,"45"
905,"50"
906,"54"
907,"48"
908,"56"
909,"45"
910,"59"
911,"50"
912,"46"
913,"42"
914,"46"
915,"53"
916,"46"
917,"63"
918,"69"
919,"51"
920,"61"
921,"74"
922,"62"
923,"67"
924,"73"
925,"90"
926,"81"
927,"79"
928,"85"
929,"101"
930,"92"
931,"101"
932,"106"
933,"120"
934,"107"
935,"126"
936,"110"
937,"105"
938,"120"
939,"137"
940,"130"
941,"138"
942,"148"
943,"154"
944,"184"
945,"167"
946,"148"
947,"178"
948,"182"
949,"186"
950,"197"
951,"213"
952,"214"
953,"208"
954,"186"
955,"182"
956,"204"
957,"199"
958,"171"
959,"181"
960,"174"
961,"175"
962,"174"
963,"190"
964,"158"
965,"141"
966,"158"
967,"181"
968,"150"
969,"135"
970,"141"
971,"133"
972,"121"
973,"140"
974,"112"
975,"130"
976,"117"
977,"129"
978,"133"
979,"107"
980,"117"
981,"123"
982,"106"
983,"110"
984,"103"
985,"95"
986,"116"
987,"128"
988,"95"
989,"68"
990,"94"
991,"109"
992,"83"
993,"103"
994,"107"
995,"116"
996,"129"
997,"130"
998,"141"
999,"134"
1000,"160"
1001,"154"
1002,"156"
1003,"199"
1004,"185"
1005,"225"
1006,"217"
1007,"222"
1008,"230"
1009,"222"
1010,"218"
1011,"221"
1012,"199"
1013,"225"
1014,"184"
1015,"185"
1016,"176"
1017,"154"
1018,"144"
1019,"127"
1020,"119"
1021,"114"
1022,"124"
1023,"115"
1024,"101"
1025,"111"
1026,"104"
1027,"116"
1028,"118"
1029,"101"
1030,"107"
1031,"108"
1032,"115"
1033,"109"
1034,"115"
1035,"120"
1036,"121"
1037,"147"
1038,"128"
1039,"128"
1040,"122"
1041,"111"
1042,"128"
1043,"139"
1044,"129"
1045,"146"
1046,"139"
1047,"157"
1048,"160"
1049,"157"
1050,"170"
1051,"167"
1052,"168"
1053,"183"
1054,"174"
1055,"147"
1056,"172"
1057,"167"
1058,"204"
1059,"206"
1060,"174"
1061,"183"
1062,"173"
1063,"210"
1064,"196"
1065,"171"
1066,"181"
1067,"193"
1068,"185"
1069,"212"
1070,"187"
1071,"192"
1072,"220"
1073,"209"
1074,"225"
1075,"232"
1076,"169"
1077,"189"
1078,"176"
1079,"212"
1080,"206"
1081,"192"
1082,"214"
1083,"173"
1084,"174"
1085,"198"
1086,"203"
1087,"195"
1088,"197"
1089,"190"
1090,"162"
1091,"192"
1092,"172"
1093,"166"
1094,"190"
1095,"174"
1096,"194"
1097,"143"
1098,"195"
1099,"182"
1100,"185"
1101,"179"
1102,"209"
1103,"150"
1104,"171"
1105,"183"
1106,"166"
1107,"161"
1108,"164"
1109,"166"
1110,"190"
1111,"168"
1112,"177"
1113,"161"
1114,"171"
1115,"176"
1116,"176"
1117,"182"
1118,"195"
1119,"171"
1120,"172"
1121,"170"
1122,"170"
1123,"185"
1124,"187"
1125,"188"
1126,"165"
1127,"214"
1128,"212"
1129,"220"
1130,"230"
1131,"200"
1132,"226"
1133,"228"
1134,"216"
1135,"258"
1136,"232"
1137,"259"
1138,"245"
1139,"254"
1140,"241"
1141,"249"
1142,"220"
1143,"208"
1144,"232"
1145,"196"
1146,"203"
1147,"207"
1148,"174"
1149,"199"
1150,"212"
1151,"186"
1152,"226"
1153,"204"
1154,"197"
1155,"191"
1156,"187"
1157,"214"
1158,"203"
1159,"206"
1160,"184"
1161,"191"
1162,"208"
1163,"204"
1164,"217"
1165,"207"
1166,"200"
1167,"201"
1168,"204"
1169,"224"
1170,"213"
1171,"199"
1172,"205"
1173,"210"
1174,"219"
1175,"217"
1176,"206"
1177,"192"
1178,"213"
1179,"199"
1180,"232"
1181,"175"
1182,"208"
1183,"222"
1184,"195"
1185,"243"
1186,"217"
1187,"225"
1188,"242"
1189,"205"
1190,"230"
1191,"227"
1192,"212"
1193,"208"
1194,"204"
1195,"223"
1196,"212"
1197,"228"
1198,"245"
1199,"229"
1200,"220"
1201,"205"
1202,"241"
1203,"252"
1204,"227"
1205,"213"
1206,"253"
1207,"267"
1208,"225"
1209,"215"
1210,"213"
1211,"246"
1212,"244"
1213,"251"
1214,"260"
1215,"250"
1216,"255"
1217,"239"
1218,"256"
1219,"241"
1220,"269"
1221,"235"
1222,"229"
1223,"271"
1224,"232"
1225,"220"
1226,"245"
1227,"270"
1228,"254"
1229,"270"
1230,"260"
1231,"266"
1232,"246"
1233,"213"
1234,"284"
1235,"270"
1236,"269"
1237,"282"
1238,"252"
1239,"255"
1240,"276"
1241,"291"
1242,"272"
1243,"268"
1244,"303"
1245,"285"
1246,"301"
1247,"322"
1248,"259"
1249,"275"
1250,"300"
1251,"332"
1252,"295"
1253,"306"
1254,"288"
1255,"275"
1256,"312"
1257,"321"
1258,"343"
1259,"324"
1260,"339"
1261,"298"
1262,"300"
1263,"315"
1264,"318"
1265,"335"
1266,"348"
1267,"322"
1268,"324"
1269,"317"
1270,"310"
1271,"314"
1272,"291"
1273,"283"
1274,"303"
1275,"296"
1276,"307"
1277,"305"
1278,"293"
1279,"298"
1280,"283"
1281,"286"
1282,"310"
1283,"304"
1284,"311"
1285,"308"
1286,"323"
1287,"310"
1288,"290"
1289,"316"
1290,"276"
1291,"313"
1292,"299"
1293,"317"
1294,"309"
1295,"300"
1296,"310"
1297,"327"
1298,"336"
1299,"336"
1300,"333"
1301,"329"
1302,"343"
1303,"339"
1304,"341"
1305,"315"
1306,"339"
1307,"365"
1308,"336"
1309,"323"
1310,"321"
1311,"316"
1312,"301"
1313,"298"
1314,"316"
1315,"328"
1316,"355"
1317,"319"
1318,"311"
1319,"327"
1320,"301"
1321,"321"
1322,"345"
1323,"329"
1324,"363"
1325,"322"
1326,"296"
1327,"316"
1328,"328"
1329,"336"
1330,"342"
1331,"320"
1332,"308"
1333,"354"
1334,"374"
1335,"346"
1336,"327"
1337,"370"
1338,"356"
1339,"339"
1340,"366"
1341,"354"
1342,"319"
1343,"344"
1344,"361"
1345,"349"
1346,"331"
1347,"355"
1348,"364"
1349,"318"
1350,"336"
1351,"342"
1352,"384"
1353,"405"
1354,"331"
1355,"364"
1356,"357"
1357,"365"
1358,"371"
1359,"360"
1360,"353"
1361,"357"
1362,"349"
1363,"387"
1364,"366"
1365,"383"
1366,"385"
1367,"381"
1368,"337"
1369,"346"
1370,"370"
1371,"381"
1372,"349"
1373,"363"
1374,"358"
1375,"354"
1376,"385"
1377,"369"
1378,"357"
1379,"342"
1380,"370"
1381,"365"
1382,"347"
1383,"379"
1384,"342"
1385,"352"
1386,"347"
1387,"371"
1388,"381"
1389,"348"
1390,"442"
1391,"392"
1392,"355"
1393,"374"
1394,"384"
1395,"336"
1396,"368"
1397,"341"
1398,"402"
1399,"366"
1400,"412"
1401,"386"
1402,"363"
1403,"386"
1404,"373"
1405,"424"
1406,"391"
1407,"382"
1408,"374"
1409,"357"
1410,"375"
1411,"378"
1412,"388"
1413,"361"
1414,"399"
1415,"383"
1416,"383"
1417,"404"
1418,"394"
1419,"403"
1420,"349"
1421,"392"
1422,"404"
1423,"384"
1424,"412"
1425,"377"
1426,"393"
1427,"405"
1428,"398"
1429,"392"
1430,"426"
1431,"429"
1432,"412"
1433,"382"
1434,"371"
1435,"384"
1436,"374"
1437,"374"
1438,"383"
1439,"404"
1440,"392"
1441,"416"
1442,"428"
1443,"375"
1444,"359"
1445,"412"
1446,"397"
1447,"411"
1448,"399"
1449,"382"
1450,"365"
1451,"422"
1452,"418"
1453,"397"
1454,"423"
1455,"375"
1456,"378"
1457,"400"
1458,"404"
1459,"388"
1460,"395"
1461,"402"
1462,"362"
1463,"399"
1464,"356"
1465,"396"
1466,"412"
1467,"385"
1468,"441"
1469,"366"
1470,"428"
1471,"363"
1472,"453"
1473,"403"
1474,"423"
1475,"387"
1476,"407"
1477,"373"
1478,"419"
1479,"372"
1480,"366"
1481,"383"
1482,"388"
1483,"373"
1484,"407"
1485,"414"
1486,"392"
1487,"406"
1488,"401"
1489,"385"
1490,"432"
1491,"396"
1492,"412"
1493,"417"
1494,"387"
1495,"433"
1496,"436"
1497,"400"
1498,"364"
1499,"385"
1500,"427"
1501,"382"
1502,"378"
1503,"383"
1504,"392"
1505,"424"
1506,"369"
1507,"357"
1508,"458"
1509,"390"
1510,"372"
1511,"386"
1512,"402"
1513,"398"
1514,"382"
1515,"430"
1516,"403"
1517,"394"
1518,"374"
1519,"377"
1520,"395"
1521,"368"
1522,"379"
1523,"401"
1524,"410"
1525,"391"
1526,"401"
1527,"400"
1528,"391"
1529,"403"
1530,"390"
1531,"404"
1532,"421"
1533,"373"
1534,"376"
1535,"384"
1536,"415"
1537,"350"
1538,"375"
1539,"410"
1540,"414"
1541,"373"
1542,"353"
1543,"408"
1544,"385"
1545,"368"
1546,"383"
1547,"398"
1548,"393"
1549,"389"
1550,"382"
1551,"397"
1552,"380"
1553,"364"
1554,"409"
1555,"406"
1556,"397"
1557,"370"
1558,"392"
1559,"408"
1560,"421"
1561,"390"
1562,"396"
1563,"374"
1564,"367"
1565,"373"
1566,"364"
1567,"407"
1568,"379"
1569,"360"
1570,"385"
1571,"395"
1572,"389"
1573,"356"
1574,"382"
1575,"374"
1576,"345"
1577,"353"
1578,"385"
1579,"375"
1580,"367"
1581,"363"
1582,"362"
1583,"360"
1584,"355"
1585,"382"
1586,"372"
1587,"364"
1588,"365"
1589,"392"
1590,"385"
1591,"386"
1592,"409"
1593,"356"
1594,"360"
1595,"339"
1596,"364"
1597,"392"
1598,"367"
1599,"335"
1600,"356"
1601,"368"
1602,"369"
1603,"374"
1604,"347"
1605,"387"
1606,"372"
1607,"356"
1608,"394"
1609,"380"
1610,"375"
1611,"355"
1612,"356"
1613,"387"
1614,"369"
1615,"354"
1616,"361"
1617,"352"
1618,"363"
1619,"314"
1620,"356"
1621,"342"
1622,"344"
1623,"324"
1624,"385"
1625,"336"
1626,"349"
1627,"349"
1628,"297"
1629,"344"
1630,"307"
1631,"309"
1632,"346"
1633,"341"
1634,"343"
1635,"309"
1636,"336"
1637,"304"
1638,"308"
1639,"309"
1640,"287"
1641,"332"
1642,"286"
1643,"342"
1644,"321"
1645,"309"
1646,"315"
1647,"292"
1648,"307"
1649,"313"
1650,"320"
1651,"353"
1652,"318"
1653,"279"
1654,"291"
1655,"325"
1656,"321"
1657,"295"
1658,"254"
1659,"276"
1660,"283"
1661,"303"
1662,"279"
1663,"321"
1664,"304"
1665,"277"
1666,"306"
1667,"280"
1668,"299"
1669,"269"
1670,"302"
1671,"303"
1672,"285"
1673,"272"
1674,"296"
1675,"258"
1676,"260"
1677,"274"
1678,"331"
1679,"249"
1680,"255"
1681,"251"
1682,"242"
1683,"282"
1684,"258"
1685,"287"
1686,"254"
1687,"255"
1688,"268"
1689,"241"
1690,"255"
1691,"244"
1692,"265"
1693,"233"
1694,"235"
1695,"248"
1696,"229"
1697,"261"
1698,"257"
1699,"260"
1700,"250"
1701,"239"
1702,"262"
1703,"269"
1704,"269"
1705,"260"
1706,"209"
1707,"222"
1708,"206"
1709,"254"
1710,"212"
1711,"243"
1712,"227"
1713,"232"
1714,"222"
1715,"209"
1716,"207"
1717,"208"
1718,"208"
1719,"208"
1720,"208"
1721,"218"
1722,"221"
1723,"228"
1724,"197"
1725,"226"
1726,"198"
1727,"205"
1728,"163"
1729,"205"
1730,"182"
1731,"201"
1732,"190"
1733,"194"
1734,"188"
1735,"197"
1736,"190"
1737,"183"
1738,"197"
1739,"195"
1740,"228"
1741,"171"
1742,"150"
1743,"172"
1744,"175"
1745,"200"
1746,"204"
1747,"165"
1748,"171"
1749,"154"
1750,"160"
1751,"185"
1752,"155"
1753,"178"
1754,"145"
1755,"161"
1756,"144"
1757,"147"
1758,"150"
1759,"152"
1760,"149"
1761,"176"
1762,"145"
1763,"145"
1764,"132"
1765,"160"
1766,"146"
1767,"150"
1768,"124"
1769,"134"
1770,"149"
1771,"128"
1772,"143"
1773,"114"
1774,"112"
1775,"125"
1776,"126"
1777,"137"
1778,"146"
1779,"133"
1780,"121"
1781,"134"
1782,"119"
1783,"102"
1784,"116"
1785,"122"
1786,"129"
1787,"111"
1788,"110"
1789,"114"
1790,"113"
1791,"123"
1792,"115"
1793,"115"
1794,"108"
1795,"102"
1796,"90"
1797,"94"
1798,"124"
1799,"97"
1800,"108"
1801,"107"
1802,"116"
1803,"107"
1804,"99"
1805,"103"
1806,"111"
1807,"77"
1808,"99"
1809,"85"
1810,"112"
1811,"93"
1812,"83"
1813,"84"
1814,"107"
1815,"103"
1816,"82"
1817,"82"
1818,"107"
1819,"76"
1820,"89"
1821,"110"
1822,"107"
1823,"79"
1824,"114"
1825,"91"
1826,"100"
1827,"86"
1828,"81"
1829,"87"
1830,"75"
1831,"77"
1832,"61"
1833,"76"
1834,"72"
1835,"60"
1836,"68"
1837,"56"
1838,"79"
1839,"67"
1840,"75"
1841,"67"
1842,"74"
1843,"68"
1844,"63"
1845,"59"
1846,"76"
1847,"73"
1848,"64"
1849,"70"
1850,"61"
1851,"69"
1852,"64"
1853,"66"
1854,"59"
1855,"70"
1856,"71"
1857,"57"
1858,"73"
1859,"69"
1860,"68"
1861,"58"
1862,"72"
1863,"65"
1864,"79"
1865,"55"
1866,"55"
1867,"67"
1868,"56"
1869,"52"
1870,"67"
1871,"54"
1872,"39"
1873,"59"
1874,"43"
1875,"67"
1876,"52"
1877,"56"
1878,"47"
1879,"51"
1880,"63"
1881,"42"
1882,"60"
1883,"55"
1884,"47"
1885,"47"
1886,"45"
1887,"60"
1888,"43"
1889,"57"
1890,"50"
1891,"43"
1892,"47"
1893,"60"
1894,"43"
1895,"58"
1896,"45"
1897,"50"
1898,"47"
1899,"45"
1900,"37"
1901,"55"
1902,"39"
1903,"43"
1904,"41"
1905,"33"
1906,"50"
1907,"35"
1908,"38"
1909,"39"
1910,"48"
1911,"51"
1912,"52"
1913,"35"
1914,"37"
1915,"35"
1916,"31"
1917,"30"
1918,"41"
1919,"36"
1920,"40"
1921,"40"
1922,"35"
1923,"26"
1924,"25"
1925,"34"
1926,"22"
1927,"25"
1928,"33"
1929,"33"
1930,"38"
1931,"34"
1932,"37"
1933,"30"
1934,"39"
1935,"44"
1936,"24"
1937,"23"
1938,"18"
1939,"25"
1940,"34"
1941,"26"
1942,"22"
1943,"25"
1944,"28"
1945,"22"
1946,"24"
1947,"32"
1948,"31"
1949,"28"
1950,"29"
1951,"17"
1952,"26"
1953,"20"
1954,"16"
1955,"25"
1956,"18"
1957,"14"
1958,"19"
1959,"21"
1960,"18"
1961,"18"
1962,"10"
1963,"19"
1964,"18"
1965,"14"
1966,"19"
1967,"12"
1968,"14"
1969,"16"
1970,"17"
1971,"14"
1972,"6"
1973,"13"
1974,"11"
1975,"7"
1976,"7"
1977,"11"
1978,"8"
1979,"10"
1980,"6"
1981,"8"
1982,"12"
1983,"8"
1984,"19"
1985,"5"
1986,"7"
1987,"5"
1988,"11"
1989,"9"
1990,"7"
1991,"9"
1992,"6"
1993,"6"
1994,"5"
1995,"9"
1996,"5"
1997,"3"
1998,"2"
1999,"3"
2000,"8"
2001,"7"
2002,"2"
2003,"2"
2004,"4"
2005,"2"
2006,"3"
2007,"4"
2008,"0"
2009,"1"
2010,"2"
2011,"0"
2012,"2"
2013,"0"
2014,"0"
2015,"1"
2016,"1"
2017,"0"
2018,"0"
2019,"1"
2020,"0"
2021,"1"
2022,"1"
2023,"1"
2024,"1"
2025,"0"
2026,"0"
2027,"0"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"2"
2033,"0"
2034,"0"
2035,"0"
2036,"0"
2037,"0"
2038,"0"
2039,"0"
2040,"0"
2041,"0"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"0"


