Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130214-brickn679-300sec-2"
Duration Time,300
Ambient Temperature,"80.4"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"395834"
Raw Accumulated Counts,"450815"
Valid Count Last Packet,"1330"
Raw Count Last Packet,"1497"
Live Time,286.045013
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"1"
18,"1"
19,"0"
20,"3"
21,"3"
22,"5"
23,"5"
24,"13"
25,"25"
26,"32"
27,"37"
28,"48"
29,"63"
30,"64"
31,"95"
32,"118"
33,"146"
34,"164"
35,"153"
36,"157"
37,"169"
38,"162"
39,"182"
40,"171"
41,"155"
42,"148"
43,"162"
44,"181"
45,"174"
46,"195"
47,"185"
48,"211"
49,"191"
50,"196"
51,"161"
52,"186"
53,"182"
54,"184"
55,"183"
56,"159"
57,"202"
58,"224"
59,"204"
60,"230"
61,"217"
62,"210"
63,"236"
64,"197"
65,"199"
66,"227"
67,"209"
68,"198"
69,"208"
70,"205"
71,"202"
72,"200"
73,"189"
74,"208"
75,"191"
76,"208"
77,"204"
78,"172"
79,"182"
80,"185"
81,"180"
82,"166"
83,"185"
84,"190"
85,"183"
86,"188"
87,"195"
88,"175"
89,"173"
90,"161"
91,"165"
92,"188"
93,"171"
94,"147"
95,"150"
96,"156"
97,"173"
98,"147"
99,"141"
100,"155"
101,"153"
102,"144"
103,"176"
104,"157"
105,"166"
106,"136"
107,"136"
108,"134"
109,"136"
110,"112"
111,"133"
112,"138"
113,"135"
114,"151"
115,"158"
116,"130"
117,"138"
118,"158"
119,"108"
120,"152"
121,"150"
122,"119"
123,"121"
124,"121"
125,"126"
126,"122"
127,"119"
128,"133"
129,"124"
130,"129"
131,"119"
132,"133"
133,"106"
134,"123"
135,"124"
136,"122"
137,"128"
138,"131"
139,"119"
140,"107"
141,"111"
142,"105"
143,"108"
144,"115"
145,"123"
146,"110"
147,"104"
148,"117"
149,"107"
150,"117"
151,"118"
152,"97"
153,"97"
154,"119"
155,"113"
156,"102"
157,"111"
158,"87"
159,"108"
160,"112"
161,"122"
162,"142"
163,"153"
164,"147"
165,"144"
166,"150"
167,"156"
168,"137"
169,"124"
170,"108"
171,"103"
172,"104"
173,"104"
174,"93"
175,"85"
176,"78"
177,"69"
178,"84"
179,"91"
180,"77"
181,"95"
182,"93"
183,"90"
184,"89"
185,"75"
186,"83"
187,"54"
188,"84"
189,"73"
190,"65"
191,"64"
192,"81"
193,"71"
194,"58"
195,"56"
196,"78"
197,"68"
198,"60"
199,"53"
200,"50"
201,"51"
202,"52"
203,"44"
204,"61"
205,"65"
206,"51"
207,"50"
208,"34"
209,"50"
210,"37"
211,"39"
212,"52"
213,"33"
214,"55"
215,"38"
216,"46"
217,"51"
218,"48"
219,"56"
220,"84"
221,"87"
222,"95"
223,"98"
224,"111"
225,"124"
226,"120"
227,"117"
228,"100"
229,"116"
230,"109"
231,"100"
232,"87"
233,"67"
234,"57"
235,"68"
236,"63"
237,"47"
238,"44"
239,"50"
240,"48"
241,"35"
242,"40"
243,"40"
244,"50"
245,"49"
246,"51"
247,"46"
248,"52"
249,"46"
250,"30"
251,"44"
252,"26"
253,"36"
254,"30"
255,"23"
256,"30"
257,"32"
258,"30"
259,"27"
260,"31"
261,"26"
262,"30"
263,"29"
264,"31"
265,"25"
266,"26"
267,"23"
268,"29"
269,"33"
270,"26"
271,"30"
272,"27"
273,"23"
274,"27"
275,"24"
276,"28"
277,"30"
278,"24"
279,"22"
280,"32"
281,"29"
282,"29"
283,"25"
284,"22"
285,"33"
286,"33"
287,"32"
288,"67"
289,"58"
290,"70"
291,"77"
292,"83"
293,"122"
294,"131"
295,"107"
296,"118"
297,"113"
298,"102"
299,"90"
300,"70"
301,"70"
302,"61"
303,"42"
304,"49"
305,"41"
306,"74"
307,"90"
308,"189"
309,"292"
310,"512"
311,"785"
312,"1237"
313,"1846"
314,"2624"
315,"3508"
316,"4439"
317,"5434"
318,"6322"
319,"6850"
320,"7075"
321,"7089"
322,"6392"
