Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130214-brickn679-300sec-4"
Duration Time,300
Ambient Temperature,"84.9"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"396040"
Raw Accumulated Counts,"451639"
Valid Count Last Packet,"1261"
Raw Count Last Packet,"1454"
Live Time,286.029968
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,777
Channel#,Intensity
0,"0"
1,"1"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"1"
20,"1"
21,"3"
22,"3"
23,"6"
24,"5"
25,"25"
26,"25"
27,"35"
28,"69"
29,"63"
30,"89"
31,"105"
32,"131"
33,"146"
34,"169"
35,"134"
36,"159"
37,"150"
38,"171"
39,"164"
40,"182"
41,"152"
42,"188"
43,"190"
44,"199"
45,"180"
46,"180"
47,"178"
48,"184"
49,"187"
50,"179"
51,"183"
52,"188"
53,"189"
54,"175"
55,"206"
56,"212"
57,"214"
58,"222"
59,"212"
60,"203"
61,"196"
62,"218"
63,"192"
64,"238"
65,"213"
66,"194"
67,"207"
68,"203"
69,"206"
70,"222"
71,"194"
72,"204"
73,"199"
74,"197"
75,"182"
76,"186"
77,"203"
78,"166"
79,"195"
80,"207"
81,"201"
82,"170"
83,"188"
84,"169"
85,"176"
86,"162"
87,"175"
88,"186"
89,"144"
90,"182"
91,"188"
92,"166"
93,"176"
94,"153"
95,"166"
96,"183"
97,"148"
98,"155"
99,"149"
100,"146"
101,"147"
102,"160"
103,"172"
104,"139"
105,"133"
106,"132"
107,"161"
108,"147"
109,"135"
110,"124"
111,"162"
112,"111"
113,"141"
114,"132"
115,"132"
116,"141"
117,"134"
118,"135"
119,"134"
120,"109"
121,"138"
122,"118"
123,"140"
124,"113"
125,"138"
126,"133"
127,"136"
128,"116"
129,"110"
130,"117"
131,"126"
132,"138"
133,"125"
134,"121"
135,"113"
136,"126"
137,"112"
138,"120"
139,"133"
140,"113"
141,"124"
142,"133"
143,"102"
144,"100"
145,"119"
146,"110"
147,"109"
148,"131"
149,"127"
150,"92"
151,"115"
152,"93"
153,"102"
154,"104"
155,"85"
156,"114"
157,"100"
158,"113"
159,"131"
160,"99"
161,"136"
162,"128"
163,"144"
164,"138"
165,"157"
166,"150"
167,"146"
168,"125"
169,"129"
170,"119"
171,"109"
172,"97"
173,"87"
174,"94"
175,"111"
176,"103"
177,"77"
178,"97"
179,"96"
180,"85"
181,"77"
182,"108"
183,"93"
184,"82"
185,"68"
186,"83"
187,"98"
188,"83"
189,"60"
190,"66"
191,"71"
192,"42"
193,"62"
194,"81"
195,"66"
196,"55"
197,"59"
198,"70"
199,"65"
200,"64"
201,"62"
202,"61"
203,"72"
204,"53"
205,"45"
206,"50"
207,"37"
208,"46"
209,"49"
210,"41"
211,"51"
212,"47"
213,"53"
214,"51"
215,"40"
216,"40"
217,"52"
218,"45"
219,"72"
220,"61"
221,"66"
222,"88"
223,"111"
224,"104"
225,"130"
226,"137"
227,"124"
228,"130"
229,"109"
230,"101"
231,"112"
232,"72"
233,"64"
234,"73"
235,"60"
236,"64"
237,"60"
238,"53"
239,"34"
240,"42"
241,"51"
242,"42"
243,"38"
244,"41"
245,"52"
246,"53"
247,"54"
248,"50"
249,"39"
250,"39"
251,"49"
252,"39"
253,"33"
254,"31"
255,"26"
256,"32"
257,"25"
258,"29"
259,"25"
260,"26"
261,"33"
262,"31"
263,"24"
264,"31"
265,"45"
266,"26"
267,"28"
268,"35"
269,"30"
270,"23"
271,"28"
272,"34"
273,"29"
274,"28"
275,"26"
276,"31"
277,"25"
278,"24"
279,"20"
280,"26"
281,"22"
282,"21"
283,"20"
284,"25"
285,"27"
286,"20"
287,"41"
288,"37"
289,"60"
290,"69"
291,"81"
292,"103"
293,"92"
294,"118"
295,"110"
296,"116"
297,"103"
298,"100"
299,"95"
300,"79"
301,"61"
302,"67"
303,"53"
304,"51"
305,"75"
306,"77"
307,"101"
308,"185"
309,"266"
310,"512"
311,"751"
312,"1257"
313,"1844"
314,"2592"
315,"3591"
316,"4567"
317,"5484"
318,"6457"
319,"6919"
320,"7070"
321,"6896"
322,"6530"
323,"5617"
324,"4703"
325,"3811"
326,"2921"
327,"2105"
328,"1541"
329,"1068"
330,"705"
331,"559"
332,"353"
333,"256"
334,"203"
335,"163"
336,"122"
337,"109"
338,"113"
339,"108"
340,"144"
341,"154"
342,"172"
343,"197"
344,"287"
345,"372"
346,"484"
347,"597"
348,"756"
349,"896"
350,"1045"
351,"1199"
352,"1267"
353,"1250"
354,"1267"
355,"1121"
356,"985"
357,"846"
358,"674"
359,"525"
360,"406"
361,"298"
362,"199"
363,"146"
364,"113"
365,"84"
366,"56"
367,"53"
368,"44"
369,"68"
370,"51"
371,"68"
372,"63"
373,"83"
374,"88"
375,"70"
376,"52"
377,"58"
378,"41"
379,"57"
380,"31"
381,"32"
382,"32"
383,"25"
384,"27"
385,"26"
386,"26"
387,"17"
388,"25"
389,"18"
390,"24"
391,"23"
392,"20"
393,"15"
394,"17"
395,"13"
396,"17"
397,"18"
398,"20"
399,"23"
400,"28"
401,"24"
402,"25"
403,"30"
404,"21"
405,"18"
406,"27"
407,"17"
408,"30"
409,"28"
410,"22"
411,"18"
412,"10"
413,"20"
414,"25"
415,"29"
416,"21"
417,"19"
418,"20"
419,"17"
420,"24"
421,"8"
422,"24"
423,"26"
424,"23"
425,"33"
426,"28"
427,"32"
428,"33"
429,"42"
430,"43"
431,"46"
432,"50"
433,"42"
434,"38"
435,"25"
436,"33"
437,"26"
438,"30"
439,"26"
440,"12"
441,"17"
442,"15"
443,"18"
444,"10"
445,"9"
446,"7"
447,"11"
448,"11"
449,"12"
450,"11"
451,"11"
452,"7"
453,"9"
454,"14"
455,"12"
456,"11"
457,"12"
458,"11"
459,"11"
460,"17"
461,"20"
462,"17"
463,"11"
464,"15"
465,"13"
466,"12"
467,"10"
468,"15"
469,"14"
470,"8"
471,"8"
472,"12"
473,"15"
474,"15"
475,"11"
476,"14"
477,"18"
478,"15"
479,"19"
480,"27"
481,"10"
482,"25"
483,"21"
484,"12"
485,"20"
486,"14"
487,"21"
488,"16"
489,"17"
490,"18"
491,"14"
492,"12"
493,"15"
494,"12"
495,"15"
496,"9"
497,"8"
498,"10"
499,"13"
500,"4"
501,"8"
502,"5"
503,"6"
504,"4"
505,"7"
506,"7"
507,"6"
508,"2"
509,"10"
510,"6"
511,"11"
512,"8"
513,"10"
514,"6"
515,"16"
516,"9"
517,"7"
518,"11"
519,"9"
520,"12"
521,"9"
522,"13"
523,"16"
524,"17"
525,"11"
526,"18"
527,"23"
528,"14"
529,"19"
530,"17"
531,"11"
532,"11"
533,"11"
534,"11"
535,"11"
536,"10"
537,"9"
538,"7"
539,"7"
540,"6"
541,"10"
542,"6"
543,"4"
544,"15"
545,"7"
546,"9"
547,"6"
548,"8"
549,"8"
550,"8"
551,"6"
552,"9"
553,"7"
554,"6"
555,"4"
556,"8"
557,"4"
558,"3"
559,"9"
560,"6"
561,"10"
562,"8"
563,"9"
564,"13"
565,"12"
566,"4"
567,"7"
568,"12"
569,"6"
570,"6"
571,"6"
572,"8"
573,"5"
574,"9"
575,"9"
576,"7"
577,"10"
578,"13"
579,"3"
580,"7"
581,"8"
582,"1"
583,"6"
584,"8"
585,"5"
586,"10"
587,"4"
588,"9"
589,"7"
590,"6"
591,"2"
592,"11"
593,"7"
594,"3"
595,"8"
596,"9"
597,"2"
598,"1"
599,"4"
600,"3"
601,"6"
602,"7"
603,"4"
604,"2"
605,"6"
606,"7"
607,"7"
608,"1"
609,"8"
610,"2"
611,"7"
612,"11"
613,"9"
614,"6"
615,"8"
616,"12"
617,"12"
618,"9"
619,"6"
620,"9"
621,"9"
622,"14"
623,"7"
624,"6"
625,"11"
626,"10"
627,"14"
628,"16"
629,"24"
630,"17"
631,"24"
632,"22"
633,"25"
634,"12"
635,"19"
636,"19"
637,"14"
638,"14"
639,"14"
640,"19"
641,"13"
642,"15"
643,"13"
644,"16"
645,"10"
646,"12"
647,"15"
648,"21"
649,"18"
650,"16"
651,"16"
652,"16"
653,"18"
654,"14"
655,"15"
656,"22"
657,"33"
658,"37"
659,"51"
660,"64"
661,"85"
662,"97"
663,"117"
664,"143"
665,"163"
666,"164"
667,"224"
668,"196"
669,"229"
670,"212"
671,"186"
672,"179"
673,"175"
674,"123"
675,"130"
676,"95"
677,"76"
678,"47"
679,"48"
680,"43"
681,"25"
682,"17"
683,"26"
684,"17"
685,"6"
686,"7"
687,"8"
688,"9"
689,"15"
690,"14"
691,"9"
692,"12"
693,"12"
694,"20"
695,"12"
696,"26"
697,"26"
698,"35"
699,"40"
700,"48"
701,"55"
702,"72"
703,"77"
704,"86"
705,"99"
706,"94"
707,"97"
708,"113"
709,"95"
710,"102"
711,"74"
712,"73"
713,"67"
714,"46"
715,"39"
716,"39"
717,"30"
718,"31"
719,"11"
720,"15"
721,"18"
722,"12"
723,"15"
724,"14"
725,"13"
726,"13"
727,"9"
728,"13"
729,"8"
730,"14"
731,"13"
732,"14"
733,"19"
734,"13"
735,"24"
736,"28"
737,"31"
738,"45"
739,"33"
740,"62"
741,"63"
742,"71"
743,"87"
744,"88"
745,"85"
746,"80"
747,"103"
748,"102"
749,"76"
750,"76"
751,"92"
752,"76"
753,"64"
754,"66"
755,"37"
756,"50"
757,"25"
758,"23"
759,"19"
760,"28"
761,"17"
762,"17"
763,"16"
764,"16"
765,"15"
766,"12"
767,"20"
768,"14"
769,"22"
770,"13"
771,"22"
772,"18"
773,"22"
774,"33"
775,"42"
776,"60"
777,"59"
778,"87"
779,"90"
780,"135"
781,"139"
782,"188"
783,"191"
784,"233"
785,"242"
786,"248"
787,"264"
788,"269"
789,"245"
790,"249"
791,"209"
792,"225"
793,"188"
794,"143"
795,"132"
796,"93"
797,"96"
798,"69"
799,"45"
800,"49"
801,"35"
802,"31"
803,"27"
804,"27"
805,"22"
806,"18"
807,"38"
808,"28"
809,"21"
810,"19"
811,"22"
812,"19"
813,"26"
814,"32"
815,"27"
816,"31"
817,"25"
818,"25"
819,"30"
820,"21"
821,"28"
822,"46"
823,"37"
824,"32"
825,"39"
826,"36"
827,"48"
828,"48"
829,"43"
830,"56"
831,"65"
832,"47"
833,"42"
834,"41"
835,"52"
836,"31"
837,"39"
838,"35"
839,"33"
840,"33"
841,"31"
842,"33"
843,"25"
844,"23"
845,"30"
846,"18"
847,"24"
848,"31"
849,"18"
850,"23"
851,"20"
852,"32"
853,"20"
854,"23"
855,"27"
856,"20"
857,"29"
858,"33"
859,"31"
860,"30"
861,"28"
862,"28"
863,"36"
864,"40"
865,"38"
866,"44"
867,"45"
868,"40"
869,"59"
870,"55"
871,"53"
872,"62"
873,"69"
874,"52"
875,"65"
876,"55"
877,"64"
878,"78"
879,"89"
880,"78"
881,"80"
882,"79"
883,"70"
884,"87"
885,"60"
886,"51"
887,"72"
888,"60"
889,"65"
890,"46"
891,"64"
892,"52"
893,"47"
894,"51"
895,"59"
896,"41"
897,"55"
898,"53"
899,"43"
900,"56"
901,"39"
902,"46"
903,"40"
904,"48"
905,"46"
906,"46"
907,"38"
908,"39"
909,"47"
910,"37"
911,"48"
912,"49"
913,"60"
914,"63"
915,"56"
916,"49"
917,"49"
918,"64"
919,"60"
920,"50"
921,"61"
922,"58"
923,"72"
924,"70"
925,"84"
926,"73"
927,"90"
928,"82"
929,"97"
930,"94"
931,"97"
932,"97"
933,"66"
934,"103"
935,"105"
936,"125"
937,"129"
938,"100"
939,"117"
940,"125"
941,"122"
942,"128"
943,"167"
944,"151"
945,"163"
946,"154"
947,"180"
948,"175"
949,"155"
950,"169"
951,"164"
952,"168"
953,"201"
954,"170"
955,"168"
956,"174"
957,"193"
958,"175"
959,"162"
960,"157"
961,"167"
962,"171"
963,"170"
964,"165"
965,"160"
966,"129"
967,"148"
968,"134"
969,"123"
970,"128"
971,"123"
972,"95"
973,"127"
974,"143"
975,"107"
976,"118"
977,"98"
978,"135"
979,"127"
980,"110"
981,"92"
982,"89"
983,"105"
984,"111"
985,"116"
986,"114"
987,"110"
988,"85"
989,"106"
990,"103"
991,"103"
992,"87"
993,"118"
994,"116"
995,"123"
996,"117"
997,"155"
998,"143"
999,"154"
1000,"138"
1001,"177"
1002,"176"
1003,"180"
1004,"205"
1005,"191"
1006,"214"
1007,"203"
1008,"249"
1009,"219"
1010,"221"
1011,"232"
1012,"211"
1013,"183"
1014,"188"
1015,"188"
1016,"170"
1017,"169"
1018,"141"
1019,"155"
1020,"118"
1021,"130"
1022,"138"
1023,"131"
1024,"127"
1025,"102"
1026,"98"
1027,"102"
1028,"106"
1029,"96"
1030,"110"
1031,"121"
1032,"115"
1033,"116"
1034,"109"
1035,"126"
1036,"128"
1037,"110"
1038,"115"
1039,"130"
1040,"125"
1041,"142"
1042,"128"
1043,"124"
1044,"133"
1045,"149"
1046,"141"
1047,"132"
1048,"136"
1049,"160"
1050,"161"
1051,"161"
1052,"165"
1053,"174"
1054,"161"
1055,"188"
1056,"169"
1057,"159"
1058,"196"
1059,"184"
1060,"192"
1061,"159"
1062,"173"
1063,"165"
1064,"213"
1065,"187"
1066,"183"
1067,"171"
1068,"213"
1069,"191"
1070,"183"
1071,"189"
1072,"190"
1073,"185"
1074,"181"
1075,"205"
1076,"207"
1077,"189"
1078,"185"
1079,"201"
1080,"184"
1081,"185"
1082,"206"
1083,"181"
1084,"226"
1085,"188"
1086,"166"
1087,"167"
1088,"163"
1089,"177"
1090,"194"
1091,"169"
1092,"160"
1093,"197"
1094,"182"
1095,"185"
1096,"170"
1097,"157"
1098,"186"
1099,"160"
1100,"145"
1101,"193"
1102,"173"
1103,"168"
1104,"178"
1105,"190"
1106,"174"
1107,"176"
1108,"187"
1109,"174"
1110,"171"
1111,"180"
1112,"159"
1113,"163"
1114,"171"
1115,"173"
1116,"165"
1117,"181"
1118,"176"
1119,"195"
1120,"174"
1121,"175"
1122,"166"
1123,"173"
1124,"210"
1125,"187"
1126,"185"
1127,"203"
1128,"188"
1129,"181"
1130,"178"
1131,"218"
1132,"247"
1133,"226"
1134,"244"
1135,"231"
1136,"234"
1137,"229"
1138,"233"
1139,"226"
1140,"241"
1141,"250"
1142,"235"
1143,"182"
1144,"187"
1145,"189"
1146,"186"
1147,"189"
1148,"187"
1149,"212"
1150,"215"
1151,"205"
1152,"185"
1153,"186"
1154,"223"
1155,"204"
1156,"219"
1157,"196"
1158,"209"
1159,"198"
1160,"218"
1161,"189"
1162,"220"
1163,"210"
1164,"208"
1165,"222"
1166,"193"
1167,"183"
1168,"194"
1169,"191"
1170,"215"
1171,"207"
1172,"230"
1173,"224"
1174,"195"
1175,"220"
1176,"212"
1177,"196"
1178,"217"
1179,"168"
1180,"224"
1181,"220"
1182,"200"
1183,"214"
1184,"228"
1185,"206"
1186,"221"
1187,"199"
1188,"197"
1189,"242"
1190,"210"
1191,"203"
1192,"244"
1193,"198"
1194,"230"
1195,"203"
1196,"221"
1197,"223"
1198,"226"
1199,"229"
1200,"238"
1201,"256"
1202,"234"
1203,"221"
1204,"240"
1205,"229"
1206,"272"
1207,"248"
1208,"234"
1209,"242"
1210,"225"
1211,"231"
1212,"233"
1213,"240"
1214,"257"
1215,"250"
1216,"238"
1217,"222"
1218,"259"
1219,"223"
1220,"238"
1221,"245"
1222,"237"
1223,"238"
1224,"238"
1225,"266"
1226,"227"
1227,"263"
1228,"244"
1229,"275"
1230,"251"
1231,"277"
1232,"254"
1233,"242"
1234,"284"
1235,"262"
1236,"239"
1237,"279"
1238,"227"
1239,"271"
1240,"231"
1241,"310"
1242,"275"
1243,"302"
1244,"283"
1245,"272"
1246,"279"
1247,"274"
1248,"280"
1249,"258"
1250,"327"
1251,"278"
1252,"306"
1253,"323"
1254,"287"
1255,"303"
1256,"292"
1257,"304"
1258,"290"
1259,"353"
1260,"319"
1261,"321"
1262,"317"
1263,"328"
1264,"318"
1265,"297"
1266,"306"
1267,"327"
1268,"328"
1269,"342"
1270,"297"
1271,"293"
1272,"320"
1273,"305"
1274,"300"
1275,"303"
1276,"318"
1277,"304"
1278,"313"
1279,"316"
1280,"283"
1281,"313"
1282,"299"
1283,"284"
1284,"297"
1285,"325"
1286,"315"
1287,"310"
1288,"320"
1289,"297"
1290,"339"
1291,"325"
1292,"315"
1293,"324"
1294,"294"
1295,"304"
1296,"323"
1297,"304"
1298,"324"
1299,"311"
1300,"319"
1301,"341"
1302,"315"
1303,"340"
1304,"291"
1305,"339"
1306,"313"
1307,"328"
1308,"309"
1309,"329"
1310,"343"
1311,"373"
1312,"321"
1313,"314"
1314,"360"
1315,"347"
1316,"328"
1317,"346"
1318,"307"
1319,"357"
1320,"327"
1321,"324"
1322,"358"
1323,"344"
1324,"356"
1325,"339"
1326,"333"
1327,"347"
1328,"309"
1329,"349"
