Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130307-KKH3.08-300sec-1"
Duration Time,300
Ambient Temperature,"102.1"
Detector Temperature,"-38.5"
Valid Accumulated Counts,"590382"
Raw Accumulated Counts,"658572"
Valid Count Last Packet,"1971"
Raw Count Last Packet,"2208"
Live Time,279.559235
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,772
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"1"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"2"
23,"3"
24,"6"
25,"5"
26,"13"
27,"34"
28,"42"
29,"47"
30,"53"
31,"65"
32,"66"
33,"94"
34,"117"
35,"110"
36,"114"
37,"112"
38,"111"
39,"130"
40,"124"
41,"135"
42,"118"
43,"133"
44,"116"
45,"135"
46,"119"
47,"125"
48,"133"
49,"131"
50,"126"
51,"136"
52,"127"
53,"146"
54,"142"
55,"144"
56,"169"
57,"157"
58,"133"
59,"136"
60,"171"
61,"168"
62,"169"
63,"167"
64,"177"
65,"149"
66,"167"
67,"183"
68,"163"
69,"146"
70,"154"
71,"156"
72,"191"
73,"165"
74,"149"
75,"156"
76,"146"
77,"128"
78,"126"
79,"142"
80,"161"
81,"130"
82,"130"
83,"140"
84,"153"
85,"134"
86,"139"
87,"133"
88,"127"
89,"128"
90,"109"
91,"122"
92,"112"
93,"119"
94,"113"
95,"127"
96,"96"
97,"120"
98,"101"
99,"103"
100,"103"
101,"110"
102,"106"
103,"105"
104,"99"
105,"103"
106,"97"
107,"105"
108,"99"
109,"118"
110,"86"
111,"96"
112,"109"
113,"92"
114,"98"
115,"78"
116,"82"
117,"88"
118,"91"
119,"94"
120,"101"
121,"89"
122,"76"
123,"73"
124,"79"
125,"73"
126,"81"
127,"85"
128,"95"
129,"82"
130,"89"
131,"82"
132,"88"
133,"101"
134,"78"
135,"75"
136,"96"
137,"64"
138,"86"
139,"69"
140,"80"
141,"85"
142,"88"
143,"85"
144,"74"
145,"93"
146,"85"
147,"81"
148,"82"
149,"81"
150,"83"
151,"88"
152,"77"
153,"80"
154,"68"
155,"81"
156,"74"
157,"80"
158,"84"
159,"72"
160,"68"
161,"98"
162,"92"
163,"98"
164,"110"
165,"101"
166,"97"
167,"86"
168,"73"
169,"83"
170,"78"
171,"78"
172,"74"
173,"71"
174,"65"
175,"65"
176,"74"
177,"61"
178,"70"
179,"84"
180,"84"
181,"77"
182,"82"
183,"100"
184,"85"
185,"90"
186,"97"
187,"92"
188,"76"
189,"87"
190,"67"
191,"56"
192,"56"
193,"78"
194,"91"
195,"93"
196,"91"
197,"99"
198,"95"
199,"103"
200,"101"
201,"89"
202,"88"
203,"86"
204,"79"
205,"82"
206,"59"
207,"50"
208,"62"
209,"54"
210,"55"
211,"41"
212,"47"
213,"51"
214,"65"
215,"58"
216,"71"
217,"74"
218,"82"
219,"97"
220,"108"
221,"169"
222,"206"
223,"230"
224,"216"
225,"270"
226,"248"
227,"259"
228,"296"
229,"245"
230,"260"
231,"213"
232,"201"
233,"197"
234,"193"
235,"165"
236,"120"
237,"115"
238,"83"
239,"109"
240,"80"
241,"86"
242,"98"
243,"99"
244,"100"
245,"120"
246,"114"
247,"123"
248,"108"
249,"114"
250,"100"
251,"83"
252,"100"
253,"72"
254,"61"
255,"51"
256,"56"
257,"55"
258,"61"
259,"40"
260,"43"
261,"62"
262,"55"
263,"57"
264,"78"
265,"65"
266,"77"
267,"83"
268,"90"
269,"106"
270,"117"
271,"89"
272,"97"
273,"82"
274,"82"
275,"81"
276,"90"
277,"64"
278,"53"
279,"59"
280,"50"
281,"35"
282,"50"
283,"46"
284,"61"
285,"41"
286,"75"
287,"79"
288,"101"
289,"128"
290,"131"
291,"165"
292,"200"
293,"230"
294,"233"
295,"257"
296,"249"
297,"251"
298,"210"
299,"187"
300,"179"
301,"134"
302,"155"
303,"150"
304,"160"
305,"217"
306,"281"
307,"425"
308,"663"
309,"1212"
310,"2017"
311,"3310"
312,"5191"
313,"7668"
314,"10897"
315,"14759"
316,"18882"
317,"23154"
318,"26521"
319,"28593"
320,"30158"
321,"29503"
322,"27115"
323,"24082"
324,"20145"
325,"16099"
326,"12206"
327,"8995"
328,"6236"
329,"4310"
330,"2898"
331,"1806"
332,"1204"
333,"855"
334,"571"
335,"459"
336,"401"
337,"328"
338,"299"
339,"321"
340,"371"
341,"454"
342,"578"
343,"761"
344,"955"
345,"1391"
346,"1882"
347,"2528"
348,"3080"
349,"3795"
350,"4447"
351,"4834"
352,"5204"
353,"5263"
354,"5083"
355,"4763"
356,"4096"
357,"3432"
358,"2673"
359,"2116"
360,"1501"
361,"1116"
362,"713"
363,"498"
364,"324"
365,"247"
366,"156"
367,"102"
368,"89"
369,"70"
370,"64"
371,"57"
372,"68"
373,"73"
374,"58"
375,"69"
376,"61"
377,"58"
378,"60"
379,"37"
380,"54"
381,"54"
382,"57"
383,"51"
384,"43"
385,"39"
386,"36"
387,"43"
388,"27"
389,"25"
390,"20"
391,"27"
392,"20"
393,"23"
394,"15"
395,"19"
396,"12"
397,"13"
398,"19"
399,"17"
400,"23"
401,"20"
402,"17"
403,"15"
404,"19"
405,"15"
406,"12"
407,"16"
408,"18"
409,"13"
410,"16"
411,"9"
412,"15"
413,"22"
414,"21"
415,"25"
416,"14"
417,"25"
418,"14"
419,"14"
420,"20"
421,"16"
422,"24"
423,"17"
424,"9"
425,"19"
426,"14"
427,"15"
428,"14"
429,"23"
430,"13"
431,"27"
432,"17"
433,"20"
434,"29"
435,"12"
436,"12"
437,"12"
438,"11"
439,"11"
440,"8"
441,"13"
442,"8"
443,"9"
444,"6"
445,"11"
446,"13"
447,"5"
448,"4"
449,"7"
450,"6"
451,"12"
452,"9"
453,"10"
454,"14"
455,"16"
456,"15"
457,"15"
458,"17"
459,"26"
460,"17"
461,"22"
462,"18"
463,"30"
464,"18"
465,"21"
466,"19"
467,"9"
468,"16"
469,"9"
470,"11"
471,"3"
472,"2"
473,"8"
474,"8"
475,"7"
476,"10"
477,"17"
478,"12"
479,"8"
480,"16"
481,"10"
482,"12"
483,"16"
484,"9"
485,"16"
486,"15"
487,"13"
488,"8"
489,"7"
490,"13"
491,"10"
492,"6"
493,"11"
494,"10"
495,"11"
496,"8"
497,"7"
498,"8"
499,"8"
500,"4"
501,"11"
502,"10"
503,"12"
504,"3"
505,"8"
506,"10"
507,"9"
508,"6"
509,"3"
510,"12"
511,"9"
512,"12"
513,"9"
514,"5"
515,"6"
516,"10"
517,"9"
518,"12"
519,"10"
520,"19"
521,"20"
522,"21"
523,"20"
524,"30"
525,"26"
526,"25"
527,"25"
528,"25"
529,"21"
530,"24"
531,"21"
532,"17"
533,"24"
534,"10"
535,"14"
536,"7"
537,"7"
538,"6"
539,"9"
540,"4"
541,"5"
542,"5"
543,"6"
544,"5"
545,"5"
546,"3"
547,"3"
548,"7"
549,"2"
550,"10"
551,"8"
552,"11"
553,"6"
554,"7"
555,"11"
556,"5"
557,"4"
558,"14"
559,"15"
560,"8"
561,"10"
562,"12"
563,"10"
564,"10"
565,"12"
566,"7"
567,"6"
568,"8"
569,"5"
570,"9"
571,"13"
572,"8"
573,"4"
574,"3"
575,"6"
576,"7"
577,"7"
578,"6"
579,"4"
580,"2"
581,"5"
582,"8"
583,"9"
584,"5"
585,"8"
586,"7"
587,"8"
588,"6"
589,"7"
590,"12"
591,"10"
592,"14"
593,"6"
594,"6"
595,"8"
596,"8"
597,"4"
598,"7"
599,"5"
600,"6"
601,"5"
602,"8"
603,"8"
604,"7"
605,"3"
606,"8"
607,"7"
608,"3"
609,"6"
610,"4"
611,"7"
612,"8"
613,"9"
614,"5"
615,"5"
616,"13"
617,"6"
618,"7"
619,"10"
620,"7"
621,"13"
622,"10"
623,"15"
624,"14"
625,"11"
626,"12"
627,"18"
628,"25"
629,"22"
630,"12"
631,"19"
632,"26"
633,"23"
634,"33"
635,"36"
636,"45"
637,"36"
638,"40"
639,"46"
640,"36"
641,"36"
642,"39"
643,"42"
644,"52"
645,"46"
646,"52"
647,"38"
648,"42"
649,"39"
650,"40"
651,"34"
652,"29"
653,"36"
654,"27"
655,"19"
656,"22"
657,"12"
658,"14"
659,"7"
660,"9"
661,"12"
662,"12"
663,"19"
664,"21"
665,"12"
666,"21"
667,"17"
668,"19"
669,"27"
670,"29"
671,"26"
672,"32"
673,"27"
674,"35"
675,"14"
676,"21"
677,"21"
678,"26"
679,"15"
680,"18"
681,"11"
682,"20"
683,"13"
684,"7"
685,"7"
686,"6"
687,"7"
688,"11"
689,"5"
690,"3"
691,"3"
692,"7"
693,"4"
694,"10"
695,"4"
696,"7"
697,"5"
698,"10"
699,"12"
700,"17"
701,"22"
702,"32"
703,"25"
704,"31"
705,"33"
706,"26"
707,"41"
708,"24"
709,"36"
710,"36"
711,"37"
712,"37"
713,"32"
714,"23"
715,"25"
716,"11"
717,"5"
718,"13"
719,"14"
720,"7"
721,"9"
722,"9"
723,"9"
724,"5"
725,"10"
726,"7"
727,"5"
728,"10"
729,"5"
730,"8"
731,"8"
732,"3"
733,"12"
734,"9"
735,"7"
736,"11"
737,"12"
738,"18"
739,"12"
740,"13"
741,"23"
742,"19"
743,"16"
744,"27"
745,"20"
746,"26"
747,"30"
748,"23"
749,"24"
750,"27"
751,"18"
752,"20"
753,"14"
754,"12"
755,"9"
756,"14"
757,"12"
758,"7"
759,"8"
760,"9"
761,"8"
762,"11"
763,"10"
764,"10"
765,"8"
766,"7"
767,"7"
768,"11"
769,"8"
770,"14"
771,"13"
772,"20"
773,"25"
774,"24"
775,"35"
776,"64"
777,"69"
778,"117"
779,"123"
780,"149"
781,"178"
782,"205"
783,"256"
784,"297"
785,"315"
786,"313"
787,"323"
788,"338"
789,"292"
790,"277"
791,"276"
792,"254"
793,"238"
794,"180"
795,"144"
796,"122"
797,"110"
798,"84"
799,"47"
800,"48"
801,"31"
802,"35"
803,"34"
804,"28"
805,"28"
806,"33"
807,"30"
808,"41"
809,"35"
810,"46"
811,"23"
812,"29"
813,"37"
814,"31"
815,"22"
816,"24"
817,"20"
818,"27"
819,"20"
820,"21"
821,"27"
822,"29"
823,"25"
824,"23"
825,"41"
826,"28"
827,"28"
828,"26"
829,"39"
830,"40"
831,"24"
832,"28"
833,"39"
834,"28"
835,"27"
836,"18"
837,"23"
838,"26"
839,"18"
840,"28"
841,"16"
842,"16"
843,"17"
844,"10"
845,"16"
846,"16"
847,"13"
848,"12"
849,"14"
850,"8"
851,"14"
852,"14"
853,"16"
854,"19"
855,"10"
856,"13"
857,"10"
858,"16"
859,"9"
860,"18"
861,"17"
862,"13"
863,"16"
864,"15"
865,"14"
866,"14"
867,"18"
868,"7"
869,"27"
870,"15"
871,"19"
872,"30"
873,"19"
874,"38"
875,"40"
876,"44"
877,"43"
878,"50"
879,"54"
880,"68"
881,"71"
882,"75"
883,"74"
884,"77"
885,"63"
886,"73"
887,"61"
888,"58"
889,"52"
890,"44"
891,"39"
892,"46"
893,"32"
894,"29"
895,"26"
896,"33"
897,"25"
898,"35"
899,"21"
900,"30"
901,"34"
902,"26"
903,"25"
904,"22"
905,"26"
906,"20"
907,"20"
908,"22"
909,"25"
910,"31"
911,"23"
912,"32"
913,"23"
914,"29"
915,"41"
916,"39"
917,"28"
918,"31"
919,"21"
920,"30"
921,"31"
922,"39"
923,"50"
924,"34"
925,"42"
926,"31"
927,"46"
928,"52"
929,"42"
930,"58"
931,"44"
932,"47"
933,"49"
934,"48"
935,"46"
936,"70"
937,"58"
938,"61"
939,"51"
940,"61"
941,"71"
942,"79"
943,"82"
944,"74"
945,"77"
946,"91"
947,"86"
948,"78"
949,"87"
950,"96"
951,"92"
952,"92"
953,"96"
954,"78"
955,"84"
956,"105"
957,"96"
958,"86"
959,"86"
960,"103"
961,"86"
962,"93"
963,"67"
964,"79"
965,"58"
966,"62"
967,"82"
968,"59"
969,"83"
970,"58"
971,"77"
972,"70"
973,"75"
974,"65"
975,"73"
976,"60"
977,"61"
978,"57"
979,"57"
980,"69"
981,"64"
982,"42"
983,"57"
984,"60"
985,"55"
986,"59"
987,"68"
988,"48"
989,"52"
990,"62"
991,"51"
992,"61"
993,"59"
994,"59"
995,"70"
996,"78"
997,"91"
998,"97"
999,"95"
1000,"115"
1001,"119"
1002,"134"
1003,"109"
1004,"132"
1005,"137"
1006,"160"
1007,"139"
1008,"150"
1009,"179"
1010,"151"
1011,"157"
1012,"133"
1013,"141"
1014,"126"
1015,"120"
1016,"113"
1017,"104"
1018,"99"
1019,"88"
1020,"87"
1021,"81"
1022,"69"
1023,"70"
1024,"58"
1025,"65"
1026,"51"
1027,"71"
1028,"62"
1029,"62"
1030,"57"
1031,"53"
1032,"55"
1033,"71"
1034,"56"
1035,"53"
1036,"61"
1037,"55"
1038,"49"
1039,"68"
1040,"79"
1041,"76"
1042,"85"
1043,"65"
1044,"75"
1045,"78"
1046,"73"
1047,"72"
1048,"73"
1049,"68"
1050,"75"
1051,"70"
1052,"64"
1053,"80"
1054,"64"
1055,"83"
1056,"85"
1057,"99"
1058,"74"
1059,"106"
1060,"89"
1061,"91"
1062,"80"
1063,"95"
1064,"97"
1065,"80"
1066,"99"
1067,"107"
1068,"104"
1069,"102"
1070,"88"
1071,"95"
1072,"103"
1073,"83"
1074,"95"
1075,"115"
1076,"106"
1077,"70"
1078,"97"
1079,"120"
1080,"99"
1081,"86"
1082,"105"
1083,"101"
1084,"107"
1085,"94"
1086,"108"
1087,"84"
1088,"106"
1089,"86"
1090,"94"
1091,"94"
1092,"97"
1093,"88"
1094,"98"
1095,"94"
1096,"93"
1097,"102"
1098,"101"
1099,"92"
1100,"85"
1101,"96"
1102,"119"
1103,"104"
1104,"107"
1105,"98"
1106,"84"
1107,"87"
1108,"118"
1109,"96"
1110,"99"
1111,"104"
1112,"102"
1113,"92"
1114,"92"
1115,"126"
1116,"108"
1117,"104"
1118,"74"
1119,"103"
1120,"87"
1121,"95"
1122,"100"
1123,"94"
1124,"113"
1125,"114"
1126,"109"
1127,"122"
1128,"121"
1129,"144"
1130,"116"
1131,"121"
1132,"143"
1133,"141"
1134,"139"
1135,"161"
1136,"126"
1137,"168"
1138,"146"
1139,"156"
1140,"134"
1141,"146"
1142,"111"
1143,"120"
1144,"105"
1145,"116"
1146,"115"
1147,"111"
1148,"109"
1149,"95"
1150,"123"
1151,"109"
1152,"130"
1153,"121"
1154,"112"
1155,"112"
1156,"91"
1157,"116"
1158,"118"
1159,"120"
1160,"110"
1161,"107"
1162,"120"
1163,"126"
1164,"129"
1165,"108"
1166,"114"
1167,"98"
1168,"111"
1169,"94"
1170,"113"
1171,"108"
1172,"105"
1173,"109"
1174,"98"
1175,"122"
1176,"92"
1177,"108"
1178,"107"
1179,"111"
1180,"121"
1181,"111"
1182,"125"
1183,"109"
1184,"115"
1185,"114"
1186,"105"
1187,"126"
1188,"111"
1189,"90"
1190,"103"
1191,"121"
1192,"128"
1193,"121"
1194,"122"
1195,"123"
1196,"110"
1197,"115"
1198,"111"
1199,"121"
1200,"113"
1201,"113"
1202,"123"
1203,"117"
1204,"117"
1205,"120"
1206,"109"
1207,"100"
1208,"107"
1209,"124"
1210,"133"
1211,"124"
1212,"130"
1213,"103"
1214,"128"
1215,"106"
1216,"124"
1217,"106"
1218,"113"
1219,"120"
1220,"122"
1221,"138"
1222,"121"
1223,"124"
1224,"125"
1225,"132"
1226,"138"
1227,"151"
1228,"133"
1229,"149"
1230,"128"
1231,"118"
1232,"120"
1233,"146"
1234,"131"
1235,"124"
1236,"150"
1237,"154"
1238,"160"
1239,"117"
1240,"129"
1241,"156"
1242,"139"
1243,"148"
1244,"147"
1245,"153"
1246,"154"
1247,"165"
1248,"154"
1249,"163"
1250,"172"
1251,"147"
1252,"180"
1253,"158"
1254,"183"
1255,"173"
1256,"181"
1257,"168"
1258,"172"
1259,"181"
1260,"156"
1261,"179"
1262,"179"
1263,"159"
1264,"179"
1265,"165"
1266,"168"
1267,"149"
1268,"180"
1269,"166"
1270,"186"
1271,"159"
1272,"167"
1273,"167"
1274,"171"
1275,"156"
1276,"166"
1277,"152"
1278,"177"
1279,"148"
1280,"160"
1281,"157"
1282,"171"
1283,"159"
1284,"171"
1285,"156"
1286,"153"
1287,"138"
1288,"176"
1289,"193"
1290,"155"
1291,"152"
