Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130318-brickn679-300sec-7"
Duration Time,300
Ambient Temperature,"104.0"
Detector Temperature,"-38.0"
Valid Accumulated Counts,"385740"
Raw Accumulated Counts,"438452"
Valid Count Last Packet,"1301"
Raw Count Last Packet,"1462"
Live Time,286.410767
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"1"
4,"1"
5,"0"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"1"
19,"1"
20,"1"
21,"2"
22,"4"
23,"5"
24,"12"
25,"19"
26,"16"
27,"43"
28,"59"
29,"74"
30,"93"
31,"94"
32,"137"
33,"138"
34,"129"
35,"139"
36,"142"
37,"158"
38,"172"
39,"153"
40,"168"
41,"192"
42,"191"
43,"165"
44,"156"
45,"168"
46,"173"
47,"143"
48,"202"
49,"178"
50,"200"
51,"199"
52,"206"
53,"193"
54,"181"
55,"184"
56,"205"
57,"215"
58,"185"
59,"203"
60,"215"
61,"230"
62,"212"
63,"201"
64,"204"
65,"216"
66,"221"
67,"214"
68,"211"
69,"192"
70,"215"
71,"193"
72,"193"
73,"201"
74,"218"
75,"179"
76,"182"
77,"192"
78,"172"
79,"187"
80,"165"
81,"166"
82,"178"
83,"182"
84,"203"
85,"187"
86,"169"
87,"194"
88,"166"
89,"168"
90,"171"
91,"158"
92,"151"
93,"170"
94,"162"
95,"161"
96,"163"
97,"139"
98,"143"
99,"155"
100,"152"
101,"157"
102,"155"
103,"119"
104,"144"
105,"138"
106,"150"
107,"164"
108,"123"
109,"136"
110,"142"
111,"144"
112,"138"
113,"134"
114,"130"
115,"134"
116,"142"
117,"120"
118,"127"
119,"131"
120,"141"
121,"126"
122,"121"
123,"130"
124,"142"
125,"110"
126,"135"
127,"114"
128,"116"
129,"132"
130,"107"
131,"132"
132,"117"
133,"131"
134,"105"
135,"111"
136,"116"
137,"118"
138,"106"
139,"117"
140,"115"
141,"114"
142,"110"
143,"126"
144,"105"
145,"118"
146,"108"
147,"127"
148,"105"
149,"99"
150,"110"
151,"97"
152,"106"
153,"100"
154,"93"
155,"89"
156,"116"
157,"114"
158,"93"
159,"118"
160,"109"
161,"126"
162,"126"
163,"127"
164,"142"
165,"136"
166,"142"
167,"127"
168,"144"
169,"140"
170,"104"
171,"91"
172,"101"
173,"91"
174,"92"
175,"109"
176,"82"
177,"71"
178,"79"
179,"78"
180,"74"
181,"86"
182,"100"
183,"92"
184,"72"
185,"64"
186,"78"
187,"67"
188,"61"
189,"69"
190,"73"
191,"56"
192,"63"
193,"55"
194,"59"
195,"41"
196,"53"
197,"67"
198,"48"
199,"50"
200,"66"
201,"48"
202,"48"
203,"51"
204,"59"
205,"51"
206,"41"
207,"45"
208,"49"
209,"36"
210,"45"
211,"40"
212,"39"
213,"34"
214,"32"
215,"43"
216,"43"
217,"56"
218,"48"
219,"78"
220,"68"
221,"86"
222,"99"
223,"91"
224,"129"
225,"115"
226,"114"
227,"120"
228,"127"
229,"105"
230,"90"
231,"87"
232,"87"
233,"93"
234,"75"
235,"51"
236,"60"
237,"51"
238,"47"
239,"43"
240,"45"
241,"38"
242,"35"
243,"43"
244,"62"
245,"35"
246,"33"
247,"42"
248,"57"
249,"46"
250,"53"
251,"28"
252,"27"
253,"33"
254,"29"
255,"27"
256,"25"
257,"24"
258,"34"
259,"26"
260,"26"
261,"34"
262,"25"
263,"18"
264,"28"
265,"33"
266,"25"
267,"30"
268,"37"
269,"24"
270,"28"
271,"26"
272,"26"
273,"32"
274,"26"
275,"20"
276,"30"
277,"18"
278,"25"
279,"19"
280,"22"
281,"20"
282,"16"
283,"19"
284,"24"
285,"27"
286,"26"
287,"35"
288,"40"
289,"54"
290,"56"
291,"77"
292,"87"
293,"84"
