Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130213-KKH1.02-300sec-4"
Duration Time,300
Ambient Temperature,"100.6"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"402143"
Raw Accumulated Counts,"448269"
Valid Count Last Packet,"1358"
Raw Count Last Packet,"1494"
Live Time,286.011139
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,780
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"1"
4,"1"
5,"2"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"1"
18,"0"
19,"2"
20,"4"
21,"1"
22,"4"
23,"6"
24,"6"
25,"14"
26,"13"
27,"25"
28,"44"
29,"55"
30,"72"
31,"72"
32,"73"
33,"97"
34,"111"
35,"134"
36,"114"
37,"143"
38,"123"
39,"134"
40,"99"
41,"116"
42,"133"
43,"116"
44,"106"
45,"144"
46,"123"
47,"137"
48,"137"
49,"127"
50,"132"
51,"127"
52,"113"
53,"129"
54,"135"
55,"163"
56,"136"
57,"164"
58,"147"
59,"178"
60,"155"
61,"148"
62,"186"
63,"147"
64,"160"
65,"164"
66,"166"
67,"163"
68,"171"
69,"162"
70,"160"
71,"160"
72,"148"
73,"158"
74,"136"
75,"179"
76,"152"
77,"137"
78,"126"
79,"145"
80,"134"
81,"137"
82,"147"
83,"145"
84,"127"
85,"139"
86,"130"
87,"134"
88,"137"
89,"136"
90,"130"
91,"134"
92,"133"
93,"131"
94,"132"
95,"136"
96,"111"
97,"133"
98,"144"
99,"115"
100,"131"
101,"113"
102,"125"
103,"116"
104,"115"
105,"121"
106,"103"
107,"90"
108,"117"
109,"99"
110,"116"
111,"87"
112,"103"
113,"131"
114,"95"
115,"104"
116,"101"
117,"125"
118,"91"
119,"108"
120,"80"
121,"79"
122,"87"
123,"112"
124,"91"
125,"83"
126,"99"
127,"82"
128,"76"
129,"81"
130,"94"
131,"90"
132,"92"
133,"87"
134,"99"
135,"80"
136,"82"
137,"90"
138,"84"
139,"87"
140,"83"
141,"85"
142,"74"
143,"87"
144,"97"
145,"72"
146,"90"
147,"78"
148,"89"
149,"77"
150,"102"
151,"84"
152,"80"
153,"88"
154,"90"
155,"75"
156,"76"
157,"76"
158,"100"
159,"63"
160,"102"
161,"110"
162,"131"
163,"111"
164,"116"
165,"113"
166,"135"
167,"145"
168,"126"
169,"122"
170,"100"
171,"94"
172,"96"
173,"87"
174,"66"
175,"73"
176,"65"
177,"74"
178,"71"
179,"64"
180,"76"
181,"74"
182,"74"
183,"68"
184,"63"
185,"66"
186,"70"
187,"68"
188,"61"
189,"63"
