Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130228-KKH2.08-300sec-2"
Duration Time,300
Ambient Temperature,"89.3"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"467402"
Raw Accumulated Counts,"528680"
Valid Count Last Packet,"1557"
Raw Count Last Packet,"1798"
Live Time,283.626312
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,1021
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"0"
7,"1"
8,"0"
9,"0"
10,"0"
11,"2"
12,"0"
13,"0"
14,"0"
15,"1"
16,"1"
17,"0"
18,"0"
19,"2"
20,"2"
21,"4"
22,"3"
23,"8"
24,"14"
25,"21"
26,"27"
27,"35"
28,"52"
29,"78"
30,"84"
31,"95"
32,"132"
33,"152"
34,"149"
35,"149"
36,"164"
37,"172"
38,"190"
39,"157"
40,"191"
41,"186"
42,"176"
43,"197"
44,"181"
45,"144"
46,"157"
47,"173"
48,"163"
49,"190"
50,"198"
51,"189"
52,"201"
53,"184"
54,"190"
55,"202"
56,"207"
57,"194"
58,"191"
59,"223"
60,"233"
61,"206"
62,"205"
63,"215"
64,"198"
65,"205"
66,"238"
67,"186"
68,"220"
69,"206"
70,"214"
71,"184"
72,"187"
73,"212"
74,"197"
75,"160"
76,"201"
77,"183"
78,"171"
79,"159"
80,"175"
81,"182"
82,"173"
83,"174"
84,"184"
85,"188"
86,"174"
87,"154"
88,"168"
89,"168"
90,"168"
91,"167"
92,"165"
93,"159"
94,"174"
95,"163"
96,"155"
97,"182"
98,"173"
99,"131"
100,"157"
101,"133"
102,"167"
103,"148"
104,"131"
105,"148"
106,"148"
107,"169"
108,"144"
109,"134"
110,"144"
111,"136"
112,"150"
113,"140"
114,"151"
115,"133"
116,"108"
117,"129"
118,"139"
119,"119"
120,"148"
121,"132"
122,"142"
123,"138"
124,"133"
125,"130"
126,"113"
127,"138"
128,"138"
129,"123"
130,"140"
131,"106"
132,"138"
133,"102"
134,"130"
135,"137"
136,"115"
137,"128"
138,"120"
139,"96"
140,"119"
141,"108"
142,"107"
143,"126"
144,"113"
145,"111"
146,"117"
147,"111"
148,"111"
149,"97"
150,"102"
151,"100"
152,"128"
153,"102"
154,"101"
155,"106"
156,"105"
157,"106"
158,"122"
159,"120"
160,"145"
161,"144"
162,"169"
163,"198"
164,"205"
165,"179"
166,"207"
167,"193"
168,"168"
169,"153"
170,"144"
171,"119"
172,"112"
173,"103"
174,"91"
175,"92"
176,"100"
177,"108"
178,"121"
179,"128"
180,"137"
181,"137"
182,"150"
183,"157"
184,"144"
185,"164"
186,"128"
187,"112"
188,"135"
189,"119"
190,"101"
191,"102"
192,"87"
193,"66"
194,"67"
195,"61"
196,"74"
197,"86"
198,"80"
199,"85"
200,"82"
201,"91"
202,"67"
203,"65"
204,"49"
205,"58"
206,"58"
207,"67"
208,"56"
209,"54"
210,"42"
211,"47"
212,"50"
213,"55"
214,"48"
215,"62"
216,"44"
217,"64"
218,"80"
219,"73"
220,"99"
221,"111"
222,"152"
223,"159"
224,"157"
225,"161"
226,"156"
227,"163"
228,"150"
229,"139"
230,"115"
231,"117"
232,"111"
233,"122"
234,"96"
235,"77"
236,"72"
237,"67"
238,"63"
239,"58"
240,"61"
241,"59"
242,"67"
243,"58"
244,"60"
245,"73"
246,"57"
247,"56"
248,"61"
249,"54"
250,"47"
251,"53"
252,"42"
253,"33"
254,"30"
255,"27"
256,"35"
257,"32"
258,"30"
259,"32"
260,"27"
261,"34"
262,"31"
263,"36"
264,"37"
265,"27"
266,"42"
267,"39"
268,"31"
269,"39"
270,"27"
271,"40"
272,"29"
273,"23"
274,"35"
275,"24"
276,"35"
277,"22"
278,"25"
279,"29"
280,"18"
281,"27"
282,"27"
283,"26"
284,"32"
285,"29"
286,"31"
287,"36"
288,"36"
289,"31"
290,"37"
291,"45"
292,"30"
293,"49"
294,"50"
295,"57"
296,"46"
297,"58"
298,"53"
299,"54"
300,"54"
301,"59"
302,"47"
303,"59"
304,"57"
305,"77"
306,"101"
307,"154"
308,"252"
309,"467"
310,"771"
311,"1233"
312,"1880"
313,"2882"
314,"4036"
315,"5461"
316,"6937"
317,"8450"
318,"9680"
319,"10446"
320,"10834"
321,"10447"
322,"9556"
323,"8564"
324,"7377"
325,"5870"
326,"4523"
327,"3251"
328,"2328"
329,"1586"
330,"1095"
331,"714"
332,"503"
333,"366"
334,"317"
335,"228"
336,"194"
337,"168"
338,"154"
339,"190"
340,"197"
341,"237"
342,"255"
343,"363"
344,"426"
345,"512"
346,"699"
347,"944"
348,"1121"
349,"1364"
350,"1610"
351,"1737"
352,"1932"
353,"1884"
354,"1838"
355,"1635"
356,"1450"
357,"1203"
358,"1046"
359,"784"
360,"565"
361,"429"
362,"292"
363,"213"
364,"140"
365,"101"
366,"92"
367,"70"
368,"50"
369,"69"
370,"59"
371,"64"
372,"73"
373,"76"
374,"55"
375,"66"
376,"58"
377,"47"
378,"61"
379,"45"
380,"31"
381,"32"
382,"41"
383,"34"
384,"32"
385,"37"
386,"30"
387,"34"
388,"22"
389,"19"
390,"12"
391,"20"
392,"21"
393,"14"
394,"17"
395,"13"
396,"21"
397,"17"
398,"21"
399,"19"
400,"17"
401,"18"
402,"17"
403,"24"
404,"19"
405,"12"
406,"20"
407,"20"
408,"14"
409,"16"
410,"15"
411,"20"
412,"22"
413,"20"
414,"13"
415,"16"
416,"23"
417,"18"
418,"22"
419,"17"
420,"18"
421,"18"
422,"21"
423,"16"
424,"20"
425,"16"
426,"12"
427,"14"
428,"14"
429,"14"
430,"16"
431,"12"
432,"13"
433,"7"
434,"13"
435,"11"
436,"14"
437,"13"
438,"12"
439,"8"
440,"8"
441,"8"
442,"9"
443,"10"
444,"13"
445,"13"
446,"6"
447,"5"
448,"6"
449,"10"
450,"14"
451,"13"
452,"10"
453,"6"
454,"11"
455,"11"
456,"4"
457,"13"
458,"9"
459,"7"
460,"17"
461,"9"
462,"6"
463,"8"
464,"16"
465,"12"
466,"11"
467,"12"
468,"11"
469,"9"
470,"9"
471,"10"
472,"17"
473,"12"
474,"11"
475,"9"
476,"10"
477,"19"
478,"15"
479,"20"
480,"24"
481,"15"
482,"17"
483,"23"
484,"16"
485,"17"
486,"18"
487,"24"
488,"20"
489,"15"
490,"20"
491,"20"
492,"16"
493,"8"
494,"12"
495,"19"
496,"6"
497,"10"
498,"12"
499,"14"
500,"4"
501,"9"
502,"11"
503,"5"
504,"13"
505,"8"
506,"12"
507,"7"
508,"6"
509,"10"
510,"10"
511,"8"
512,"8"
513,"4"
514,"9"
515,"3"
516,"8"
517,"12"
518,"6"
519,"11"
520,"7"
521,"8"
522,"15"
523,"21"
524,"10"
525,"19"
526,"17"
527,"14"
528,"11"
529,"14"
530,"16"
531,"15"
532,"15"
533,"7"
534,"7"
535,"6"
536,"13"
537,"16"
538,"5"
539,"6"
540,"6"
541,"3"
542,"4"
543,"11"
544,"8"
545,"7"
546,"7"
547,"3"
548,"7"
549,"5"
550,"7"
551,"6"
552,"7"
553,"12"
554,"9"
555,"4"
556,"10"
557,"6"
558,"3"
559,"11"
560,"10"
561,"3"
562,"13"
563,"8"
564,"9"
565,"11"
566,"6"
567,"10"
568,"11"
569,"6"
570,"5"
571,"8"
572,"2"
573,"4"
574,"5"
575,"9"
576,"12"
577,"10"
578,"8"
579,"8"
580,"4"
581,"11"
582,"8"
583,"7"
584,"5"
585,"5"
586,"11"
587,"13"
588,"6"
589,"5"
590,"11"
591,"5"
592,"11"
593,"8"
594,"8"
595,"11"
596,"8"
597,"11"
598,"12"
599,"16"
600,"14"
601,"6"
602,"9"
603,"6"
604,"6"
605,"12"
606,"6"
607,"11"
608,"5"
609,"7"
610,"11"
611,"7"
612,"4"
613,"6"
614,"11"
615,"4"
616,"13"
617,"10"
618,"9"
619,"6"
620,"9"
621,"5"
622,"12"
623,"10"
624,"19"
625,"10"
626,"18"
627,"9"
628,"16"
629,"9"
630,"10"
631,"18"
632,"17"
633,"19"
634,"18"
635,"17"
636,"18"
637,"16"
638,"24"
639,"26"
640,"15"
641,"31"
642,"28"
643,"35"
644,"38"
645,"28"
