Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130211-KransvleiCH011-300sec-9"
Duration Time,300
Ambient Temperature,"100.9"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"332866"
Raw Accumulated Counts,"382713"
Valid Count Last Packet,"1178"
Raw Count Last Packet,"1329"
Live Time,288.176178
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,777
Channel#,Intensity
0,"1"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"1"
20,"0"
21,"3"
22,"4"
23,"10"
24,"9"
25,"18"
26,"26"
27,"31"
28,"49"
29,"65"
30,"76"
31,"103"
32,"119"
33,"143"
34,"120"
35,"146"
36,"139"
37,"165"
38,"160"
39,"149"
40,"170"
41,"139"
42,"153"
43,"163"
44,"193"
45,"180"
46,"149"
47,"173"
48,"185"
49,"188"
50,"162"
51,"176"
52,"178"
53,"199"
54,"180"
55,"206"
56,"199"
57,"231"
58,"204"
59,"198"
60,"187"
61,"203"
62,"210"
63,"218"
64,"232"
65,"194"
66,"203"
67,"225"
68,"217"
69,"196"
70,"220"
71,"192"
72,"184"
73,"179"
74,"196"
75,"198"
76,"200"
77,"215"
78,"167"
79,"178"
80,"183"
81,"170"
82,"156"
83,"168"
84,"184"
85,"170"
86,"158"
87,"184"
88,"176"
89,"176"
90,"157"
91,"163"
92,"163"
93,"184"
94,"142"
95,"161"
96,"160"
97,"131"
98,"172"
99,"146"
100,"154"
101,"142"
102,"153"
103,"132"
104,"141"
105,"149"
106,"145"
107,"148"
108,"141"
109,"156"
110,"130"
111,"144"
112,"148"
113,"123"
114,"129"
115,"126"
116,"123"
117,"118"
118,"121"
119,"140"
120,"125"
121,"130"
122,"123"
123,"124"
124,"128"
125,"128"
126,"116"
127,"107"
128,"120"
129,"129"
130,"112"
131,"119"
132,"113"
133,"122"
134,"84"
135,"112"
136,"112"
137,"109"
138,"104"
139,"114"
140,"121"
141,"105"
142,"100"
143,"116"
144,"105"
145,"122"
146,"105"
147,"128"
148,"102"
149,"96"
150,"116"
151,"95"
152,"98"
153,"106"
154,"112"
155,"99"
156,"100"
157,"93"
158,"91"
159,"99"
160,"128"
161,"115"
162,"130"
163,"118"
164,"141"
165,"137"
166,"126"
167,"117"
168,"115"
169,"119"
170,"95"
171,"87"
172,"87"
173,"77"
174,"94"
175,"77"
176,"84"
177,"63"
178,"70"
179,"84"
180,"85"
181,"90"
182,"69"
183,"84"
184,"67"
185,"79"
186,"78"
187,"75"
188,"59"
189,"50"
190,"57"
191,"54"
192,"61"
193,"55"
194,"48"
195,"49"
196,"61"
197,"48"
198,"53"
199,"53"
200,"59"
201,"56"
202,"40"
203,"50"
204,"52"
205,"55"
206,"45"
207,"52"
208,"39"
209,"41"
210,"40"
211,"35"
212,"40"
213,"37"
214,"34"
215,"38"
216,"37"
217,"31"
218,"52"
219,"33"
220,"58"
221,"58"
222,"72"
223,"55"
224,"63"
225,"70"
226,"72"
227,"62"
228,"77"
229,"63"
230,"60"
231,"74"
232,"54"
233,"64"
234,"34"
235,"39"
236,"32"
237,"30"
238,"43"
239,"39"
240,"32"
241,"30"
242,"36"
243,"27"
244,"45"
245,"28"
246,"25"
247,"31"
248,"30"
249,"26"
250,"21"
251,"24"
252,"28"
253,"18"
254,"31"
255,"21"
256,"31"
257,"18"
258,"25"
259,"13"
260,"30"
261,"34"
262,"28"
263,"23"
264,"21"
265,"17"
266,"20"
267,"8"
268,"27"
269,"17"
270,"31"
271,"20"
272,"8"
273,"17"
274,"21"
275,"14"
276,"8"
277,"15"
278,"16"
279,"18"
280,"7"
281,"18"
282,"18"
283,"16"
284,"16"
285,"14"
286,"10"
287,"15"
288,"20"
289,"18"
290,"18"
291,"15"
292,"10"
293,"17"
294,"15"
295,"21"
296,"17"
297,"17"
298,"22"
299,"19"
300,"15"
301,"20"
302,"21"
303,"22"
304,"23"
305,"31"
306,"51"
307,"52"
308,"109"
309,"145"
310,"263"
311,"412"
312,"641"
313,"893"
314,"1293"
315,"1787"
316,"2320"
317,"2733"
318,"3121"
319,"3324"
320,"3501"
321,"3514"
322,"3271"
323,"2814"
324,"2324"
325,"1893"
326,"1442"
327,"1071"
328,"733"
329,"519"
330,"352"
331,"235"
332,"171"
333,"118"
334,"96"
335,"79"
336,"69"
337,"60"
338,"54"
339,"65"
340,"66"
341,"64"
342,"90"
343,"112"
344,"146"
345,"170"
346,"257"
347,"327"
348,"369"
349,"496"
350,"535"
351,"611"
352,"690"
353,"631"
354,"618"
355,"577"
356,"452"
357,"427"
358,"331"
359,"289"
360,"208"
361,"143"
362,"137"
363,"56"
364,"62"
365,"48"
366,"46"
367,"48"
368,"43"
369,"29"
370,"51"
371,"52"
372,"54"
373,"43"
374,"58"
375,"44"
376,"48"
377,"48"
378,"32"
379,"32"
380,"18"
381,"29"
382,"22"
383,"18"
384,"21"
385,"12"
386,"16"
387,"10"
388,"9"
389,"6"
390,"7"
391,"12"
392,"16"
393,"17"
394,"11"
395,"9"
396,"17"
397,"13"
398,"13"
399,"19"
400,"13"
401,"12"
402,"11"
403,"14"
404,"14"
405,"8"
406,"9"
407,"12"
408,"8"
409,"18"
410,"13"
411,"18"
412,"19"
413,"18"
414,"18"
415,"22"
416,"20"
417,"23"
418,"25"
419,"20"
420,"19"
421,"15"
422,"21"
423,"16"
424,"9"
425,"13"
426,"18"
427,"14"
428,"9"
429,"11"
430,"14"
431,"11"
432,"13"
433,"14"
434,"13"
435,"15"
436,"11"
437,"13"
438,"11"
439,"12"
440,"8"
441,"9"
442,"4"
443,"4"
444,"8"
445,"7"
446,"10"
447,"10"
448,"6"
449,"7"
450,"13"
451,"9"
452,"13"
453,"5"
454,"10"
455,"7"
456,"7"
457,"5"
458,"12"
459,"8"
460,"12"
461,"8"
462,"12"
463,"6"
464,"11"
465,"7"
466,"13"
467,"9"
468,"7"
469,"11"
470,"6"
471,"6"
472,"11"
473,"8"
474,"8"
475,"18"
476,"10"
477,"10"
478,"18"
479,"17"
480,"11"
481,"18"
482,"15"
483,"20"
484,"16"
485,"18"
486,"15"
487,"18"
488,"11"
489,"17"
490,"14"
491,"13"
492,"8"
493,"6"
494,"11"
495,"9"
496,"11"
497,"10"
498,"7"
499,"10"
500,"13"
501,"10"
502,"8"
503,"7"
504,"14"
505,"8"
506,"5"
507,"6"
508,"6"
509,"4"
510,"4"
511,"6"
512,"6"
513,"5"
514,"4"
515,"7"
516,"7"
517,"5"
518,"8"
519,"6"
520,"4"
521,"9"
522,"11"
523,"8"
524,"10"
525,"6"
526,"13"
527,"13"
528,"15"
529,"7"
530,"8"
531,"7"
532,"6"
533,"7"
534,"14"
535,"5"
536,"5"
537,"14"
538,"6"
539,"9"
540,"9"
541,"7"
542,"4"
543,"5"
544,"5"
545,"5"
546,"2"
547,"5"
548,"9"
549,"2"
550,"2"
551,"8"
552,"5"
553,"3"
554,"7"
555,"6"
556,"5"
557,"9"
558,"4"
559,"4"
560,"5"
561,"6"
562,"8"
563,"2"
564,"5"
565,"8"
566,"6"
567,"7"
568,"9"
569,"4"
570,"9"
571,"8"
572,"8"
573,"8"
574,"4"
575,"3"
576,"5"
577,"8"
578,"6"
579,"5"
580,"9"
581,"8"
582,"9"
583,"7"
584,"8"
585,"11"
586,"9"
587,"9"
588,"10"
589,"5"
590,"7"
591,"5"
592,"7"
593,"6"
594,"6"
595,"10"
596,"4"
597,"9"
598,"6"
599,"4"
600,"2"
601,"4"
602,"5"
603,"6"
604,"6"
605,"8"
606,"8"
607,"2"
608,"5"
609,"4"
610,"5"
611,"11"
612,"5"
613,"5"
614,"6"
615,"7"
616,"3"
617,"7"
618,"7"
619,"6"
620,"5"
621,"8"
622,"8"
623,"3"
624,"6"
625,"10"
626,"9"
627,"5"
628,"13"
629,"14"
630,"12"
631,"12"
632,"10"
633,"12"
634,"11"
635,"13"
636,"7"
637,"13"
638,"6"
639,"4"
640,"13"
641,"6"
642,"5"
643,"13"
644,"18"
645,"15"
646,"13"
647,"16"
648,"14"
649,"14"
650,"12"
651,"18"
652,"17"
653,"16"
654,"10"
655,"12"
656,"14"
657,"16"
658,"25"
659,"29"
660,"28"
661,"45"
662,"47"
663,"68"
664,"75"
665,"75"
666,"74"
667,"98"
668,"79"
669,"97"
670,"97"
671,"105"
672,"88"
673,"83"
674,"66"
675,"61"
676,"45"
677,"40"
678,"29"
679,"27"
680,"27"
681,"18"
682,"17"
683,"9"
684,"14"
685,"8"
686,"10"
687,"15"
688,"6"
689,"8"
690,"11"
691,"8"
692,"6"
693,"13"
694,"9"
695,"8"
696,"4"
697,"15"
698,"12"
699,"21"
700,"23"
701,"21"
702,"37"
703,"35"
704,"45"
705,"43"
706,"28"
707,"30"
708,"29"
709,"39"
710,"27"
711,"28"
712,"32"
713,"29"
714,"17"
715,"14"
716,"20"
717,"9"
718,"11"
719,"16"
720,"17"
721,"8"
722,"10"
723,"9"
724,"8"
725,"7"
726,"11"
727,"5"
728,"8"
729,"11"
730,"15"
731,"6"
732,"11"
733,"10"
734,"13"
735,"4"
736,"15"
737,"14"
738,"18"
739,"14"
740,"20"
741,"37"
742,"43"
743,"39"
744,"40"
745,"45"
746,"51"
747,"41"
748,"37"
749,"47"
750,"53"
751,"49"
752,"42"
753,"22"
754,"24"
755,"25"
756,"26"
757,"21"
758,"21"
759,"27"
760,"16"
761,"18"
762,"25"
763,"24"
764,"20"
765,"13"
766,"19"
767,"13"
768,"27"
769,"23"
770,"25"
771,"28"
772,"45"
773,"70"
774,"71"
775,"90"
776,"138"
777,"197"
778,"231"
779,"347"
780,"387"
781,"466"
782,"603"
783,"672"
784,"748"
785,"775"
786,"812"
787,"825"
788,"836"
789,"818"
790,"780"
791,"764"
792,"624"
793,"495"
794,"447"
795,"367"
796,"300"
797,"217"
798,"173"
799,"129"
800,"87"
801,"76"
802,"63"
803,"54"
804,"35"
805,"36"
806,"34"
807,"26"
808,"32"
809,"37"
810,"20"
811,"14"
812,"30"
813,"32"
814,"26"
815,"23"
816,"26"
817,"27"
818,"26"
819,"26"
820,"32"
821,"34"
822,"38"
823,"28"
824,"34"
825,"37"
826,"39"
827,"40"
828,"35"
829,"43"
830,"43"
831,"43"
832,"41"
833,"43"
834,"30"
835,"31"
836,"26"
837,"22"
838,"27"
839,"29"
840,"22"
841,"27"
842,"21"
843,"19"
844,"27"
845,"26"
846,"25"
847,"29"
848,"23"
849,"24"
850,"32"
851,"24"
852,"24"
853,"25"
854,"29"
855,"30"
856,"31"
857,"33"
858,"29"
859,"36"
860,"34"
861,"33"
862,"24"
863,"26"
864,"29"
865,"33"
866,"30"
867,"22"
