Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130211-KransvleiCH011-300sec-4"
Duration Time,300
Ambient Temperature,"98.6"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"301787"
Raw Accumulated Counts,"350220"
Valid Count Last Packet,"1033"
Raw Count Last Packet,"1227"
Live Time,289.198883
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,776
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"1"
5,"0"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"4"
21,"4"
22,"3"
23,"9"
24,"12"
25,"9"
26,"28"
27,"26"
28,"51"
29,"64"
30,"86"
31,"96"
32,"113"
33,"112"
34,"141"
35,"145"
36,"151"
37,"150"
38,"164"
39,"164"
40,"135"
41,"169"
42,"176"
43,"145"
44,"172"
45,"153"
46,"171"
47,"167"
48,"167"
49,"160"
50,"166"
51,"159"
52,"179"
53,"192"
54,"204"
55,"177"
56,"193"
57,"220"
58,"212"
59,"193"
60,"216"
61,"234"
62,"202"
63,"235"
64,"219"
65,"196"
66,"202"
67,"219"
68,"197"
69,"177"
70,"191"
71,"191"
72,"179"
73,"221"
74,"182"
75,"221"
76,"212"
77,"172"
78,"207"
79,"188"
80,"183"
81,"171"
82,"174"
83,"170"
84,"149"
85,"156"
86,"159"
87,"171"
88,"153"
89,"178"
90,"145"
91,"181"
92,"175"
93,"137"
94,"159"
95,"157"
96,"172"
97,"190"
98,"154"
99,"139"
100,"138"
101,"137"
102,"150"
103,"135"
104,"145"
105,"126"
106,"151"
107,"153"
108,"144"
109,"138"
110,"126"
111,"123"
112,"131"
113,"132"
114,"137"
115,"114"
116,"109"
117,"128"
118,"101"
119,"104"
120,"131"
121,"114"
122,"104"
123,"121"
124,"116"
125,"138"
126,"94"
127,"119"
128,"100"
129,"122"
130,"113"
131,"115"
132,"100"
133,"132"
134,"93"
135,"123"
136,"118"
137,"107"
138,"111"
139,"100"
140,"92"
141,"93"
142,"103"
143,"97"
144,"111"
145,"88"
146,"103"
147,"130"
148,"110"
149,"101"
150,"108"
151,"99"
152,"101"
153,"89"
154,"79"
155,"78"
156,"85"
157,"102"
158,"101"
159,"87"
160,"93"
161,"100"
162,"106"
163,"115"
164,"103"
165,"116"
166,"116"
167,"114"
168,"98"
169,"101"
170,"84"
171,"101"
172,"71"
173,"71"
174,"73"
175,"87"
176,"83"
177,"64"
178,"64"
179,"75"
180,"79"
181,"67"
182,"81"
183,"61"
184,"71"
185,"66"
186,"78"
187,"77"
188,"63"
189,"58"
190,"54"
191,"71"
192,"49"
193,"67"
194,"54"
195,"64"
196,"42"
197,"51"
198,"52"
199,"64"
200,"40"
201,"58"
202,"47"
203,"62"
204,"42"
205,"44"
206,"44"
207,"41"
208,"42"
209,"48"
210,"38"
211,"32"
212,"42"
213,"43"
214,"56"
215,"33"
216,"34"
217,"34"
218,"39"
219,"35"
220,"45"
221,"45"
222,"45"
223,"46"
224,"48"
225,"51"
226,"63"
227,"53"
228,"56"
229,"42"
230,"43"
231,"41"
232,"58"
233,"42"
234,"44"
235,"44"
236,"29"
237,"34"
238,"32"
239,"28"
240,"22"
241,"27"
242,"15"
243,"32"
244,"34"
245,"13"
246,"34"
247,"30"
248,"23"
249,"20"
250,"25"
251,"26"
252,"25"
253,"18"
254,"10"
255,"29"
256,"18"
257,"23"
258,"26"
259,"18"
260,"27"
261,"15"
262,"15"
263,"26"
264,"14"
265,"17"
266,"13"
267,"19"
268,"21"
269,"18"
270,"16"
271,"13"
272,"13"
273,"9"
274,"13"
275,"14"
276,"19"
277,"18"
278,"19"
279,"14"
