Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130226-KKH2.05-300sec-10"
Duration Time,300
Ambient Temperature,"103.0"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"610673"
Raw Accumulated Counts,"677834"
Valid Count Last Packet,"1997"
Raw Count Last Packet,"2203"
Live Time,278.926575
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,777
Channel#,Intensity
0,"0"
1,"1"
2,"0"
3,"1"
4,"0"
5,"0"
6,"1"
7,"0"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"2"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"4"
22,"0"
23,"5"
24,"7"
25,"9"
26,"15"
27,"26"
28,"25"
29,"20"
30,"52"
31,"66"
32,"57"
33,"70"
34,"77"
35,"105"
36,"112"
37,"113"
38,"106"
39,"86"
40,"99"
41,"109"
42,"98"
43,"104"
44,"108"
45,"99"
46,"102"
47,"94"
48,"116"
49,"121"
50,"125"
51,"104"
52,"118"
53,"97"
54,"114"
55,"119"
56,"134"
57,"137"
58,"149"
59,"145"
60,"141"
61,"133"
62,"154"
63,"149"
64,"137"
65,"141"
66,"144"
67,"143"
68,"108"
69,"157"
70,"132"
71,"142"
72,"131"
73,"140"
74,"145"
75,"148"
76,"124"
77,"143"
78,"131"
79,"139"
80,"123"
81,"113"
82,"132"
83,"145"
84,"121"
85,"126"
86,"124"
87,"102"
88,"100"
89,"123"
90,"108"
91,"107"
92,"92"
93,"104"
94,"104"
95,"105"
96,"78"
97,"101"
98,"87"
99,"107"
100,"105"
101,"96"
102,"90"
103,"90"
104,"97"
105,"108"
106,"95"
107,"82"
108,"83"
109,"81"
110,"84"
111,"91"
112,"81"
113,"85"
114,"81"
115,"100"
116,"63"
117,"85"
118,"77"
119,"75"
120,"83"
121,"105"
122,"99"
123,"72"
124,"75"
125,"69"
126,"66"
127,"89"
128,"73"
129,"79"
130,"74"
131,"72"
132,"75"
133,"83"
134,"78"
135,"64"
136,"80"
137,"80"
138,"56"
139,"72"
140,"67"
141,"62"
142,"79"
143,"60"
144,"69"
145,"77"
146,"65"
147,"82"
148,"76"
149,"70"
150,"62"
151,"60"
152,"55"
153,"67"
154,"80"
155,"69"
156,"58"
157,"80"
158,"65"
159,"71"
160,"89"
161,"82"
162,"104"
163,"77"
164,"97"
165,"89"
166,"114"
167,"108"
168,"88"
169,"95"
170,"63"
171,"68"
172,"85"
173,"75"
174,"72"
175,"72"
176,"68"
177,"74"
178,"65"
179,"76"
180,"82"
181,"89"
182,"88"
183,"78"
184,"100"
185,"83"
186,"92"
187,"79"
188,"77"
189,"62"
190,"61"
191,"66"
192,"68"
193,"48"
194,"56"
195,"66"
196,"77"
197,"70"
198,"71"
199,"78"
200,"83"
201,"72"
202,"73"
203,"70"
204,"65"
205,"57"
206,"46"
207,"51"
208,"50"
209,"47"
210,"58"
211,"45"
212,"58"
213,"51"
214,"46"
215,"53"
216,"39"
217,"58"
218,"57"
219,"52"
220,"69"
221,"84"
222,"79"
223,"83"
224,"63"
225,"86"
226,"123"
227,"111"
228,"130"
229,"158"
230,"148"
231,"174"
232,"167"
233,"172"
234,"148"
235,"168"
236,"137"
237,"108"
238,"120"
239,"94"
240,"65"
241,"87"
242,"67"
243,"80"
244,"71"
245,"73"
246,"79"
247,"84"
248,"96"
249,"84"
250,"76"
251,"75"
252,"57"
253,"55"
254,"54"
255,"60"
256,"60"
257,"37"
258,"56"
259,"56"
260,"49"
261,"46"
262,"46"
263,"69"
264,"67"
265,"65"
266,"78"
267,"71"
268,"65"
269,"61"
270,"67"
271,"69"
272,"55"
273,"59"
274,"54"
275,"42"
276,"62"
277,"56"
