Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130226-KKH2.05-300sec-3"
Duration Time,300
Ambient Temperature,"99.8"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"605437"
Raw Accumulated Counts,"676807"
Valid Count Last Packet,"1982"
Raw Count Last Packet,"2228"
Live Time,279.019684
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,776
Channel#,Intensity
0,"0"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"1"
17,"0"
18,"0"
19,"1"
20,"3"
21,"1"
22,"4"
23,"4"
24,"5"
25,"9"
26,"25"
27,"31"
28,"35"
29,"50"
30,"56"
31,"69"
32,"82"
33,"107"
34,"90"
35,"111"
36,"114"
37,"132"
38,"88"
39,"111"
40,"134"
41,"127"
42,"126"
43,"162"
44,"123"
45,"125"
46,"142"
47,"116"
48,"125"
49,"112"
50,"141"
51,"125"
52,"144"
53,"142"
54,"132"
55,"145"
56,"124"
57,"153"
58,"177"
59,"171"
60,"162"
61,"161"
62,"166"
63,"138"
64,"153"
65,"175"
66,"140"
67,"154"
68,"165"
69,"171"
70,"191"
71,"152"
72,"160"
73,"153"
74,"141"
75,"182"
76,"164"
77,"153"
78,"135"
79,"146"
80,"155"
81,"135"
82,"145"
83,"140"
84,"145"
85,"153"
86,"137"
87,"131"
88,"138"
89,"155"
90,"122"
91,"133"
92,"116"
93,"142"
94,"127"
95,"119"
96,"120"
97,"127"
98,"139"
99,"109"
100,"113"
101,"123"
102,"88"
103,"119"
104,"105"
105,"100"
106,"113"
107,"93"
108,"104"
109,"105"
110,"102"
111,"93"
112,"102"
113,"102"
114,"117"
115,"112"
116,"90"
117,"98"
118,"106"
119,"104"
120,"75"
121,"100"
122,"99"
123,"84"
124,"84"
125,"100"
126,"76"
127,"91"
128,"95"
129,"102"
130,"87"
131,"96"
132,"107"
133,"90"
134,"96"
135,"83"
136,"97"
137,"82"
138,"82"
139,"104"
140,"75"
141,"95"
142,"77"
143,"78"
144,"100"
145,"93"
146,"88"
147,"86"
148,"84"
149,"97"
150,"80"
151,"79"
152,"96"
153,"86"
154,"83"
155,"90"
156,"82"
157,"78"
158,"79"
159,"101"
160,"103"
161,"111"
162,"117"
163,"135"
164,"136"
165,"141"
166,"128"
167,"108"
168,"116"
169,"113"
170,"123"
171,"85"
172,"107"
173,"85"
174,"76"
175,"89"
176,"82"
177,"93"
178,"76"
179,"90"
180,"79"
181,"85"
182,"100"
183,"73"
184,"108"
185,"113"
186,"91"
187,"64"
188,"79"
189,"68"
190,"69"
191,"74"
192,"78"
193,"65"
194,"81"
195,"107"
196,"80"
197,"81"
198,"87"
199,"101"
200,"106"
201,"117"
202,"100"
203,"99"
204,"70"
205,"64"
206,"65"
207,"62"
208,"57"
209,"65"
210,"48"
211,"46"
212,"47"
213,"47"
214,"58"
215,"52"
216,"62"
217,"56"
218,"66"
219,"80"
220,"89"
221,"105"
222,"106"
223,"133"
224,"118"
225,"117"
226,"146"
227,"157"
228,"159"
229,"151"
230,"171"
231,"199"
232,"161"
233,"153"
234,"153"
235,"142"
236,"151"
237,"118"
238,"126"
239,"96"
240,"89"
241,"90"
242,"71"
243,"78"
244,"88"
245,"90"
246,"83"
247,"94"
248,"67"
249,"73"
250,"92"
251,"63"
252,"80"
253,"62"
254,"60"
255,"65"
256,"47"
257,"57"
258,"52"
259,"52"
260,"59"
261,"60"
262,"63"
263,"61"
264,"66"
265,"63"
266,"75"
267,"63"
268,"66"
269,"72"
270,"65"
271,"52"
272,"74"
273,"61"
274,"57"
275,"52"
276,"61"
277,"42"
278,"39"
279,"55"
280,"47"
281,"46"
282,"61"
283,"53"
284,"51"
285,"37"
286,"40"
287,"46"
288,"50"
289,"53"
290,"73"
291,"60"
292,"80"
293,"74"
294,"69"
295,"93"
296,"70"
297,"70"
298,"91"
299,"82"
300,"95"
301,"94"
302,"90"
303,"115"
304,"143"
305,"196"
306,"280"
307,"439"
308,"720"
309,"1342"
310,"2144"
311,"3453"
312,"5486"
313,"7959"
314,"11180"
315,"15319"
316,"19535"
317,"23610"
318,"27379"
319,"29705"
320,"30662"
321,"30163"
322,"27600"
323,"24267"
324,"20794"
325,"16416"
326,"12424"
327,"9330"
328,"6502"
329,"4426"
330,"2923"
331,"2007"
332,"1398"
333,"963"
334,"771"
335,"561"
336,"506"
337,"442"
338,"445"
339,"476"
340,"501"
341,"589"
342,"700"
343,"882"
344,"1177"
345,"1545"
346,"1983"
347,"2647"
348,"3296"
349,"3866"
350,"4615"
351,"5091"
352,"5411"
353,"5463"
354,"5200"
355,"4790"
356,"4077"
357,"3553"
358,"2767"
359,"2116"
360,"1556"
361,"1118"
362,"812"
363,"541"
364,"385"
365,"249"
366,"187"
367,"124"
368,"105"
369,"81"
370,"87"
371,"89"
372,"85"
373,"95"
374,"81"
375,"86"
376,"70"
377,"91"
378,"68"
379,"64"
380,"75"
381,"76"
382,"73"
383,"50"
384,"52"
385,"62"
386,"61"
387,"52"
388,"46"
389,"34"
390,"33"
391,"35"
392,"26"
393,"17"
394,"22"
395,"25"
396,"14"
397,"24"
398,"22"
399,"19"
400,"15"
401,"24"
402,"19"
403,"26"
404,"11"
405,"18"
406,"14"
407,"11"
408,"17"
409,"13"
410,"26"
411,"23"
412,"22"
413,"14"
414,"16"
415,"14"
416,"15"
417,"23"
418,"22"
419,"16"
420,"16"
421,"19"
422,"16"
423,"19"
424,"24"
425,"21"
426,"27"
427,"27"
428,"39"
429,"48"
430,"43"
431,"32"
432,"31"
433,"47"
434,"34"
435,"34"
436,"22"
437,"23"
438,"19"
439,"13"
440,"12"
441,"9"
442,"17"
443,"7"
444,"6"
445,"9"
446,"8"
447,"11"
448,"13"
449,"12"
450,"5"
451,"9"
452,"9"
453,"4"
454,"3"
455,"3"
456,"4"
457,"3"
458,"7"
459,"5"
460,"8"
461,"4"
462,"10"
463,"11"
464,"7"
465,"10"
466,"14"
467,"8"
468,"9"
469,"8"
470,"4"
471,"10"
472,"5"
473,"19"
474,"15"
475,"9"
476,"16"
477,"20"
478,"13"
479,"20"
480,"18"
481,"15"
482,"22"
483,"18"
484,"23"
485,"15"
486,"16"
487,"12"
488,"17"
489,"16"
490,"3"
491,"11"
492,"9"
493,"10"
494,"7"
495,"15"
496,"8"
497,"11"
498,"8"
499,"15"
500,"6"
501,"4"
502,"7"
503,"4"
504,"9"
505,"4"
506,"7"
507,"10"
508,"5"
509,"6"
510,"3"
511,"5"
512,"7"
513,"3"
514,"10"
515,"7"
516,"3"
517,"9"
518,"4"
519,"11"
520,"9"
521,"11"
522,"12"
523,"9"
524,"12"
525,"10"
526,"7"
527,"9"
528,"11"
529,"9"
530,"16"
531,"6"
532,"10"
533,"10"
534,"6"
535,"2"
536,"8"
537,"3"
538,"5"
539,"5"
540,"3"
541,"6"
542,"9"
543,"4"
544,"6"
545,"7"
546,"8"
547,"2"
548,"3"
