Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130308-brickn679-300sec-7"
Duration Time,300
Ambient Temperature,"104.6"
Detector Temperature,"-37.5"
Valid Accumulated Counts,"386679"
Raw Accumulated Counts,"440119"
Valid Count Last Packet,"1261"
Raw Count Last Packet,"1432"
Live Time,286.372833
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"1"
1,"0"
2,"1"
3,"0"
4,"0"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"2"
20,"0"
21,"2"
22,"9"
23,"9"
24,"8"
25,"9"
26,"35"
27,"37"
28,"55"
29,"69"
30,"87"
31,"87"
32,"129"
33,"127"
34,"142"
35,"165"
36,"147"
37,"162"
38,"214"
39,"172"
40,"167"
41,"178"
42,"166"
43,"175"
44,"185"
45,"150"
46,"169"
47,"179"
48,"185"
49,"170"
50,"173"
51,"179"
52,"199"
53,"184"
54,"175"
55,"216"
56,"219"
57,"219"
58,"220"
59,"198"
60,"212"
61,"214"
62,"191"
63,"224"
64,"195"
65,"216"
66,"198"
67,"191"
68,"203"
69,"201"
70,"186"
71,"206"
72,"200"
73,"188"
74,"198"
75,"196"
76,"171"
77,"184"
78,"208"
79,"171"
80,"189"
81,"189"
82,"164"
83,"167"
84,"181"
85,"191"
86,"181"
87,"175"
88,"177"
89,"177"
90,"176"
91,"181"
92,"155"
93,"166"
94,"155"
95,"151"
96,"143"
97,"145"
98,"161"
99,"163"
100,"146"
101,"160"
102,"149"
103,"158"
104,"158"
105,"153"
106,"149"
107,"170"
108,"133"
109,"134"
110,"131"
111,"147"
112,"132"
113,"134"
114,"125"
115,"125"
116,"148"
117,"130"
118,"124"
119,"105"
120,"132"
121,"136"
122,"123"
123,"104"
124,"126"
125,"135"
126,"124"
127,"114"
128,"124"
129,"126"
130,"141"
131,"131"
132,"108"
133,"130"
134,"116"
135,"124"
136,"96"
137,"118"
138,"103"
139,"116"
140,"88"
141,"111"
142,"104"
143,"101"
144,"76"
145,"88"
146,"98"
147,"124"
148,"115"
149,"115"
150,"96"
151,"93"
152,"109"
153,"88"
154,"102"
155,"101"
156,"86"
157,"100"
158,"86"
159,"91"
160,"115"
161,"115"
162,"111"
163,"129"
164,"146"
165,"164"
166,"134"
167,"153"
168,"119"
169,"110"
170,"99"
171,"112"
172,"104"
173,"75"
174,"101"
175,"84"
176,"104"
177,"101"
178,"72"
179,"84"
180,"95"
181,"91"
182,"98"
183,"80"
184,"83"
185,"85"
186,"70"
187,"59"
188,"54"
189,"75"
190,"63"
191,"66"
192,"59"
193,"68"
194,"56"
195,"49"
196,"71"
197,"54"
198,"64"
199,"57"
200,"52"
201,"66"
202,"55"
203,"61"
204,"44"
205,"41"
206,"38"
207,"40"
208,"54"
209,"39"
210,"41"
211,"30"
212,"41"
213,"44"
214,"45"
215,"48"
216,"46"
217,"51"
218,"57"
219,"49"
220,"70"
221,"70"
222,"92"
223,"97"
224,"110"
225,"122"
226,"123"
227,"105"
228,"126"
229,"124"
230,"105"
231,"87"
232,"85"
233,"71"
234,"83"
235,"56"
236,"54"
237,"44"
238,"39"
239,"39"
240,"40"
241,"51"
242,"43"
243,"35"
244,"35"
245,"48"
246,"38"
247,"34"
248,"48"
249,"27"
250,"40"
251,"27"
252,"35"
253,"35"
254,"26"
255,"34"
256,"33"
257,"19"
258,"29"
259,"23"
260,"26"
261,"24"
262,"22"
263,"15"
264,"25"
265,"28"
266,"31"
267,"27"
268,"25"
269,"48"
270,"29"
271,"25"
272,"35"
273,"26"
274,"37"
275,"30"
276,"27"
277,"29"
278,"15"
279,"23"
280,"28"
281,"17"
282,"22"
283,"26"
284,"33"
285,"28"
286,"30"
287,"37"
288,"46"
289,"54"
290,"51"
291,"77"
292,"94"
293,"95"
294,"110"
295,"117"
296,"116"
297,"99"
298,"101"
299,"79"
300,"76"
301,"51"
302,"65"
303,"52"
304,"49"
305,"67"
306,"76"
307,"110"
308,"151"
309,"311"
310,"505"
311,"835"
312,"1253"
313,"1923"
314,"2717"
315,"3543"
316,"4442"
317,"5456"
318,"6284"
319,"7076"
320,"6993"
321,"6800"
322,"6591"
323,"5664"
324,"4773"
325,"3817"
326,"3046"
327,"2248"
328,"1586"
329,"1081"
330,"680"
331,"451"
332,"280"
333,"183"
334,"132"
335,"95"
336,"85"
337,"69"
338,"64"
339,"67"
340,"74"
341,"78"
342,"99"
343,"124"
344,"220"
345,"289"
346,"401"
347,"543"
348,"701"
349,"887"
350,"1012"
351,"1177"
352,"1220"
353,"1239"
354,"1264"
355,"1091"
356,"991"
357,"814"
358,"700"
359,"523"
360,"351"
361,"283"
362,"180"
363,"125"
364,"88"
365,"65"
366,"46"
367,"48"
368,"35"
369,"58"
370,"40"
371,"54"
372,"61"
373,"54"
374,"61"
375,"59"
376,"57"
377,"33"
378,"47"
379,"42"
380,"23"
381,"19"
382,"19"
383,"9"
384,"12"
385,"10"
386,"10"
387,"9"
388,"6"
389,"4"
390,"10"
391,"9"
392,"5"
393,"12"
394,"11"
395,"17"
396,"15"
397,"12"
398,"10"
399,"15"
400,"17"
401,"17"
402,"27"
403,"23"
404,"19"
405,"18"
406,"15"
407,"25"
408,"20"
409,"19"
410,"12"
411,"14"
412,"21"
413,"23"
414,"12"
415,"21"
416,"17"
417,"19"
418,"31"
419,"9"
420,"11"
421,"20"
422,"13"
423,"24"
424,"18"
425,"23"
426,"31"
427,"27"
428,"18"
429,"28"
430,"35"
431,"37"
432,"42"
433,"41"
434,"42"
435,"38"
436,"22"
437,"24"
438,"15"
439,"17"
440,"11"
441,"7"
442,"17"
443,"9"
444,"12"
445,"17"
446,"9"
447,"3"
448,"11"
449,"6"
450,"8"
451,"7"
452,"7"
453,"10"
454,"10"
455,"7"
456,"10"
457,"9"
458,"7"
459,"8"
460,"18"
461,"23"
462,"15"
463,"15"
464,"15"
465,"11"
466,"15"
467,"10"
468,"15"
469,"13"
470,"10"
471,"9"
472,"4"
473,"9"
474,"9"
475,"15"
476,"17"
477,"15"
478,"17"
479,"22"
480,"22"
481,"21"
482,"23"
483,"16"
484,"11"
485,"15"
486,"13"
487,"16"
488,"14"
489,"10"
490,"16"
491,"11"
492,"10"
493,"13"
494,"13"
495,"6"
496,"9"
497,"10"
498,"10"
499,"15"
500,"5"
501,"15"
502,"10"
503,"7"
504,"3"
505,"10"
506,"4"
507,"2"
508,"5"
509,"9"
510,"6"
511,"8"
512,"7"
513,"7"
514,"1"
515,"8"
516,"7"
517,"11"
518,"11"
519,"14"
520,"8"
521,"13"
522,"11"
523,"19"
524,"18"
525,"17"
526,"18"
527,"20"
528,"22"
529,"18"
530,"21"
531,"21"
532,"17"
533,"12"
534,"13"
535,"11"
536,"8"
537,"9"
538,"7"
539,"7"
540,"7"
541,"9"
542,"5"
543,"8"
544,"7"
545,"7"
546,"6"
547,"6"
548,"3"
549,"1"
550,"9"
551,"7"
552,"5"
553,"2"
554,"5"
555,"3"
556,"5"
557,"2"
558,"4"
559,"8"
560,"7"
561,"4"
562,"12"
563,"2"
564,"13"
565,"6"
566,"7"
567,"3"
568,"11"
569,"6"
570,"9"
571,"0"
572,"8"
573,"7"
574,"7"
575,"10"
576,"8"
577,"5"
578,"4"
579,"5"
580,"2"
581,"6"
582,"11"
583,"4"
584,"4"
585,"4"
586,"13"
587,"4"
588,"7"
589,"9"
590,"8"
591,"8"
592,"4"
593,"4"
594,"4"
595,"6"
596,"8"
597,"8"
598,"8"
599,"12"
600,"4"
601,"8"
602,"9"
603,"5"
604,"6"
605,"4"
606,"2"
607,"11"
608,"5"
609,"5"
610,"9"
611,"5"
612,"8"
613,"5"
614,"7"
615,"7"
616,"8"
617,"7"
618,"2"
619,"7"
620,"10"
621,"9"
622,"9"
623,"13"
624,"10"
625,"5"
626,"17"
627,"9"
628,"20"
629,"16"
630,"13"
631,"17"
632,"14"
633,"23"
634,"19"
635,"11"
636,"17"
637,"22"
638,"20"
639,"11"
640,"10"
641,"11"
642,"16"
643,"12"
644,"21"
645,"15"
646,"9"
647,"22"
648,"27"
649,"12"
650,"15"
651,"21"
652,"18"
653,"18"
654,"19"
655,"10"
656,"27"
657,"22"
658,"37"
659,"46"
660,"52"
661,"78"
662,"114"
663,"120"
664,"137"
665,"146"
666,"192"
667,"175"
668,"233"
669,"216"
670,"224"
671,"193"
672,"175"
673,"154"
674,"121"
675,"131"
676,"87"
677,"72"
678,"57"
679,"55"
680,"33"
681,"28"
682,"22"
683,"17"
684,"15"
685,"19"
686,"6"
687,"11"
688,"4"
689,"8"
690,"12"
691,"10"
692,"6"
693,"11"
694,"14"
695,"16"
696,"24"
697,"34"
698,"26"
699,"28"
700,"36"
701,"55"
702,"54"
703,"65"
704,"90"
705,"92"
706,"111"
707,"98"
708,"115"
709,"113"
710,"90"
711,"86"
712,"74"
713,"60"
714,"56"
715,"37"
716,"33"
717,"26"
718,"19"
719,"16"
720,"15"
721,"17"
722,"19"
723,"12"
724,"12"
725,"10"
726,"4"
727,"9"
728,"5"
729,"10"
730,"14"
731,"2"
732,"12"
733,"15"
734,"14"
735,"21"
736,"26"
737,"22"
738,"35"
739,"27"
740,"49"
741,"58"
742,"56"
743,"90"
744,"73"
745,"101"
746,"90"
747,"98"
748,"105"
749,"98"
750,"116"
751,"71"
752,"65"
753,"75"
754,"71"
755,"42"
756,"43"
757,"34"
758,"29"
759,"33"
760,"21"
761,"29"
762,"22"
763,"19"
764,"13"
765,"16"
766,"12"
767,"19"
768,"11"
769,"13"
770,"22"
771,"17"
772,"17"
773,"26"
774,"20"
775,"40"
776,"42"
777,"61"
778,"76"
779,"93"
780,"125"
781,"149"
782,"170"
783,"197"
784,"252"
785,"247"
786,"270"
787,"296"
788,"289"
789,"253"
790,"282"
791,"242"
792,"212"
793,"201"
794,"148"
795,"137"
796,"122"
797,"87"
798,"80"
799,"56"
800,"53"
801,"33"
802,"33"
803,"28"
804,"23"
805,"33"
806,"22"
807,"27"
808,"25"
809,"26"
810,"15"
811,"18"
812,"14"
813,"16"
814,"25"
815,"26"
816,"18"
817,"18"
818,"24"
819,"20"
820,"25"
821,"25"
822,"35"
823,"34"
824,"37"
825,"33"
826,"40"
827,"38"
828,"57"
829,"60"
830,"47"
831,"52"
832,"43"
833,"56"
834,"43"
835,"33"
836,"34"
837,"36"
838,"46"
839,"35"
840,"25"
841,"26"
842,"25"
843,"18"
844,"31"
845,"24"
846,"28"
847,"18"
848,"17"
849,"23"
850,"23"
851,"25"
852,"18"
853,"19"
854,"16"
855,"25"
856,"16"
857,"24"
858,"17"
859,"24"
860,"27"
861,"16"
862,"28"
863,"38"
864,"36"
865,"22"
866,"41"
867,"39"
868,"37"
869,"59"
870,"54"
871,"37"
872,"58"
873,"56"
874,"64"
875,"60"
876,"58"
877,"77"
878,"81"
879,"63"
880,"65"
881,"78"
882,"84"
883,"84"
884,"68"
885,"67"
886,"74"
887,"63"
888,"69"
889,"67"
890,"56"
891,"55"
892,"47"
893,"47"
894,"55"
895,"51"
896,"28"
897,"40"
898,"55"
899,"54"
900,"38"
901,"41"
902,"33"
903,"53"
904,"43"
905,"43"
906,"44"
907,"42"
908,"38"
909,"50"
910,"57"
911,"47"
912,"50"
913,"48"
914,"53"
915,"49"
916,"52"
917,"50"
918,"67"
919,"67"
920,"60"
921,"37"
922,"72"
923,"61"
924,"63"
925,"91"
926,"61"
927,"91"
928,"91"
929,"64"
930,"75"
931,"107"
932,"102"
933,"98"
934,"109"
935,"114"
936,"127"
937,"126"
938,"125"
939,"119"
940,"132"
941,"123"
942,"158"
943,"143"
944,"162"
945,"149"
946,"157"
947,"168"
948,"205"
949,"184"
950,"209"
951,"203"
952,"186"
953,"226"
954,"198"
955,"197"
956,"210"
957,"191"
958,"193"
959,"179"
960,"182"
961,"174"
962,"196"
963,"152"
964,"160"
965,"178"
966,"134"
967,"169"
968,"133"
969,"139"
970,"145"
971,"132"
972,"130"
973,"156"
974,"105"
975,"125"
976,"120"
977,"109"
978,"115"
979,"117"
980,"122"
981,"115"
982,"116"
983,"91"
984,"127"
985,"104"
986,"99"
987,"95"
988,"101"
989,"108"
990,"100"
991,"107"
992,"112"
993,"102"
994,"101"
995,"109"
996,"133"
997,"119"
998,"139"
999,"142"
1000,"163"
1001,"133"
1002,"176"
1003,"189"
1004,"195"
1005,"195"
1006,"235"
1007,"207"
1008,"226"
1009,"212"
1010,"207"
1011,"229"
1012,"222"
1013,"215"
1014,"211"
1015,"205"
1016,"180"
1017,"176"
1018,"164"
1019,"130"
1020,"105"
1021,"115"
1022,"124"
1023,"110"
1024,"122"
1025,"108"
1026,"102"
1027,"122"
1028,"103"
1029,"120"
1030,"115"
1031,"127"
1032,"147"
1033,"105"
1034,"118"
1035,"112"
1036,"118"
1037,"130"
1038,"110"
1039,"114"
1040,"127"
1041,"153"
1042,"145"
1043,"136"
1044,"151"
1045,"147"
1046,"135"
1047,"141"
1048,"152"
1049,"177"
1050,"164"
1051,"159"
1052,"152"
1053,"172"
1054,"174"
1055,"205"
1056,"175"
1057,"179"
1058,"177"
1059,"173"
1060,"201"
1061,"198"
1062,"167"
1063,"186"
1064,"198"
1065,"194"
1066,"207"
1067,"180"
1068,"188"
1069,"207"
1070,"194"
1071,"208"
1072,"177"
1073,"190"
1074,"186"
1075,"189"
1076,"193"
1077,"201"
1078,"199"
1079,"210"
1080,"201"
1081,"191"
1082,"174"
1083,"166"
1084,"193"
1085,"187"
1086,"185"
1087,"164"
1088,"197"
1089,"184"
1090,"189"
1091,"155"
1092,"171"
1093,"168"
1094,"181"
1095,"192"
1096,"210"
1097,"169"
1098,"207"
1099,"184"
1100,"158"
1101,"160"
1102,"183"
1103,"150"
1104,"168"
1105,"175"
1106,"176"
1107,"193"
1108,"184"
1109,"212"
1110,"186"
1111,"180"
1112,"175"
1113,"188"
1114,"180"
1115,"159"
1116,"185"
1117,"175"
1118,"191"
1119,"156"
1120,"184"
1121,"181"
1122,"183"
1123,"180"
1124,"178"
1125,"168"
