Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130308-KKH3.13-300sec-7"
Duration Time,300
Ambient Temperature,"104.1"
Detector Temperature,"-38.0"
Valid Accumulated Counts,"669522"
Raw Accumulated Counts,"748109"
Valid Count Last Packet,"2337"
Raw Count Last Packet,"2583"
Live Time,276.822083
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,773
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"0"
5,"1"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"1"
21,"0"
22,"7"
23,"6"
24,"5"
25,"10"
26,"16"
27,"35"
28,"32"
29,"47"
30,"41"
31,"75"
32,"79"
33,"92"
34,"99"
35,"81"
36,"88"
37,"104"
38,"103"
39,"114"
40,"105"
41,"125"
42,"122"
43,"113"
44,"99"
45,"105"
46,"115"
47,"127"
48,"120"
49,"121"
50,"129"
51,"127"
52,"121"
53,"124"
54,"128"
55,"136"
56,"139"
57,"157"
58,"129"
59,"139"
60,"137"
61,"148"
62,"150"
63,"134"
64,"162"
65,"137"
66,"172"
67,"144"
68,"177"
69,"142"
70,"138"
71,"171"
72,"142"
73,"141"
74,"147"
75,"143"
76,"147"
77,"140"
78,"143"
79,"132"
80,"114"
81,"125"
82,"132"
83,"137"
84,"136"
85,"134"
86,"136"
87,"157"
88,"148"
89,"139"
90,"98"
91,"140"
92,"129"
93,"105"
94,"106"
95,"136"
96,"103"
97,"103"
98,"126"
99,"96"
100,"107"
101,"96"
102,"100"
103,"90"
104,"111"
105,"89"
106,"94"
107,"85"
108,"84"
109,"102"
110,"112"
111,"92"
112,"92"
113,"89"
114,"86"
115,"91"
116,"93"
117,"80"
118,"100"
119,"77"
120,"72"
121,"82"
122,"82"
123,"68"
124,"75"
125,"84"
126,"95"
127,"77"
128,"109"
129,"79"
130,"86"
131,"86"
132,"89"
133,"77"
134,"82"
135,"78"
136,"76"
137,"71"
138,"83"
139,"60"
140,"71"
141,"80"
142,"74"
143,"81"
144,"79"
145,"90"
146,"77"
147,"87"
148,"78"
149,"85"
150,"61"
151,"69"
152,"81"
153,"69"
154,"84"
155,"78"
156,"84"
157,"63"
158,"79"
159,"81"
160,"84"
161,"81"
162,"96"
163,"109"
164,"103"
165,"124"
166,"117"
167,"127"
168,"110"
169,"117"
170,"101"
171,"98"
172,"63"
173,"87"
174,"68"
175,"70"
176,"70"
177,"74"
178,"77"
179,"92"
180,"77"
181,"87"
182,"98"
183,"109"
184,"84"
185,"88"
186,"96"
187,"74"
188,"77"
189,"70"
190,"77"
191,"69"
192,"69"
193,"76"
194,"78"
195,"71"
196,"88"
197,"90"
198,"90"
199,"95"
200,"81"
201,"91"
202,"77"
203,"83"
204,"79"
205,"67"
206,"56"
207,"63"
208,"55"
209,"48"
210,"58"
211,"46"
212,"51"
213,"43"
214,"53"
215,"47"
216,"52"
217,"56"
218,"76"
219,"80"
220,"112"
221,"121"
222,"117"
223,"150"
224,"163"
225,"178"
226,"207"
227,"193"
228,"212"
229,"199"
230,"208"
231,"218"
232,"181"
233,"164"
234,"212"
235,"181"
236,"163"
237,"120"
238,"114"
239,"101"
240,"69"
241,"70"
242,"87"
243,"71"
244,"55"
245,"51"
246,"67"
247,"73"
248,"66"
249,"56"
250,"76"
251,"58"
252,"52"
253,"47"
254,"44"
255,"56"
256,"46"
257,"42"
258,"50"
259,"51"
260,"51"
261,"56"
262,"58"
263,"74"
264,"61"
265,"65"
266,"78"
267,"74"
268,"52"
269,"83"
270,"62"
271,"71"
272,"67"
273,"64"
274,"59"
275,"63"
276,"51"
277,"46"
278,"52"
279,"62"
280,"41"
281,"56"
282,"63"
283,"52"
284,"52"
285,"67"
286,"64"
287,"73"
288,"85"
289,"95"
290,"131"
291,"164"
292,"174"
293,"167"
294,"215"
295,"198"
296,"203"
297,"177"
298,"183"
299,"190"
300,"182"
301,"155"
302,"156"
303,"162"
304,"193"
305,"235"
306,"337"
307,"484"
308,"820"
309,"1445"
310,"2454"
311,"4004"
312,"6223"
313,"9289"
314,"13368"
315,"18411"
316,"23591"
317,"28464"
318,"33106"
319,"36243"
320,"37363"
321,"36648"
322,"34225"
323,"30371"
324,"25359"
325,"20520"
326,"15434"
327,"11077"
328,"7810"
329,"5172"
330,"3317"
331,"2174"
332,"1360"
333,"861"
334,"594"
335,"397"
336,"327"
337,"263"
338,"269"
339,"303"
340,"310"
341,"385"
342,"520"
343,"806"
344,"1069"
345,"1510"
346,"2060"
347,"2881"
348,"3763"
349,"4607"
350,"5379"
351,"5955"
352,"6475"
353,"6572"
354,"6210"
355,"5782"
356,"5066"
357,"4289"
358,"3436"
359,"2626"
360,"1862"
361,"1344"
362,"871"
363,"541"
364,"399"
365,"264"
366,"146"
367,"108"
368,"64"
369,"55"
370,"65"
371,"46"
372,"42"
373,"44"
374,"53"
375,"48"
376,"43"
377,"37"
378,"37"
379,"31"
380,"17"
381,"21"
382,"18"
383,"17"
384,"12"
385,"11"
386,"15"
387,"8"
388,"6"
389,"5"
390,"7"
391,"12"
392,"8"
393,"10"
394,"10"
395,"13"
396,"12"
397,"15"
398,"14"
399,"14"
400,"17"
401,"12"
402,"17"
403,"13"
404,"17"
405,"16"
406,"17"
407,"15"
408,"14"
409,"15"
410,"15"
411,"11"
412,"14"
413,"17"
414,"14"
415,"19"
416,"18"
417,"18"
418,"12"
419,"22"
420,"16"
421,"16"
422,"17"
423,"21"
424,"14"
425,"8"
426,"14"
427,"17"
