Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130308-KKH3.11-300sec-1"
Duration Time,300
Ambient Temperature,"102.1"
Detector Temperature,"-39.0"
Valid Accumulated Counts,"455666"
Raw Accumulated Counts,"521697"
Valid Count Last Packet,"1471"
Raw Count Last Packet,"1706"
Live Time,283.929352
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,772
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"1"
4,"0"
5,"1"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"2"
14,"0"
15,"0"
16,"0"
17,"1"
18,"2"
19,"1"
20,"2"
21,"0"
22,"1"
23,"12"
24,"13"
25,"29"
26,"33"
27,"58"
28,"50"
29,"83"
30,"102"
31,"115"
32,"148"
33,"161"
34,"178"
35,"190"
36,"196"
37,"185"
38,"203"
39,"203"
40,"203"
41,"203"
42,"204"
43,"214"
44,"193"
45,"196"
46,"210"
47,"206"
48,"201"
49,"225"
50,"237"
51,"217"
52,"219"
53,"235"
54,"201"
55,"211"
56,"231"
57,"238"
58,"228"
59,"236"
60,"257"
61,"247"
62,"238"
63,"280"
64,"277"
65,"230"
66,"240"
67,"225"
68,"250"
69,"245"
70,"243"
71,"216"
72,"200"
73,"241"
74,"212"
75,"212"
76,"235"
77,"208"
78,"204"
79,"193"
80,"219"
81,"196"
82,"202"
83,"204"
84,"219"
85,"188"
86,"211"
87,"195"
88,"241"
89,"220"
90,"201"
91,"200"
92,"196"
93,"184"
94,"195"
95,"189"
96,"174"
97,"173"
98,"180"
99,"194"
100,"178"
101,"197"
102,"184"
103,"179"
104,"188"
105,"182"
106,"169"
107,"182"
108,"166"
109,"182"
110,"187"
111,"192"
112,"151"
113,"147"
114,"170"
115,"184"
116,"153"
117,"168"
118,"157"
119,"173"
120,"182"
121,"166"
122,"143"
123,"149"
124,"141"
125,"157"
126,"138"
127,"147"
128,"123"
129,"155"
130,"180"
131,"130"
132,"136"
133,"155"
134,"158"
135,"115"
136,"142"
137,"149"
138,"147"
139,"130"
140,"149"
141,"124"
142,"135"
143,"152"
144,"124"
145,"159"
146,"129"
147,"158"
148,"132"
149,"117"
150,"131"
151,"125"
152,"122"
153,"125"
154,"117"
155,"108"
156,"99"
157,"113"
158,"131"
159,"112"
160,"123"
161,"112"
162,"128"
163,"142"
164,"134"
165,"142"
166,"147"
167,"140"
168,"131"
169,"132"
170,"128"
171,"98"
172,"104"
173,"125"
174,"107"
175,"135"
176,"114"
177,"132"
178,"177"
179,"222"
180,"275"
181,"259"
182,"309"
183,"327"
184,"392"
185,"421"
186,"345"
187,"324"
188,"267"
189,"229"
190,"197"
191,"182"
192,"123"
193,"132"
194,"102"
195,"108"
196,"126"
197,"95"
198,"102"
199,"113"
200,"129"
201,"128"
202,"107"
203,"103"
204,"106"
205,"87"
206,"74"
207,"75"
208,"62"
209,"58"
210,"55"
211,"47"
212,"51"
213,"48"
214,"48"
215,"54"
216,"53"
217,"49"
218,"47"
219,"57"
220,"67"
221,"69"
222,"85"
223,"81"
224,"76"
225,"78"
226,"90"
227,"94"
228,"84"
229,"102"
230,"94"
231,"86"
232,"64"
233,"67"
234,"73"
235,"74"
236,"66"
237,"46"
238,"52"
239,"42"
240,"61"
241,"47"
242,"38"
243,"47"
244,"55"
245,"39"
246,"59"
247,"45"
248,"37"
249,"38"
250,"33"
251,"34"
252,"39"
253,"26"
254,"26"
255,"39"
256,"27"
257,"33"
258,"20"
259,"25"
260,"15"
261,"24"
262,"36"
263,"28"
264,"35"
265,"33"
266,"24"
267,"32"
268,"40"
269,"36"
270,"30"
271,"31"
272,"39"
273,"32"
274,"25"
275,"32"
276,"26"
277,"22"
278,"33"
279,"18"
280,"26"
281,"20"
282,"24"
283,"28"
284,"33"
285,"37"
286,"45"
287,"65"
288,"80"
289,"111"
290,"159"
291,"190"
292,"207"
293,"252"
294,"229"
295,"260"
296,"294"
297,"236"
298,"197"
299,"184"
300,"155"
301,"121"
302,"116"
303,"91"
304,"77"
305,"73"
306,"96"
307,"110"
308,"196"
309,"302"
310,"533"
311,"789"
312,"1342"
313,"1770"
314,"2593"
315,"3497"
316,"4585"
317,"5345"
318,"6381"
319,"6747"
320,"7112"
321,"6779"
322,"6247"
323,"5681"
324,"4856"
325,"3800"
326,"2788"
327,"2163"
328,"1605"
329,"1071"
330,"765"
331,"464"
332,"345"
333,"220"
334,"146"
335,"107"
336,"99"
337,"97"
338,"87"
339,"82"
340,"107"
341,"128"
342,"134"
343,"174"
344,"256"
345,"322"
346,"447"
347,"623"
348,"705"
349,"863"
350,"971"
351,"1108"
352,"1190"
353,"1182"
354,"1172"
355,"1076"
356,"911"
357,"768"
358,"636"
359,"487"
360,"325"
361,"261"
362,"210"
363,"147"
364,"94"
365,"64"
366,"59"
367,"56"
368,"56"
369,"36"
370,"50"
371,"43"
372,"83"
373,"63"
374,"65"
375,"48"
376,"70"
377,"57"
378,"38"
379,"48"
380,"29"
381,"26"
382,"18"
383,"22"
384,"17"
385,"23"
386,"19"
387,"17"
388,"16"
389,"8"
390,"18"
391,"14"
392,"13"
393,"13"
394,"19"
395,"18"
396,"16"
397,"23"
398,"21"
399,"16"
400,"28"
401,"17"
402,"27"
403,"30"
404,"29"
405,"24"
406,"14"
407,"25"
408,"11"
409,"24"
410,"9"
411,"16"
412,"30"
413,"14"
414,"22"
415,"19"
416,"24"
417,"31"
418,"22"
419,"21"
420,"18"
421,"24"
422,"20"
423,"23"
424,"25"
425,"27"
426,"41"
427,"38"
428,"34"
429,"30"
430,"38"
431,"40"
432,"46"
433,"40"
434,"30"
435,"27"
436,"27"
437,"27"
438,"26"
439,"24"
440,"14"
441,"19"
442,"11"
443,"9"
444,"19"
445,"11"
446,"16"
447,"12"
448,"11"
449,"12"
450,"11"
451,"10"
452,"6"
453,"10"
454,"14"
455,"4"
456,"8"
457,"7"
458,"11"
459,"9"
460,"7"
461,"15"
462,"12"
463,"15"
464,"15"
465,"14"
466,"11"
467,"20"
468,"10"
469,"13"
470,"10"
471,"12"
472,"13"
473,"11"
474,"11"
475,"20"
476,"14"
477,"14"
478,"23"
479,"15"
480,"23"
481,"26"
482,"11"
483,"13"
484,"18"
485,"18"
486,"15"
487,"12"
488,"9"
489,"8"
490,"15"
491,"17"
492,"12"
493,"16"
494,"12"
495,"14"
496,"8"
497,"9"
498,"9"
499,"10"
500,"7"
501,"10"
502,"6"
503,"9"
504,"9"
505,"11"
506,"4"
507,"9"
508,"8"
509,"6"
510,"10"
511,"6"
512,"10"
513,"4"
514,"9"
515,"9"
516,"10"
517,"12"
518,"9"
519,"7"
520,"17"
521,"14"
522,"18"
523,"18"
524,"13"
525,"20"
526,"22"
527,"18"
528,"25"
529,"26"
530,"22"
531,"23"
532,"23"
533,"9"
534,"17"
535,"24"
536,"11"
537,"13"
538,"10"
539,"4"
540,"8"
541,"11"
542,"7"
543,"7"
544,"6"
545,"3"
546,"6"
547,"6"
548,"5"
549,"10"
550,"9"
551,"10"
552,"5"
553,"5"
554,"3"
555,"4"
556,"6"
557,"3"
558,"8"
559,"7"
560,"5"
561,"17"
562,"9"
563,"3"
564,"10"
565,"10"
566,"5"
567,"10"
568,"7"
569,"5"
570,"8"
571,"6"
572,"6"
573,"6"
574,"9"
575,"5"
576,"11"
577,"5"
578,"7"
579,"5"
580,"6"
581,"11"
582,"5"
583,"7"
584,"5"
585,"17"
586,"12"
587,"10"
588,"6"
589,"11"
590,"9"
591,"10"
592,"11"
593,"6"
594,"8"
595,"13"
596,"12"
597,"10"
598,"14"
599,"10"
600,"13"
601,"8"
602,"6"
603,"11"
604,"10"
605,"6"
606,"9"
607,"6"
608,"10"
609,"6"
610,"10"
611,"5"
612,"9"
613,"3"
614,"5"
615,"6"
616,"9"
617,"12"
618,"8"
619,"7"
620,"12"
621,"7"
622,"11"
623,"14"
624,"8"
625,"12"
626,"16"
627,"11"
628,"16"
629,"22"
630,"19"
631,"11"
632,"17"
633,"14"
634,"18"
635,"20"
636,"18"
637,"12"
638,"15"
639,"13"
640,"18"
641,"9"
642,"15"
643,"15"
644,"11"
645,"26"
646,"14"
647,"18"
648,"13"
649,"19"
650,"20"
651,"20"
652,"18"
653,"15"
654,"11"
655,"16"
656,"12"
657,"16"
658,"16"
659,"17"
660,"20"
661,"14"
662,"21"
663,"28"
664,"35"
665,"38"
666,"42"
667,"50"
668,"47"
669,"56"
670,"51"
671,"45"
672,"40"
673,"42"
674,"45"
675,"36"
676,"28"
677,"27"
678,"20"
679,"16"
680,"18"
681,"17"
682,"14"
683,"17"
684,"8"
685,"12"
686,"10"
687,"11"
688,"15"
689,"7"
690,"21"
691,"20"
692,"21"
693,"24"
694,"38"
695,"38"
696,"55"
697,"68"
698,"109"
699,"122"
700,"163"
701,"189"
702,"221"
703,"249"
704,"316"
705,"343"
706,"333"
707,"362"
708,"345"
709,"345"
710,"305"
711,"271"
712,"219"
713,"210"
714,"177"
715,"165"
716,"104"
717,"86"
718,"61"
719,"59"
720,"31"
721,"33"
722,"17"
723,"23"
724,"21"
725,"7"
726,"8"
727,"19"
728,"9"
729,"10"
730,"8"
731,"14"
732,"9"
733,"10"
734,"16"
735,"10"
736,"12"
737,"16"
738,"17"
739,"11"
740,"21"
741,"24"
742,"19"
743,"22"
744,"29"
745,"36"
746,"23"
747,"27"
748,"31"
749,"32"
750,"34"
751,"26"
752,"22"
753,"20"
754,"24"
755,"23"
756,"10"
757,"24"
758,"15"
759,"18"
760,"14"
761,"16"
762,"21"
763,"9"
764,"17"
765,"13"
766,"16"
767,"10"
768,"16"
769,"18"
770,"21"
771,"21"
772,"18"
773,"13"
774,"26"
775,"30"
776,"53"
777,"53"
778,"81"
779,"87"
780,"107"
781,"133"
782,"180"
783,"194"
784,"221"
785,"221"
786,"213"
787,"261"
788,"256"
789,"289"
790,"249"
791,"237"
792,"192"
793,"189"
794,"178"
795,"159"
796,"138"
797,"129"
798,"88"
799,"67"
800,"59"
801,"38"
802,"40"
803,"40"
804,"33"
805,"37"
806,"18"
807,"39"
808,"32"
809,"35"
810,"24"
811,"39"
812,"17"
813,"23"
814,"23"
815,"17"
816,"16"
817,"14"
818,"20"
819,"21"
820,"24"
821,"14"
822,"19"
823,"25"
824,"20"
825,"17"
826,"19"
827,"19"
828,"30"
829,"33"
830,"28"
831,"19"
832,"35"
833,"19"
834,"25"
835,"22"
836,"27"
837,"11"
838,"26"
839,"27"
840,"24"
841,"18"
842,"22"
843,"24"
844,"20"
845,"20"
846,"25"
847,"20"
848,"17"
849,"17"
850,"30"
851,"32"
852,"26"
853,"26"
854,"30"
855,"29"
856,"24"
857,"22"
858,"17"
859,"29"
860,"16"
861,"20"
862,"31"
863,"29"
864,"29"
865,"38"
866,"30"
867,"28"
868,"29"
869,"29"
870,"31"
871,"23"
872,"44"
873,"33"
874,"37"
875,"44"
876,"42"
877,"52"
878,"73"
879,"57"
880,"57"
881,"65"
882,"54"
883,"80"
884,"75"
885,"74"
886,"64"
887,"80"
888,"56"
889,"46"
890,"40"
891,"53"
892,"50"
893,"45"
894,"42"
895,"54"
896,"43"
897,"48"
898,"33"
899,"54"
900,"61"
901,"45"
902,"45"
903,"58"
904,"59"
905,"55"
906,"38"
907,"54"
908,"62"
909,"62"
910,"54"
911,"50"
912,"46"
913,"59"
914,"61"
915,"54"
916,"53"
917,"47"
918,"65"
919,"64"
920,"73"
921,"67"
922,"68"
923,"76"
924,"60"
925,"61"
926,"94"
927,"74"
928,"98"
929,"115"
930,"95"
931,"97"
932,"107"
933,"98"
934,"113"
935,"96"
936,"116"
937,"124"
938,"144"
939,"150"
940,"143"
941,"172"
942,"162"
943,"168"
944,"176"
945,"194"
946,"191"
947,"193"
948,"211"
949,"181"
950,"203"
951,"225"
952,"220"
953,"226"
954,"211"
955,"238"
956,"204"
957,"234"
958,"211"
959,"190"
960,"238"
961,"216"
962,"223"
963,"239"
964,"210"
965,"190"
966,"164"
967,"171"
968,"200"
969,"179"
970,"172"
971,"147"
972,"148"
973,"129"
974,"164"
975,"149"
976,"151"
977,"145"
978,"132"
979,"151"
980,"120"
981,"136"
982,"102"
983,"123"
984,"111"
985,"115"
986,"126"
987,"128"
988,"109"
989,"108"
990,"118"
991,"133"
992,"128"
993,"134"
994,"127"
995,"128"
996,"133"
997,"158"
998,"165"
999,"160"
1000,"159"
1001,"176"
1002,"192"
1003,"217"
1004,"239"
1005,"225"
1006,"248"
1007,"234"
1008,"251"
1009,"239"
1010,"252"
1011,"200"
1012,"247"
1013,"241"
1014,"206"
1015,"195"
1016,"213"
1017,"181"
1018,"155"
1019,"165"
1020,"149"
1021,"131"
1022,"137"
1023,"133"
1024,"131"
1025,"135"
1026,"116"
1027,"114"
1028,"138"
1029,"129"
1030,"143"
1031,"123"
1032,"138"
1033,"135"
1034,"120"
1035,"131"
1036,"143"
1037,"143"
1038,"147"
1039,"131"
1040,"137"
1041,"160"
1042,"153"
1043,"180"
1044,"173"
1045,"175"
1046,"164"
1047,"197"
1048,"194"
1049,"180"
1050,"178"
1051,"202"
1052,"184"
1053,"210"
1054,"208"
1055,"196"
1056,"191"
1057,"200"
1058,"198"
1059,"209"
1060,"197"
1061,"228"
1062,"229"
1063,"241"
1064,"239"
1065,"242"
1066,"219"
1067,"252"
1068,"234"
1069,"240"
1070,"260"
1071,"237"
1072,"256"
1073,"252"
1074,"259"
1075,"225"
1076,"262"
1077,"241"
1078,"233"
1079,"215"
1080,"250"
1081,"250"
1082,"251"
1083,"229"
1084,"229"
1085,"242"
1086,"219"
1087,"217"
1088,"235"
1089,"238"
1090,"240"
1091,"207"
1092,"184"
1093,"208"
1094,"220"
1095,"209"
1096,"198"
1097,"251"
1098,"216"
1099,"220"
1100,"235"
1101,"218"
1102,"232"
1103,"208"
1104,"243"
1105,"204"
1106,"214"
1107,"196"
1108,"200"
1109,"242"
1110,"211"
1111,"226"
1112,"193"
1113,"242"
1114,"230"
1115,"223"
1116,"207"
1117,"200"
1118,"208"
1119,"221"
1120,"205"
1121,"200"
1122,"219"
1123,"230"
1124,"233"
1125,"199"
1126,"239"
1127,"219"
1128,"272"
1129,"287"
1130,"252"
1131,"290"
1132,"271"
1133,"303"
1134,"272"
1135,"264"
1136,"270"
1137,"269"
1138,"278"
1139,"317"
1140,"273"
1141,"275"
1142,"266"
1143,"238"
1144,"253"
1145,"240"
1146,"232"
1147,"231"
1148,"233"
1149,"253"
1150,"223"
1151,"262"
1152,"225"
1153,"263"
1154,"237"
1155,"227"
1156,"230"
1157,"265"
1158,"240"
1159,"240"
1160,"244"
1161,"234"
1162,"253"
1163,"243"
1164,"227"
1165,"245"
1166,"237"
1167,"264"
1168,"277"
1169,"264"
1170,"236"
1171,"267"
1172,"279"
1173,"252"
1174,"261"
1175,"250"
1176,"251"
1177,"220"
1178,"253"
1179,"303"
1180,"275"
1181,"244"
1182,"260"
1183,"280"
1184,"264"
1185,"270"
1186,"249"
1187,"280"
1188,"272"
1189,"284"
1190,"296"
1191,"281"
1192,"279"
1193,"287"
1194,"256"
1195,"276"
1196,"267"
1197,"279"
1198,"289"
1199,"252"
1200,"298"
1201,"268"
1202,"288"
1203,"306"
1204,"266"
1205,"270"
1206,"255"
1207,"292"
1208,"272"
1209,"292"
1210,"288"
1211,"293"
1212,"280"
1213,"287"
1214,"276"
1215,"317"
1216,"315"
1217,"306"
1218,"296"
1219,"278"
1220,"265"
1221,"292"
1222,"316"
1223,"318"
1224,"318"
1225,"286"
1226,"290"
1227,"314"
1228,"319"
1229,"280"
1230,"317"
1231,"342"
1232,"355"
1233,"341"
1234,"308"
1235,"320"
1236,"340"
1237,"321"
1238,"341"
1239,"313"
1240,"344"
1241,"350"
1242,"334"
1243,"355"
1244,"352"
1245,"378"
1246,"328"
1247,"363"
1248,"339"
1249,"347"
1250,"329"
1251,"351"
1252,"372"
1253,"397"
1254,"353"
1255,"392"
1256,"404"
1257,"370"
1258,"404"
1259,"395"
1260,"410"
1261,"400"
1262,"366"
1263,"401"
1264,"369"
1265,"413"
1266,"395"
1267,"392"
1268,"387"
1269,"382"
1270,"362"
1271,"385"
1272,"372"
1273,"362"
1274,"391"
1275,"359"
1276,"354"
1277,"356"
1278,"352"
1279,"375"
1280,"370"
1281,"408"
1282,"411"
1283,"373"
1284,"344"
1285,"338"
1286,"364"
1287,"402"
1288,"351"
1289,"353"
1290,"362"
1291,"350"
1292,"428"
1293,"398"
1294,"388"
