Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130227-brickn679-300sec-2"
Duration Time,300
Ambient Temperature,"78.9"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"400355"
Raw Accumulated Counts,"456448"
Valid Count Last Packet,"1321"
Raw Count Last Packet,"1504"
Live Time,285.884949
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"0"
5,"0"
6,"1"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"0"
21,"4"
22,"8"
23,"7"
24,"8"
25,"14"
26,"25"
27,"44"
28,"44"
29,"55"
30,"93"
31,"120"
32,"115"
33,"120"
34,"150"
35,"154"
36,"171"
37,"155"
38,"151"
39,"180"
40,"153"
41,"176"
42,"158"
43,"168"
44,"178"
45,"179"
46,"143"
47,"171"
48,"184"
49,"211"
50,"194"
51,"167"
52,"189"
53,"187"
54,"174"
55,"185"
56,"206"
57,"182"
58,"230"
59,"223"
60,"198"
61,"184"
62,"228"
63,"218"
64,"242"
65,"214"
66,"207"
67,"228"
68,"230"
69,"173"
70,"206"
71,"190"
72,"179"
73,"200"
74,"195"
75,"212"
76,"200"
77,"174"
78,"166"
79,"163"
80,"195"
81,"188"
82,"184"
83,"174"
84,"177"
85,"178"
86,"170"
87,"166"
88,"193"
89,"170"
90,"177"
91,"169"
92,"195"
93,"188"
94,"156"
95,"165"
96,"167"
97,"184"
98,"154"
99,"150"
100,"148"
101,"172"
102,"151"
103,"136"
104,"134"
105,"141"
106,"171"
107,"160"
108,"136"
109,"139"
110,"132"
111,"126"
112,"153"
113,"129"
114,"118"
115,"132"
116,"110"
117,"148"
118,"134"
119,"128"
120,"141"
121,"122"
122,"147"
123,"136"
124,"159"
125,"130"
126,"144"
127,"112"
128,"127"
129,"111"
130,"127"
131,"133"
132,"125"
133,"108"
134,"135"
135,"129"
136,"122"
137,"129"
138,"112"
139,"114"
140,"128"
141,"101"
142,"113"
143,"103"
144,"113"
145,"116"
146,"108"
147,"136"
148,"128"
149,"128"
150,"118"
151,"127"
152,"108"
153,"101"
154,"104"
155,"107"
156,"97"
157,"105"
158,"118"
159,"110"
160,"119"
161,"109"
162,"143"
163,"120"
164,"156"
165,"145"
166,"138"
167,"127"
168,"114"
169,"122"
170,"137"
171,"131"
172,"96"
173,"96"
174,"84"
175,"102"
176,"80"
177,"79"
178,"82"
179,"92"
180,"101"
181,"89"
182,"102"
183,"97"
184,"97"
185,"70"
186,"79"
187,"81"
188,"71"
189,"73"
190,"59"
191,"66"
192,"66"
193,"61"
194,"60"
195,"68"
196,"54"
197,"63"
198,"67"
199,"70"
200,"69"
201,"55"
202,"57"
203,"44"
204,"54"
205,"54"
206,"49"
207,"44"
208,"50"
209,"46"
210,"50"
211,"44"
212,"46"
213,"30"
214,"47"
215,"33"
216,"54"
217,"48"
218,"50"
219,"72"
220,"79"
221,"61"
222,"92"
223,"93"
224,"119"
225,"123"
226,"125"
227,"132"
228,"117"
229,"106"
230,"107"
231,"95"
232,"103"
233,"91"
234,"75"
235,"62"
236,"81"
237,"65"
238,"40"
239,"47"
240,"46"
241,"54"
242,"47"
243,"36"
244,"40"
245,"48"
246,"49"
247,"56"
248,"40"
249,"59"
250,"40"
251,"42"
252,"38"
253,"38"
254,"28"
255,"35"
256,"28"
257,"26"
258,"29"
259,"38"
260,"36"
261,"26"
262,"31"
263,"29"
264,"30"
265,"34"
266,"27"
267,"35"
268,"35"
269,"33"
270,"27"
271,"33"
272,"36"
273,"22"
274,"35"
275,"25"
276,"26"
277,"21"
278,"19"
279,"18"
280,"17"
281,"16"
282,"27"
283,"13"
284,"22"
285,"30"
286,"36"
287,"42"
288,"46"
289,"52"
290,"83"
291,"83"
292,"95"
293,"111"
294,"110"
295,"128"
296,"123"
297,"104"
298,"98"
299,"74"
300,"83"
301,"72"
302,"52"
303,"69"
304,"62"
305,"58"
306,"109"
307,"102"
308,"187"
309,"293"
310,"519"
311,"813"
312,"1239"
313,"1918"
314,"2785"
315,"3823"
316,"4724"
317,"5756"
318,"6756"
319,"7228"
320,"7484"
321,"7326"
322,"6820"
323,"5935"
324,"4909"
325,"3980"
326,"3096"
327,"2203"
328,"1588"
329,"1141"
330,"807"
331,"518"
332,"369"
333,"263"
334,"198"
335,"156"
336,"142"
337,"147"
338,"111"
339,"143"
340,"126"
341,"143"
342,"191"
343,"245"
344,"288"
345,"392"
346,"472"
347,"667"
348,"813"
349,"1030"
350,"1128"
351,"1271"
352,"1359"
353,"1331"
354,"1343"
355,"1222"
356,"1072"
357,"872"
358,"681"
359,"535"
360,"409"
361,"296"
362,"218"
363,"179"
364,"126"
365,"68"
366,"65"
367,"83"
368,"52"
369,"57"
370,"63"
371,"70"
372,"61"
373,"79"
374,"63"
375,"66"
376,"63"
377,"45"
378,"61"
379,"48"
380,"28"
381,"36"
382,"29"
383,"34"
384,"28"
385,"18"
386,"21"
387,"22"
388,"22"
389,"22"
390,"18"
391,"20"
392,"21"
393,"19"
394,"20"
395,"24"
396,"18"
397,"23"
398,"16"
399,"29"
400,"24"
401,"40"
402,"29"
403,"21"
404,"23"
405,"22"
406,"22"
407,"16"
408,"31"
409,"25"
410,"19"
411,"17"
412,"24"
413,"21"
414,"13"
415,"20"
416,"19"
417,"21"
418,"25"
419,"23"
420,"21"
421,"15"
422,"20"
423,"26"
424,"27"
425,"27"
426,"30"
427,"39"
428,"42"
429,"36"
430,"45"
431,"43"
432,"51"
433,"44"
434,"39"
435,"35"
436,"35"
437,"31"
438,"29"
439,"15"
440,"15"
441,"14"
442,"14"
443,"16"
444,"15"
445,"14"
446,"10"
447,"13"
448,"9"
449,"5"
450,"10"
451,"8"
452,"12"
453,"9"
454,"10"
455,"1"
456,"11"
457,"11"
458,"14"
459,"19"
460,"18"
461,"13"
462,"19"
463,"13"
464,"16"
465,"17"
466,"13"
467,"12"
468,"10"
469,"14"
470,"11"
471,"17"
472,"11"
473,"9"
474,"12"
475,"16"
476,"16"
477,"17"
478,"25"
479,"23"
480,"14"
481,"27"
482,"21"
483,"22"
484,"25"
485,"15"
486,"16"
487,"27"
488,"15"
489,"19"
490,"9"
491,"17"
492,"14"
493,"14"
494,"15"
495,"5"
496,"9"
497,"10"
498,"9"
499,"5"
500,"8"
501,"11"
502,"9"
503,"3"
504,"9"
505,"3"
506,"5"
507,"6"
508,"7"
509,"10"
510,"4"
511,"7"
512,"10"
513,"5"
514,"9"
515,"11"
516,"10"
517,"7"
518,"10"
519,"7"
520,"11"
521,"12"
522,"13"
523,"20"
524,"18"
525,"18"
526,"23"
527,"18"
528,"15"
529,"15"
530,"9"
531,"19"
532,"10"
533,"10"
534,"8"
535,"6"
536,"9"
537,"4"
538,"9"
539,"5"
540,"8"
541,"6"
542,"1"
543,"7"
544,"6"
545,"5"
546,"5"
547,"6"
548,"4"
549,"6"
550,"6"
551,"6"
552,"9"
553,"8"
554,"7"
555,"8"
556,"8"
557,"5"
558,"5"
559,"6"
560,"4"
561,"8"
562,"16"
563,"6"
564,"8"
565,"6"
566,"10"
567,"8"
568,"10"
569,"5"
570,"4"
571,"5"
572,"8"
573,"7"
574,"3"
575,"10"
576,"7"
577,"7"
578,"11"
579,"3"
580,"15"
581,"6"
582,"8"
583,"4"
584,"10"
585,"11"
586,"4"
587,"5"
588,"12"
589,"6"
590,"10"
591,"4"
592,"4"
593,"10"
594,"6"
595,"3"
596,"9"
597,"4"
598,"10"
599,"11"
600,"5"
601,"4"
602,"4"
603,"6"
604,"5"
605,"2"
606,"3"
607,"6"
608,"5"
609,"7"
610,"11"
611,"8"
612,"6"
613,"3"
614,"13"
615,"12"
616,"8"
617,"9"
618,"7"
619,"2"
620,"5"
621,"6"
622,"11"
623,"8"
624,"9"
625,"14"
626,"16"
627,"15"
628,"11"
629,"26"
630,"21"
631,"16"
632,"17"
633,"11"
634,"22"
635,"12"
636,"18"
637,"11"
638,"10"
639,"16"
640,"20"
641,"15"
642,"14"
643,"15"
644,"16"
645,"22"
646,"17"
647,"16"
648,"17"
649,"17"
650,"19"
651,"19"
