Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130207-KransvleiCH006-300sec-6"
Duration Time,300
Ambient Temperature,"101.2"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"617777"
Raw Accumulated Counts,"689032"
Valid Count Last Packet,"2133"
Raw Count Last Packet,"2352"
Live Time,278.624573
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,771
Channel#,Intensity
0,"1"
1,"0"
2,"1"
3,"0"
4,"1"
5,"0"
6,"0"
7,"0"
8,"1"
9,"0"
10,"1"
11,"1"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"5"
22,"5"
23,"6"
24,"12"
25,"12"
26,"13"
27,"22"
28,"36"
29,"48"
30,"56"
31,"49"
32,"85"
33,"82"
34,"123"
35,"129"
36,"107"
37,"108"
38,"100"
39,"105"
40,"106"
41,"141"
42,"110"
43,"114"
44,"123"
45,"134"
46,"126"
47,"120"
48,"123"
49,"124"
50,"125"
51,"119"
52,"144"
53,"130"
54,"152"
55,"145"
56,"161"
57,"161"
58,"174"
59,"177"
60,"162"
61,"149"
62,"170"
63,"161"
64,"145"
65,"147"
66,"165"
67,"168"
68,"162"
69,"156"
70,"151"
71,"144"
72,"171"
73,"148"
74,"157"
75,"156"
76,"147"
77,"145"
78,"142"
79,"127"
80,"153"
81,"121"
82,"144"
83,"137"
84,"134"
85,"134"
86,"101"
87,"127"
88,"134"
89,"132"
90,"142"
91,"142"
92,"103"
93,"117"
94,"125"
95,"109"
96,"105"
97,"104"
98,"102"
99,"104"
100,"108"
101,"109"
102,"116"
103,"114"
104,"101"
105,"106"
106,"114"
107,"115"
108,"95"
109,"97"
110,"99"
111,"83"
112,"93"
113,"73"
114,"83"
115,"108"
116,"89"
117,"96"
118,"84"
119,"87"
120,"95"
121,"94"
122,"98"
123,"105"
124,"83"
125,"94"
126,"81"
127,"88"
128,"91"
129,"95"
130,"95"
131,"94"
132,"79"
133,"91"
134,"80"
135,"87"
136,"69"
137,"73"
138,"103"
139,"96"
140,"74"
141,"70"
142,"85"
143,"84"
144,"98"
145,"87"
146,"77"
147,"83"
148,"96"
149,"89"
150,"106"
151,"88"
152,"72"
153,"78"
154,"79"
155,"66"
156,"81"
157,"87"
158,"84"
159,"98"
160,"109"
161,"89"
162,"84"
163,"85"
164,"97"
165,"83"
166,"85"
167,"80"
168,"90"
169,"83"
170,"69"
171,"82"
172,"78"
173,"70"
174,"71"
175,"57"
176,"68"
177,"75"
178,"62"
179,"59"
180,"61"
181,"85"
182,"78"
183,"82"
184,"72"
185,"74"
186,"69"
187,"70"
188,"59"
189,"57"
190,"60"
191,"60"
192,"61"
193,"67"
194,"75"
195,"82"
196,"77"
197,"81"
198,"96"
199,"81"
200,"87"
201,"64"
202,"79"
203,"63"
204,"66"
205,"66"
206,"58"
207,"60"
208,"57"
209,"33"
210,"43"
211,"53"
212,"42"
213,"53"
214,"57"
215,"39"
216,"51"
217,"56"
218,"65"
219,"69"
220,"76"
221,"114"
222,"136"
223,"123"
224,"147"
225,"180"
226,"185"
227,"228"
228,"201"
229,"192"
230,"227"
231,"196"
232,"180"
233,"162"
234,"160"
235,"149"
236,"134"
237,"104"
238,"90"
239,"95"
240,"86"
241,"69"
242,"71"
243,"69"
244,"72"
245,"77"
246,"59"
247,"67"
248,"67"
249,"72"
250,"67"
251,"73"
252,"53"
253,"52"
254,"49"
255,"56"
256,"49"
257,"56"
258,"56"
259,"42"
260,"44"
261,"63"
262,"64"
263,"61"
264,"77"
265,"56"
266,"83"
267,"67"
268,"75"
269,"63"
270,"87"
271,"79"
272,"60"
273,"59"
274,"73"
