Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130207-brickn679-300sec-3"
Duration Time,300
Ambient Temperature,"83.8"
Detector Temperature,"-40.0"
Valid Accumulated Counts,"333705"
Raw Accumulated Counts,"379100"
Valid Count Last Packet,"1163"
Raw Count Last Packet,"1289"
Live Time,288.235199
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,514
Channel#,Intensity
0,"0"
1,"0"
2,"0"
3,"0"
4,"1"
5,"1"
6,"0"
7,"0"
8,"0"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"1"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"2"
21,"3"
22,"6"
23,"8"
24,"10"
25,"9"
26,"35"
27,"23"
28,"58"
29,"68"
30,"69"
31,"104"
32,"120"
33,"105"
34,"129"
35,"121"
36,"148"
37,"127"
38,"142"
39,"147"
40,"158"
41,"138"
42,"150"
43,"159"
44,"154"
45,"178"
46,"148"
47,"148"
48,"151"
49,"163"
50,"158"
51,"175"
52,"175"
53,"168"
54,"174"
55,"184"
56,"176"
57,"207"
58,"189"
59,"180"
60,"153"
61,"205"
62,"200"
63,"194"
64,"202"
65,"194"
66,"202"
67,"177"
68,"187"
69,"197"
70,"172"
71,"167"
72,"202"
73,"169"
74,"183"
75,"175"
76,"172"
77,"154"
78,"176"
79,"177"
80,"158"
81,"167"
82,"171"
83,"185"
84,"156"
85,"181"
86,"156"
87,"163"
88,"134"
89,"146"
90,"154"
91,"172"
92,"142"
93,"147"
94,"164"
95,"156"
96,"135"
97,"138"
98,"126"
99,"165"
100,"145"
101,"133"
102,"126"
103,"109"
104,"151"
105,"119"
106,"117"
107,"119"
108,"141"
109,"139"
110,"119"
111,"108"
112,"141"
113,"126"
114,"112"
115,"123"
116,"116"
117,"116"
118,"122"
119,"135"
120,"106"
121,"122"
122,"110"
123,"112"
124,"107"
125,"121"
126,"106"
127,"111"
128,"116"
129,"97"
130,"108"
131,"114"
132,"108"
133,"95"
134,"93"
135,"109"
136,"90"
137,"94"
138,"110"
139,"103"
140,"106"
141,"107"
142,"84"
143,"102"
144,"80"
145,"99"
146,"93"
147,"98"
148,"103"
149,"88"
150,"90"
151,"98"
152,"88"
153,"87"
154,"79"
155,"91"
156,"87"
157,"92"
158,"95"
159,"95"
160,"100"
161,"104"
162,"121"
163,"106"
164,"101"
165,"128"
166,"139"
167,"133"
168,"120"
169,"100"
170,"96"
171,"96"
172,"73"
173,"75"
174,"87"
175,"71"
176,"92"
177,"89"
178,"67"
179,"77"
180,"71"
181,"78"
182,"92"
183,"85"
184,"76"
185,"74"
186,"67"
187,"69"
188,"69"
189,"63"
190,"57"
191,"60"
192,"38"
193,"59"
194,"53"
195,"42"
196,"48"
197,"40"
198,"63"
199,"45"
200,"53"
201,"58"
202,"43"
203,"41"
204,"50"
205,"50"
206,"44"
207,"55"
208,"33"
209,"40"
210,"46"
211,"27"
212,"53"
213,"35"
214,"39"
215,"40"
216,"47"
217,"40"
218,"41"
219,"56"
220,"63"
221,"78"
222,"82"
223,"76"
224,"95"
225,"99"
226,"113"
227,"99"
228,"89"
229,"76"
230,"84"
231,"110"
232,"75"
233,"72"
234,"46"
235,"56"
236,"51"
237,"54"
238,"41"
239,"39"
240,"42"
241,"30"
242,"34"
243,"43"
244,"39"
245,"47"
246,"31"
247,"37"
248,"40"
249,"42"
250,"32"
251,"36"
252,"26"
253,"32"
254,"29"
255,"28"
256,"29"
257,"17"
258,"24"
259,"25"
260,"23"
261,"24"
262,"31"
263,"22"
264,"19"
265,"34"
266,"20"
267,"28"
268,"22"
269,"22"
270,"27"
271,"21"
272,"33"
273,"30"
274,"19"
275,"23"
276,"20"
277,"26"
278,"21"
279,"17"
280,"25"
281,"20"
282,"17"
283,"16"
284,"16"
285,"16"
286,"27"
287,"26"
288,"31"
289,"39"
290,"63"
291,"67"
292,"72"
293,"81"
294,"99"
295,"99"
296,"83"
297,"91"
298,"88"
299,"59"
300,"67"
301,"50"
302,"45"
303,"45"
304,"47"
305,"58"
306,"66"
307,"100"
308,"145"
309,"211"
310,"380"
311,"629"
312,"987"
313,"1459"
314,"2140"
315,"2761"
316,"3578"
317,"4351"
318,"4970"
319,"5300"
320,"5572"
321,"5444"
322,"5074"
323,"4448"
324,"3747"
325,"3119"
326,"2236"
327,"1698"
328,"1263"
329,"814"
330,"581"
331,"375"
332,"277"
333,"215"
334,"152"
335,"147"
336,"95"
337,"92"
338,"103"
339,"108"
340,"89"
341,"88"
342,"135"
343,"180"
344,"225"
345,"289"
346,"374"
347,"513"
348,"626"
349,"796"
350,"865"
351,"964"
352,"973"
353,"989"
354,"1027"
355,"965"
356,"779"
357,"658"
358,"542"
359,"414"
360,"299"
361,"212"
362,"149"
363,"113"
364,"73"
365,"58"
366,"45"
367,"48"
368,"38"
369,"49"
370,"56"
371,"71"
372,"61"
373,"57"
374,"67"
375,"55"
376,"71"
377,"53"
378,"47"
379,"39"
380,"37"
381,"21"
382,"27"
383,"12"
384,"24"
385,"23"
386,"13"
387,"13"
388,"19"
389,"14"
390,"14"
391,"14"
392,"12"
393,"14"
394,"11"
395,"15"
396,"21"
397,"19"
398,"6"
399,"18"
400,"14"
401,"15"
402,"19"
403,"23"
404,"20"
405,"21"
406,"18"
407,"14"
408,"20"
409,"18"
410,"25"
411,"19"
412,"27"
413,"20"
414,"18"
415,"27"
416,"16"
417,"22"
418,"19"
419,"19"
420,"23"
421,"25"
422,"23"
423,"15"
424,"18"
425,"29"
426,"19"
427,"24"
428,"26"
429,"29"
430,"37"
431,"28"
432,"34"
433,"32"
434,"37"
435,"24"
436,"21"
437,"24"
438,"19"
439,"17"
440,"14"
441,"10"
442,"12"
443,"11"
444,"8"
445,"18"
446,"9"
447,"12"
448,"8"
449,"5"
450,"6"
451,"9"
452,"5"
453,"7"
454,"8"
455,"3"
456,"10"
457,"10"
458,"8"
459,"10"
460,"8"
461,"13"
462,"10"
463,"10"
464,"21"
465,"11"
466,"10"
467,"10"
468,"9"
469,"10"
470,"5"
471,"7"
472,"13"
473,"9"
474,"14"
475,"17"
476,"11"
477,"26"
478,"13"
479,"17"
480,"24"
481,"19"
482,"18"
483,"10"
484,"20"
485,"15"
486,"19"
487,"16"
488,"14"
489,"13"
490,"14"
491,"13"
492,"15"
493,"12"
494,"11"
495,"7"
496,"11"
497,"11"
498,"6"
499,"13"
500,"7"
501,"5"
502,"7"
503,"9"
504,"4"
505,"4"
506,"7"
507,"7"
508,"7"
509,"3"
510,"6"
511,"7"
512,"3"
513,"9"
514,"5"
515,"4"
516,"7"
517,"9"
518,"6"
519,"11"
520,"7"
521,"15"
522,"9"
523,"15"
524,"17"
525,"12"
526,"17"
527,"15"
528,"16"
529,"8"
530,"25"
531,"15"
532,"15"
533,"10"
534,"8"
535,"7"
536,"10"
537,"5"
538,"5"
539,"6"
540,"5"
541,"11"
542,"9"
543,"5"
544,"9"
545,"2"
546,"1"
547,"5"
548,"4"
549,"4"
550,"4"
551,"4"
552,"6"
553,"5"
554,"8"
555,"5"
556,"5"
557,"3"
558,"3"
559,"3"
560,"6"
561,"7"
562,"7"
563,"7"
564,"10"
565,"9"
566,"6"
567,"4"
568,"7"
569,"4"
570,"4"
571,"7"
572,"8"
573,"3"
574,"7"
575,"10"
576,"4"
577,"3"
578,"5"
579,"4"
580,"4"
581,"15"
582,"11"
583,"6"
584,"10"
585,"6"
586,"8"
587,"8"
588,"7"
589,"6"
