Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130315-brickn679-300sec-6"
Duration Time,300
Ambient Temperature,"106.0"
Detector Temperature,"-37.0"
Valid Accumulated Counts,"381171"
Raw Accumulated Counts,"433699"
Valid Count Last Packet,"1257"
Raw Count Last Packet,"1445"
Live Time,286.571777
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,774
Channel#,Intensity
0,"1"
1,"0"
2,"0"
3,"0"
4,"1"
5,"0"
6,"1"
7,"1"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"0"
18,"1"
19,"0"
20,"0"
21,"1"
22,"3"
23,"5"
24,"15"
25,"18"
26,"23"
27,"40"
28,"57"
29,"70"
30,"68"
31,"107"
32,"125"
33,"129"
34,"117"
35,"161"
36,"163"
37,"160"
38,"150"
39,"166"
40,"165"
41,"168"
42,"192"
43,"186"
44,"170"
45,"159"
46,"178"
47,"180"
48,"184"
49,"170"
50,"164"
51,"190"
52,"187"
53,"185"
54,"198"
55,"187"
56,"193"
57,"196"
58,"184"
59,"180"
60,"213"
61,"214"
62,"217"
63,"188"
64,"202"
65,"203"
66,"191"
67,"208"
68,"187"
69,"194"
70,"206"
71,"195"
72,"186"
73,"211"
74,"202"
75,"188"
76,"174"
77,"171"
78,"154"
79,"169"
80,"182"
81,"151"
82,"170"
83,"172"
84,"176"
85,"174"
86,"188"
87,"182"
88,"168"
89,"159"
90,"169"
91,"174"
92,"178"
93,"149"
94,"173"
95,"161"
96,"142"
97,"167"
98,"152"
99,"145"
100,"125"
101,"136"
102,"112"
103,"135"
104,"164"
105,"130"
106,"165"
107,"135"
108,"141"
109,"143"
110,"153"
111,"143"
112,"132"
113,"126"
114,"129"
115,"134"
116,"145"
117,"126"
118,"136"
119,"120"
120,"109"
121,"118"
122,"123"
123,"118"
124,"123"
125,"136"
126,"117"
127,"117"
128,"104"
129,"113"
130,"118"
131,"117"
132,"137"
133,"106"
134,"121"
135,"109"
136,"94"
137,"125"
138,"91"
139,"102"
140,"110"
141,"120"
142,"108"
143,"118"
144,"112"
145,"94"
146,"109"
147,"107"
148,"95"
149,"109"
150,"96"
151,"106"
152,"104"
153,"124"
154,"89"
155,"93"
156,"94"
157,"76"
158,"98"
159,"96"
160,"129"
161,"112"
162,"127"
163,"134"
164,"130"
165,"144"
166,"134"
167,"123"
168,"133"
169,"141"
170,"95"
171,"101"
172,"109"
173,"80"
174,"86"
175,"73"
176,"77"
177,"96"
178,"80"
179,"71"
180,"85"
181,"67"
182,"81"
183,"74"
184,"78"
185,"80"
186,"78"
187,"75"
188,"67"
189,"61"
190,"71"
191,"54"
192,"59"
193,"56"
194,"59"
195,"48"
196,"58"
197,"78"
198,"56"
199,"46"
200,"56"
201,"48"
202,"42"
203,"51"
204,"49"
205,"53"
206,"39"
207,"41"
208,"38"
209,"37"
210,"48"
211,"45"
212,"41"
213,"42"
214,"41"
215,"41"
216,"51"
217,"39"
218,"39"
219,"53"
220,"61"
221,"60"
222,"83"
223,"87"
224,"119"
225,"101"
226,"119"
227,"114"
