Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"130301-KKH2.10-300sec-5"
Duration Time,300
Ambient Temperature,"94.6"
Detector Temperature,"-40.5"
Valid Accumulated Counts,"429347"
Raw Accumulated Counts,"475366"
Valid Count Last Packet,"1421"
Raw Count Last Packet,"1561"
Live Time,285.136963
HV DAC,203
HV ADC,40.000000
Filament DAC,215
Filament ADC,27.900000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,20
Number of Channels,2048
Vacuum,780
Channel#,Intensity
0,"0"
1,"1"
2,"1"
3,"0"
4,"1"
5,"0"
6,"0"
7,"0"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"1"
19,"1"
20,"1"
21,"1"
22,"2"
23,"5"
24,"12"
25,"8"
26,"20"
27,"20"
28,"27"
29,"35"
30,"36"
31,"69"
32,"62"
33,"62"
34,"69"
35,"99"
36,"87"
37,"105"
38,"118"
39,"120"
40,"100"
41,"97"
42,"119"
43,"110"
44,"112"
45,"107"
46,"115"
47,"117"
48,"129"
49,"123"
50,"97"
51,"146"
52,"141"
53,"150"
54,"131"
55,"135"
56,"129"
57,"134"
58,"170"
59,"151"
60,"143"
61,"155"
62,"163"
63,"144"
64,"175"
65,"138"
66,"150"
67,"167"
68,"138"
69,"138"
70,"136"
71,"144"
72,"124"
73,"125"
74,"139"
75,"140"
76,"138"
77,"141"
78,"132"
79,"131"
80,"112"
81,"144"
82,"120"
83,"119"
84,"115"
85,"126"
86,"132"
87,"118"
88,"129"
89,"101"
90,"118"
91,"127"
92,"132"
93,"117"
94,"111"
95,"114"
96,"102"
97,"104"
98,"114"
99,"97"
100,"90"
101,"101"
102,"107"
103,"101"
104,"92"
105,"112"
106,"101"
107,"86"
108,"86"
109,"87"
110,"87"
111,"87"
112,"99"
113,"106"
114,"101"
115,"87"
116,"96"
117,"78"
118,"93"
119,"89"
120,"75"
121,"73"
122,"72"
123,"84"
124,"86"
125,"89"
126,"90"
127,"81"
128,"90"
129,"109"
130,"107"
131,"102"
132,"108"
133,"105"
134,"85"
135,"104"
136,"96"
137,"84"
138,"120"
139,"76"
140,"70"
141,"82"
142,"81"
143,"69"
144,"72"
145,"84"
146,"73"
147,"68"
148,"91"
149,"60"
150,"59"
151,"66"
152,"77"
153,"58"
154,"59"
155,"79"
156,"76"
157,"81"
158,"90"
159,"76"
160,"83"
161,"117"
162,"129"
163,"135"
164,"153"
165,"190"
166,"156"
167,"146"
168,"150"
169,"132"
170,"110"
171,"101"
172,"93"
173,"80"
174,"76"
175,"86"
176,"93"
177,"86"
178,"104"
179,"128"
180,"125"
181,"151"
182,"188"
183,"161"
184,"200"
185,"188"
186,"175"
187,"158"
188,"133"
189,"98"
190,"109"
191,"103"
192,"78"
193,"68"
194,"82"
195,"98"
196,"84"
197,"74"
198,"82"
199,"76"
200,"88"
201,"82"
202,"94"
203,"83"
204,"83"
205,"65"
206,"66"
207,"50"
208,"45"
209,"50"
210,"33"
211,"62"
212,"56"
213,"36"
214,"42"
215,"36"
216,"43"
217,"38"
218,"64"
219,"64"
220,"58"
221,"78"
222,"75"
223,"85"
224,"82"
225,"92"
226,"82"
227,"107"
228,"109"
229,"128"
230,"107"
231,"113"
232,"118"
233,"137"
234,"110"
235,"99"
236,"100"
237,"82"
238,"84"
239,"79"
240,"67"
241,"72"
242,"62"
243,"47"
244,"51"
245,"49"
246,"53"
247,"43"
248,"61"
249,"40"
250,"48"
251,"40"
252,"28"
253,"40"
254,"47"
255,"37"
256,"47"
257,"26"
258,"29"
259,"38"
260,"42"
261,"38"
262,"44"
263,"42"
264,"38"
265,"39"
266,"47"
267,"37"
268,"35"
269,"51"
270,"43"
271,"47"
272,"35"
273,"44"
274,"44"
275,"46"
276,"30"
277,"36"
278,"27"
279,"26"
280,"28"
281,"38"
282,"30"
283,"56"
284,"60"
285,"74"
286,"83"
287,"139"
288,"173"
289,"249"
290,"333"
291,"411"
292,"472"
293,"534"
294,"603"
295,"608"
296,"585"
297,"568"
298,"484"
299,"397"
300,"324"
301,"273"
302,"192"
303,"184"
304,"157"
305,"172"
306,"205"
307,"282"
308,"436"
309,"731"
310,"1233"
311,"2036"
312,"3106"
313,"4573"
314,"6587"
315,"9018"
316,"11350"
317,"13942"
318,"15816"
319,"17389"
320,"17888"
321,"17583"
322,"16278"
323,"14425"
324,"12049"
325,"9700"
326,"7303"
327,"5130"
328,"3735"
329,"2615"
330,"1841"
331,"1149"
332,"834"
333,"576"
334,"470"
335,"376"
336,"295"
337,"284"
338,"253"
339,"285"
340,"267"
341,"343"
342,"409"
343,"524"
344,"653"
345,"897"
346,"1272"
347,"1545"
348,"1931"
349,"2370"
350,"2727"
351,"3018"
352,"3206"
353,"3241"
354,"3160"
355,"2918"
356,"2597"
357,"2053"
358,"1686"
359,"1281"
360,"909"
361,"719"
362,"418"
363,"319"
364,"218"
365,"147"
366,"105"
367,"85"
368,"95"
369,"73"
370,"90"
371,"75"
372,"86"
373,"62"
374,"66"
375,"60"
376,"53"
377,"74"
378,"60"
379,"67"
380,"61"
381,"40"
382,"40"
383,"44"
384,"18"
385,"38"
386,"30"
387,"30"
388,"19"
389,"25"
390,"22"
391,"17"
392,"22"
393,"22"
394,"19"
395,"22"
396,"17"
397,"25"
398,"15"
399,"18"
400,"25"
401,"18"
402,"22"
403,"31"
404,"19"
405,"21"
406,"13"
407,"20"
408,"13"
409,"15"
410,"11"
411,"8"
412,"15"
413,"13"
414,"26"
415,"20"
416,"17"
417,"18"
418,"16"
419,"22"
420,"13"
421,"20"
422,"19"
423,"19"
424,"16"
425,"25"
426,"30"
427,"25"
428,"27"
429,"38"
430,"45"
431,"33"
432,"35"
433,"31"
434,"24"
435,"37"
436,"23"
437,"32"
438,"14"
439,"16"
440,"21"
441,"14"
442,"13"
443,"10"
444,"15"
445,"6"
446,"7"
447,"7"
448,"9"
449,"2"
450,"6"
451,"7"
452,"8"
453,"8"
454,"12"
455,"3"
456,"3"
457,"2"
458,"2"
459,"6"
460,"8"
461,"9"
462,"7"
463,"8"
464,"8"
465,"8"
466,"4"
467,"7"
468,"10"
469,"10"
470,"8"
471,"5"
472,"10"
473,"6"
474,"14"
475,"11"
476,"10"
477,"12"
478,"13"
479,"14"
480,"20"
481,"15"
482,"13"
483,"19"
484,"10"
485,"18"
486,"16"
487,"15"
488,"14"
489,"12"
490,"10"
491,"11"
492,"8"
493,"13"
494,"5"
495,"7"
496,"14"
497,"7"
498,"8"
499,"9"
500,"6"
501,"9"
502,"5"
503,"6"
504,"10"
505,"4"
506,"9"
507,"6"
508,"3"
509,"8"
510,"4"
511,"5"
512,"2"
513,"8"
514,"9"
515,"7"
516,"6"
517,"10"
518,"11"
519,"15"
520,"9"
521,"16"
522,"14"
523,"7"
524,"17"
525,"14"
526,"22"
527,"12"
528,"22"
529,"19"
530,"16"
531,"19"
532,"23"
533,"10"
534,"8"
535,"10"
536,"10"
537,"8"
538,"8"
539,"7"
540,"4"
541,"4"
542,"8"
543,"2"
544,"12"
545,"2"
546,"8"
547,"8"
548,"8"
549,"4"
550,"5"
551,"6"
552,"9"
553,"6"
554,"6"
555,"6"
556,"8"
557,"4"
558,"3"
559,"6"
560,"7"
561,"8"
562,"7"
563,"2"
564,"8"
565,"7"
566,"6"
567,"5"
568,"7"
569,"6"
570,"4"
571,"6"
572,"1"
573,"10"
574,"6"
575,"6"
576,"5"
577,"7"
578,"5"
579,"3"
580,"8"
581,"7"
582,"12"
583,"7"
584,"7"
585,"12"
586,"7"
587,"12"
588,"10"
589,"16"
590,"25"
591,"15"
592,"23"
593,"17"
594,"31"
595,"24"
596,"37"
597,"30"
598,"26"
599,"23"
600,"12"
601,"19"
602,"17"
603,"14"
604,"11"
605,"5"
606,"8"
607,"7"
608,"9"
609,"11"
610,"6"
611,"6"
612,"6"
613,"3"
614,"7"
615,"3"
616,"13"
617,"8"
618,"8"
619,"7"
620,"6"
621,"4"
622,"7"
623,"8"
624,"10"
625,"8"
626,"9"
627,"10"
628,"8"
629,"10"
630,"8"
631,"16"
632,"14"
633,"14"
634,"12"
635,"9"
636,"19"
637,"21"
638,"18"
639,"14"
640,"11"
641,"22"
642,"14"
643,"10"
644,"8"
645,"12"
646,"10"
647,"14"
648,"9"
649,"12"
650,"10"
651,"9"
652,"9"
653,"7"
654,"8"
655,"8"
656,"7"
657,"9"
658,"8"
659,"13"
660,"14"
661,"9"
662,"18"
663,"22"
664,"27"
665,"29"
666,"26"
667,"27"
668,"24"
669,"32"
670,"25"
671,"26"
672,"22"
673,"33"
674,"12"
675,"25"
676,"14"
677,"12"
678,"19"
679,"17"
680,"7"
681,"11"
682,"10"
683,"15"
684,"19"
685,"15"
686,"17"
687,"20"
688,"16"
689,"25"
690,"24"
691,"24"
692,"22"
693,"58"
694,"72"
695,"116"
696,"147"
697,"201"
698,"266"
699,"361"
700,"460"
701,"553"
702,"671"
703,"736"
704,"922"
705,"962"
706,"1037"
707,"1096"
708,"1061"
709,"933"
710,"857"
711,"818"
712,"714"
713,"573"
714,"485"
715,"372"
716,"290"
717,"240"
718,"162"
719,"131"
720,"85"
721,"51"
722,"45"
723,"20"
724,"25"
725,"26"
726,"27"
727,"18"
728,"14"
729,"23"
730,"14"
731,"17"
732,"10"
733,"18"
734,"14"
735,"12"
736,"21"
737,"14"
738,"8"
739,"13"
740,"22"
741,"15"
742,"21"
743,"23"
744,"22"
745,"22"
746,"19"
747,"28"
748,"21"
749,"24"
750,"21"
751,"24"
752,"15"
753,"7"
754,"24"
755,"18"
756,"17"
757,"19"
758,"21"
759,"7"
760,"14"
761,"17"
762,"10"
763,"17"
764,"18"
765,"13"
766,"19"
767,"24"
768,"16"
769,"23"
770,"29"
771,"14"
772,"23"
773,"17"
774,"19"
775,"25"
776,"21"
777,"36"
778,"35"
779,"36"
780,"64"
781,"49"
782,"74"
783,"77"
784,"97"
785,"96"
786,"136"
787,"164"
788,"191"
789,"185"
790,"173"
791,"191"
792,"185"
793,"191"
794,"177"
795,"175"
796,"124"
797,"134"
798,"87"
799,"90"
800,"70"
801,"77"
802,"45"
803,"47"
804,"35"
805,"35"
806,"32"
807,"40"
808,"23"
809,"23"
810,"23"
811,"23"
812,"18"
813,"21"
814,"7"
815,"15"
816,"11"
817,"11"
818,"12"
819,"8"
820,"9"
821,"11"
822,"6"
823,"17"
824,"13"
825,"9"
826,"13"
827,"8"
828,"8"
829,"14"
830,"15"
831,"17"
832,"8"
833,"11"
834,"13"
835,"13"
836,"7"
837,"21"
838,"9"
839,"14"
840,"17"
841,"8"
842,"12"
843,"5"
844,"9"
845,"6"
846,"7"
847,"4"
848,"8"
849,"10"
850,"12"
851,"11"
852,"5"
853,"11"
854,"16"
855,"14"
856,"13"
857,"19"
858,"13"
859,"22"
860,"18"
861,"13"
862,"17"
863,"12"
864,"16"
865,"24"
866,"24"
867,"20"
868,"21"
869,"18"
870,"21"
871,"19"
